SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,59,懸浮微粒,普通,6.6,0.27,43,87,42,8.5,1.5,286,3,9.34,.87,2016-07-07 11:00
三重,新北市,39,,良好,1.4,1.17,,47,3,18,,,1,103.78,86.14,2016-07-07 11:00
三義,苗栗縣,0,,,2.5,0.06,38,,19,5.3,1.9,54,3,6.52,1.26,2016-07-07 11:00
土城,新北市,14,,良好,1.9,0.21,17,12,4,6.7,2.2,143,1,11.88,5.19,2016-07-07 11:00
士林,臺北市,13,,良好,1.7,0.12,14,11,5,4.5,3.5,111,1,8.68,4.15,2016-07-07 11:00
大同,臺北市,50,,良好,5.6,0.68,,41,15,11,,,2,41.84,31.3,2016-07-07 11:00
大里,臺中市,56,臭氧,普通,3,0.42,67,55,20,13,1.3,207,2,14.71,1.39,2016-07-07 11:00
大園,桃園市,31,,良好,2.9,0.12,15,43,11,11,5.3,70,1,22.85,12.16,2016-07-07 11:00
大寮,高雄市,39,,良好,8.9,0.15,47,31,10,12,1.2,191,2,20.89,8.77,2016-07-07 11:00
小港,高雄市,48,,良好,10,0.31,57,36,15,22,2.6,264,1,24.94,3.44,2016-07-07 11:00
中山,臺北市,24,,良好,6.1,0.35,9.1,22,11,10,2.9,101,1,26.06,15.94,2016-07-07 11:00
中壢,桃園市,39,,良好,5.2,1.17,11,38,5,21,2.1,276,1,55.26,34.29,2016-07-07 11:00
仁武,高雄市,54,懸浮微粒,普通,4.1,0.2,61,72,22,12,1.5,323,2,13.82,1.8,2016-07-07 11:00
斗六,雲林縣,38,,良好,2.8,0.25,41,40,32,7.3,1.4,263,3,9.84,2.49,2016-07-07 11:00
冬山,宜蘭縣,14,,良好,1.6,0.14,15,18,2,5.1,1.3,152,1,10.98,5.85,2016-07-07 11:00
古亭,臺北市,16,,良好,2.2,0.23,13,22,8,9,3.6,75,1,17.66,8.62,2016-07-07 11:00
左營,高雄市,52,臭氧,普通,4.7,0.25,63,49,15,12,2.5,267,2,14.18,2.13,2016-07-07 11:00
平鎮,桃園市,24,,良好,3.8,0.23,21,25,1,8.7,5.6,93,1,14.04,5.35,2016-07-07 11:00
永和,新北市,11,,良好,1.3,0.42,12,18,1,8.7,3.3,87,1,19.69,11.02,2016-07-07 11:00
安南,臺南市,48,,良好,2.5,0.18,57,45,18,6.6,2.6,315,2,8.08,1.48,2016-07-07 11:00
朴子,嘉義縣,54,懸浮微粒,普通,3.7,0.21,53,58,27,6.8,1.1,182,2,8.58,1.81,2016-07-07 11:00
汐止,新北市,14,,良好,2,0.11,12,18,3,5.2,3.6,41,1,10.17,4.98,2016-07-07 11:00
竹山,南投縣,38,,良好,2.4,0.14,39,,,3.2,1.2,302,2,3.88,.69,2016-07-07 11:00
竹東,新竹縣,22,,良好,1,0.12,20,20,5,5.1,5.5,59,1,7.95,2.9,2016-07-07 11:00
西屯,臺中市,0,,,,,2.5,,,,,,,,,2016-07-06 18:00
沙鹿,臺中市,49,,良好,5.6,0.41,58,63,33,16,2.1,311,2,19.37,3.02,2016-07-07 11:00
