FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
X0405093,皓仁預拌企業有限公司,2015年第3季,0,公噸,1.672,公噸,0,公噸,0,公噸,完成申報
V7900124,兄弟砂石場,2015年第3季,0,公噸,2.189,公噸,0,公噸,0,公噸,完成申報
V75A4888,瑞晟砂石有限公司,2015年第3季,0,公噸,6.577,公噸,0,公噸,0,公噸,完成補件
V7504999,益源砂石有限公司,2015年第3季,0,公噸,0.394,公噸,0,公噸,0,公噸,完成申報
V7500660,興東興業股份有限公司,2015年第3季,0,公噸,5.453,公噸,0,公噸,0,公噸,完成申報
U9601032,鳳勝實業股份有限公司壽豐廠,2015年第3季,0,公噸,22,公噸,0,公噸,0,公噸,完成季登錄確認
U9303371,展信實業有限公司,2015年第3季,0,公噸,0.585,公噸,0,公噸,0,公噸,完成季登錄確認
U92A0024,立得砂石股份有限公司,2015年第3季,0,公噸,0.87,公噸,0,公噸,0,公噸,完成季登錄確認
U9100987,鳳勝實業股份有限公司花蓮廠,2015年第3季,0,公噸,0.14,公噸,0,公噸,0,公噸,完成季登錄確認
T5100031,仕和企業股份有限公司鹽埔碎石場,2015年第3季,0,公噸,24.195,公噸,0,公噸,0,公噸,完成申報
T4201593,鳳勝實業股份有限公司屏東廠,2015年第3季,0,公噸,1.003,公噸,0,公噸,0,公噸,完成申報
S3004131,古板企業有限公司,2015年第3季,0,公噸,9.079,公噸,0,公噸,0,公噸,完成申報
R97A0486,順通聯合開發工程股份有限公司官田廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
R8801011,欣龍實業股份有限公司佳里廠,2015年第3季,0,公噸,4.07,公噸,0,公噸,0,公噸,完成季登錄確認
R1404970,環球水泥股份有限公司永康預拌混凝土場,2015年第3季,0,公噸,2.6,公噸,0,公噸,0,公噸,完成季登錄確認
R0600281,丁丁有限公司預拌混凝土廠,2015年第3季,0,公噸,9.639,公噸,0,公噸,0,公噸,完成季登錄確認
H4708221,銘宏億企業有限公司,2015年第3季,0,公噸,1.402,公噸,0,公噸,0,公噸,完成申報
H4707993,泰暘砂石有限公司,2015年第3季,0,公噸,4.57,公噸,0,公噸,0,公噸,完成申報
H46A7315,昱霖金屬有限公司,2015年第3季,0,公噸,0.557,公噸,0,公噸,0,公噸,完成申報
E5604143,嘉信遊艇股份有限公司,2015年第3季,0,公噸,0.005,公噸,0,公噸,0,公噸,完成申報
D9100830,明祥馨企業有限公司二場,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
D9100821,明祥馨企業有限公司一場,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
D1405918,亞東預拌混凝土股份有限公司永康廠,2015年第3季,0,公噸,2.456,公噸,0,公噸,0,公噸,完成季登錄確認
B9400295,亞東預拌混凝土股份有限公司潭子廠,2015年第3季,0,公噸,5.928,公噸,0,公噸,0,公噸,完成申報
B2303275,亞東預拌混凝土股份有限公司台中廠,2015年第3季,0,公噸,2.648,公噸,0,公噸,0,公噸,完成申報
M36A1374,益昌砂石企業股份有限公司,2015年第2季,0,公噸,0.589,公噸,0,公噸,0,公噸,完成申報
D9100830,明祥馨企業有限公司二場,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
D9100821,明祥馨企業有限公司一場,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
D1405918,亞東預拌混凝土股份有限公司永康廠,2015年第2季,0,公噸,2.174,公噸,0,公噸,0,公噸,完成季登錄確認
D9100830,明祥馨企業有限公司二場,2015年第1季,0,公噸,0.266,公噸,0,公噸,0,公噸,完成季登錄確認
D9100821,明祥馨企業有限公司一場,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
V7805437,蜜月四季餐旅購有限公司知本金聯世紀酒店分公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V7803577,明峰林木業有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V75A4531,漢岱汽車有限公司,2015年第3季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成申報
V75A2090,深盈汽車保養廠股份有限公司,2015年第3季,0.045,公噸,0,公噸,0,公噸,0,公噸,完成申報
V7506288,早點大王,2015年第3季,0,公噸,0,公噸,0.066,公噸,0.046,公噸,完成申報
V7504962,葉堂鑫,2015年第3季,0,公噸,0,公噸,0.006,公噸,0.004,公噸,完成申報
V7504926,復盛食品廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V7502486,國都商務旅館,2015年第3季,0,公噸,0,公噸,0.011,公噸,0.008,公噸,完成申報
V7502244,金龍大旅社,2015年第3季,0,公噸,0,公噸,0.008,公噸,0.005,公噸,完成申報
V7501425,國源汽車股份有限公司臺東分公司,2015年第3季,0.163,公噸,0,公噸,0,公噸,0,公噸,完成申報
T58A0372,重生化妝品實業有限公司新園廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T5704584,鯤晟五金股份有限公司,2015年第3季,0.189,公噸,0,公噸,0.001,公噸,0.025,公噸,完成申報
T54A0461,升元成農產品園,2015年第3季,0,公噸,0,公噸,0.01,公噸,0.007,公噸,核算確認中
T5405684,欣屏豐食品工業有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
T5400536,宏益冷凍食品股份有限公司,2015年第3季,0,公噸,0,公噸,0.456,公噸,0.363,公噸,完成申報
T5100326,振聲冷凍食品股份有限公司,2015年第3季,0,公噸,0,公噸,1.045,公噸,0.725,公噸,完成申報
T4904259,克克生物科技股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T4801066,金國蜂有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T47A0105,台灣蓮鴻生化科技股份有限公司農科分公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
T47A0056,聯發生物科技股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.04,公噸,核算確認中
T46A1277,科彰建材實業股份有限公司,2015年第3季,0,公噸,0,公噸,0.001,公噸,0.02,公噸,完成申報
T4602803,旭東環保科技股份有限公司萬丹分公司,2015年第3季,0.018,公噸,0,公噸,0,公噸,0,公噸,核算確認中
T4600167,祥嵐實業股份有限公司,2015年第3季,0.05,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A7384,太子國際股份有限公司,2015年第3季,0.422,公噸,0,公噸,0.153,公噸,0.128,公噸,完成申報
T42A1247,旭東環保科技股份有限公司,2015年第3季,0.091,公噸,0,公噸,0,公噸,0,公噸,核算確認中
T42A0328,至茂奈米生技有限公司屏東廠,2015年第3季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,完成申報
T4204076,泰翔精密鑄造股份有限公司,2015年第3季,0.066,公噸,0,公噸,0.486,公噸,0.338,公噸,核算確認中
T4201575,南王化工有限公司,2015年第3季,0,公噸,0,公噸,0.038,公噸,0.026,公噸,完成申報
S3503497,天闊日式溫泉會館,2015年第3季,0,公噸,0,公噸,0.028,公噸,0.02,公噸,核算確認中
S3204739,名佃工業股份有限公司永安廠,2015年第3季,0.638,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S3204711,名鎮工業股份有限公司永安廠,2015年第3季,0.608,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S3200973,衛普實業股份有限公司,2015年第3季,8.619,公噸,0,公噸,0,公噸,1.325,公噸,核算確認中
S3001292,綠生企業股份有限公司,2015年第3季,0.517,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2906387,日勝一企業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2902898,健德膠業有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2902656,燦和食品工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.077,公噸,核算確認中
S2902147,建通精密工業股份有限公司,2015年第3季,0.062,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S26A0733,綠堤生化科技有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2605330,馥妍生技實業社,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2605214,昭偉工業股份有限公司,2015年第3季,0.205,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2603649,士昌股份有限公司,2015年第3季,0.052,公噸,0,公噸,0.028,公噸,0.07,公噸,核算確認中
S2603336,優能生技股份有限公司,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2602759,鑫本企業股份有限公司,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2602302,皆達國際股份有限公司,2015年第3季,0.042,公噸,0,公噸,0.012,公噸,0.029,公噸,核算確認中
S2501622,資勇企業股份有限公司橋頭廠,2015年第3季,0,公噸,0,公噸,0,公噸,0.372,公噸,核算確認中
S2501168,裕發油脂股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2400773,仁利工業有限公司,2015年第3季,0.778,公噸,0,公噸,0.228,公噸,0.158,公噸,核算確認中
S2400353,台灣汎生製藥廠股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2301088,吉霖塑膠股份有限公司,2015年第3季,0.002,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2203149,廣典實業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2200988,鎧陞企業股份有限公司,2015年第3季,0.038,公噸,0,公噸,0,公噸,0.004,公噸,核算確認中
S2200399,明鴻木器有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2200095,三昌合金鋼廠股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S20A3767,利順昌實業有限公司,2015年第3季,0.023,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2011525,錦麟實業股份有限公司,2015年第3季,0,公噸,0,公噸,0.073,公噸,0.059,公噸,核算確認中
S2011507,正情塑膠有限公司,2015年第3季,0.292,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2010993,永盛塑膠實業股份有限公司,2015年第3季,4.132,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S2010313,安山實業股份有限公司,2015年第3季,0.032,公噸,0,公噸,0.005,公噸,0.004,公噸,核算確認中
S2010297,城光食品股份有限公司,2015年第3季,0,公噸,0,公噸,0.285,公噸,0.198,公噸,核算確認中
S2001770,日星冷凍食品股份有限公司,2015年第3季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,核算確認中
S2001029,新來源醬園股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,175.762,公噸,核算確認中
S1958798,富億建材有限公司,2015年第3季,0.471,公噸,0,公噸,0.059,公噸,0.179,公噸,核算確認中
S16A1292,博森企業股份有限公司,2015年第3季,0.228,公噸,0,公噸,0.037,公噸,0.207,公噸,核算確認中
S1664871,金鎂成實業有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
S1601632,進豐興企業股份有限公司,2015年第3季,0,公噸,0,公噸,0.466,公噸,0.323,公噸,核算確認中
S1601025,劉先譜食品工業股份有限公司,2015年第3季,0,公噸,0,公噸,0.028,公噸,0.02,公噸,核算確認中
S1600591,東亞鑄造股份有限公司,2015年第3季,0.051,公噸,0.808,公噸,0.009,公噸,0.012,公噸,核算確認中
S1504147,瑞利橡膠企業有限公司,2015年第3季,0.005,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R9903112,?錠鞋業有限公司,2015年第3季,0.443,公噸,0,公噸,0.142,公噸,0.099,公噸,核算確認中
R88A1049,美舒容生物科技企業股份有限公司(第一廠),2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R8801075,美舒容生物科技企業股份有限公司,2015年第3季,0.008,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R8800149,源泰股份有限公司,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R8700528,尚多企業股份有限公司麻豆廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R8500617,寶盛化學工業股份有限公司,2015年第3季,0,公噸,0,公噸,0.076,公噸,0.053,公噸,核算確認中
R8400685,膠王化工股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R8400667,金優美股份有限公司,2015年第3季,0,公噸,0,公噸,0.002,公噸,0.03,公噸,核算確認中
R14A1091,大邁印刷,2015年第3季,0.013,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R1407935,安績工業有限公司,2015年第3季,0.011,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R1407088,鋒銘銅鋁鑄造有限公司,2015年第3季,0,公噸,0,公噸,0.022,公噸,0.016,公噸,核算確認中
R1406698,光良工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R1405235,駿嶧實業股份有限公司,2015年第3季,0.595,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R1101063,三星熱處理工廠股份有限公司,2015年第3季,2.046,公噸,0,公噸,0,公噸,0,公噸,核算確認中
R03A1448,儕陞生化技術股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.001,公噸,核算確認中
R0304328,台灣明尼蘇達光電股份有限公司,2015年第3季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成申報
Q7304556,國塑塑膠工業股份有限公司,2015年第3季,0.311,公噸,0,公噸,0,公噸,0,公噸,核算確認中
P6201302,良冠食品廠,2015年第3季,0,公噸,0,公噸,0.274,公噸,0.19,公噸,完成申報
P60A0196,弘璟企業社,2015年第3季,0.045,公噸,0,公噸,0,公噸,0.006,公噸,完成申報
P60A0067,新健南股份有限公司,2015年第3季,0,公噸,0,公噸,0.028,公噸,0.02,公噸,完成申報
P5706246,香港商基高程序服務股份有限公司台灣分公司,2015年第3季,0.045,公噸,0,公噸,0,公噸,0,公噸,完成申報
P5404354,東昇豆皮廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
P5400990,胡安其豆皮廠,2015年第3季,0,公噸,0,公噸,0.006,公噸,0.122,公噸,完成申報
P5400936,良冠農產行,2015年第3季,0,公噸,0,公噸,0.006,公噸,0.12,公噸,完成申報
P5200632,富義食品股份有限公司,2015年第3季,0,公噸,0,公噸,0.019,公噸,0.013,公噸,完成申報
P5104671,鴻和皮革有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
P5005093,義昌食品股份有限公司(附設屠宰場),2015年第3季,0,公噸,0,公噸,0.019,公噸,0.014,公噸,完成申報
P5001531,順成油廠,2015年第3季,0,公噸,0,公噸,0.004,公噸,0.004,公噸,完成申報
P4801966,虎尾鎮農會(農產品加工廠),2015年第3季,0.009,公噸,0,公噸,0,公噸,0.006,公噸,完成申報
P4800558,日新食品工業有限公司,2015年第3季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,完成申報
P4704784,利強環保科技有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
P4701765,昶春塑膠有限公司,2015年第3季,0.969,公噸,0,公噸,0,公噸,0,公噸,完成申報
P46A6562,明徽能源股份有限公司,2015年第3季,5.058,公噸,0,公噸,0,公噸,0,公噸,完成申報
P46A6047,豐本實業股份有限公司一廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
P46A5386,舜田金屬股份有限公司,2015年第3季,0,公噸,0,公噸,0.008,公噸,0.006,公噸,完成申報
P46A4457,鈺成塑膠股份有限公司,2015年第3季,0.051,公噸,0,公噸,0,公噸,0,公噸,核算確認中
P46A4447,新光塑膠廠,2015年第3季,0.118,公噸,0,公噸,0,公噸,0,公噸,完成申報
P46A0049,法寶國際有限公司,2015年第3季,0.003,公噸,0,公噸,0,公噸,0,公噸,核算確認中
P4602105,憶霖企業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.053,公噸,完成申報
P4600727,強鉅企業股份有限公司,2015年第3季,0.111,公噸,0,公噸,0,公噸,0,公噸,核算確認中
N29A0588,佑懋興塑膠企業有限公司,2015年第3季,1.501,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2907971,億豐綜合工業股份有限公司,2015年第3季,0.906,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2902976,北原工業股份有限公司,2015年第3季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2802882,偉英工業股份有限公司工廠,2015年第3季,0,公噸,0,公噸,0.291,公噸,0.277,公噸,完成申報
N2800155,吾大塑膠工業股份有限公司,2015年第3季,0.201,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2800075,久榮食品工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2400208,協昌印刷廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2300329,輝騰印刷社,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2300114,佳聯紙類實業社廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N21A0063,富麗科技股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2106214,瑞進印刷所,2015年第3季,0.005,公噸,0,公噸,0,公噸,0,公噸,完成申報
N2000888,慶昌米粉加工社,2015年第3季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,完成申報
N2000879,正宇農產商行,2015年第3季,0,公噸,0,公噸,0.003,公噸,0.055,公噸,完成申報
N2000860,連發米粉加工社,2015年第3季,0,公噸,0,公噸,0.003,公噸,0.059,公噸,完成申報
N2000655,鴻隆橡膠廠,2015年第3季,0.002,公噸,0,公噸,0.007,公噸,0.005,公噸,完成申報
N2000119,東玉紡織股份有限公司,2015年第3季,0,公噸,0,公噸,0.37,公噸,0.257,公噸,完成申報
N1904369,昌盈金屬股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.206,公噸,完成申報
N1904092,泰琩金屬有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1903906,保明股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.056,公噸,完成申報
N1903853,金墩實業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1903791,浩智股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1901037,僑陽保力龍股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,1.097,公噸,完成申報
N1900996,東泰皮革有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1900496,台旭網版美術印刷廠,2015年第3季,0.077,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1802691,彰鹿機械鑄造股份有限公司,2015年第3季,0.07,公噸,0,公噸,0.018,公噸,0.042,公噸,完成申報
N1703148,協呈企業有限公司,2015年第3季,0.134,公噸,0,公噸,0,公噸,0,公噸,完成申報
N16A1745,立昕橡膠工業有限公司,2015年第3季,0.036,公噸,0,公噸,0,公噸,0,公噸,完成申報
N16A1200,豪陽機械工業股份有限公司,2015年第3季,0.072,公噸,0,公噸,0,公噸,0,公噸,完成申報
N16A1082,群豪印刷實業有限公司,2015年第3季,0.371,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1601907,國振社企業有限公司,2015年第3季,0.115,公噸,0,公噸,0,公噸,0,公噸,完成申報
N15A1809,旭嶸紙品股份有限公司,2015年第3季,0,公噸,0,公噸,0.285,公噸,0.198,公噸,完成申報
N15A0524,升富塑膠工業股份有限公司,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成申報
N15A0445,項全機械科技有限公司,2015年第3季,0.494,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1504261,金元達金屬股份有限公司,2015年第3季,0.043,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1201121,大永進羽毛企業有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成申報
N1200213,建昌印刷所,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1100576,進懿彩色印刷有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1001934,冠新興工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1001925,信鋐工業股份有限公司,2015年第3季,0.71,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1001845,旺聯實業股份有限公司,2015年第3季,0.008,公噸,0,公噸,0,公噸,0,公噸,完成申報
N1001023,普惠醫工股份有限公司,2015年第3季,0.138,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0910630,台新環保科技股份有限公司全興廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0906789,合源紡織股份有限公司,2015年第3季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,完成申報
N0903742,堅揚有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0900081,特達印刷企業有限公司,2015年第3季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成申報
N08A2789,可洲企業股份有限公司,2015年第3季,0.008,公噸,0,公噸,0,公噸,0,公噸,完成申報
N08A2214,耀億工業股份有限公司,2015年第3季,0.027,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0810715,森貿環保工程有限公司,2015年第3季,0,公噸,0,公噸,0.247,公噸,0.171,公噸,完成申報
N0805241,戎美有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0804566,元鋒實業有限公司,2015年第3季,0,公噸,0,公噸,0.076,公噸,0.053,公噸,完成申報
N0800424,喬峰網版印刷,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0800406,協益美術印刷廠,2015年第3季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0721624,銘錩橡膠有限公司,2015年第3季,0.034,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0703304,信發印鐵工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0703091,安主藥化工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
N0701659,聯誠美術印刷廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
L9900858,清隆工業有限公司,2015年第3季,0.003,公噸,0,公噸,0.043,公噸,0.03,公噸,核算確認中
L9900063,鼎固健康科技股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.011,公噸,核算確認中
L9800620,宏記冷凍食品股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.01,公噸,完成申報
L9703279,經準企業有限公司,2015年第3季,0,公噸,0,公噸,0.017,公噸,0.012,公噸,完成申報
L95A2279,輔佳材料科技股份有限公司中科廠,2015年第3季,0.006,公噸,0,公噸,0,公噸,0,公噸,完成申報
L95A0986,成侑股份有限公司,2015年第3季,0.054,公噸,0,公噸,0,公噸,0,公噸,完成申報
L95A0174,美美美術印刷廠股份有限公司,2015年第3季,0.008,公噸,0,公噸,0,公噸,0,公噸,完成申報
L95A0164,大昱印刷股份有限公司二廠,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
L9502316,空軍第三基勤大隊基勤中隊,2015年第3季,0,公噸,0,公噸,0.005,公噸,0.058,公噸,完成申報
L9501926,勝邦企業股份有限公司,2015年第3季,0.011,公噸,0,公噸,0,公噸,0,公噸,完成申報
L9501882,尉達企業有限公司,2015年第3季,0,公噸,0,公噸,0.002,公噸,0.025,公噸,完成申報
L9500536,華裕行股份有限公司,2015年第3季,0.34,公噸,0,公噸,0,公噸,0.001,公噸,完成申報
L9500474,孟欣特殊印刷股份有限公司,2015年第3季,0.019,公噸,0,公噸,0,公噸,0,公噸,完成申報
L9500456,大昱印刷股份有限公司一廠,2015年第3季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成申報
L9500134,大越金屬工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.083,公噸,核算確認中
L9500107,八德工業社,2015年第3季,0,公噸,0,公噸,0,公噸,0.138,公噸,核算確認中
L94A0149,一帆文具印刷廠,2015年第3季,0.003,公噸,0,公噸,0,公噸,0,公噸,核算確認中
L9405170,上靖光電股份有限公司,2015年第3季,0.01,公噸,0,公噸,0,公噸,0,公噸,核算確認中
L9403461,邦泰複合材料股份有限公司,2015年第3季,0.568,公噸,0,公噸,0,公噸,0,公噸,核算確認中
L9400326,宏名鑄造廠股份有限公司,2015年第3季,0.288,公噸,0,公噸,0.084,公噸,0.198,公噸,核算確認中
L9400031,建新企業股份有限公司潭子廠,2015年第3季,0.018,公噸,0,公噸,0.529,公噸,0.369,公噸,核算確認中
L9307535,順中有限公司,2015年第3季,0.902,公噸,0,公噸,0.046,公噸,0.032,公噸,完成申報
L9303957,富田電機股份有限公司神岡廠,2015年第3季,2.663,公噸,0,公噸,0,公噸,0,公噸,完成申報
L9302843,百助紙業股份有限公司,2015年第3季,0,公噸,0,公噸,0.19,公噸,0.132,公噸,完成申報
L9302745,富祥橡膠有限公司,2015年第3季,0.001,公噸,0,公噸,0.025,公噸,0.017,公噸,核算確認中
L9302263,市祥鋁業有限公司,2015年第3季,0,公噸,0,公噸,0.028,公噸,0.019,公噸,核算確認中
L9301551,永順企業廠股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.035,公噸,核算確認中
L9301113,韋勝鋼管家具有限公司,2015年第3季,0,公噸,0,公噸,0.001,公噸,0.009,公噸,核算確認中
L92A0139,泰安印鐵廠,2015年第3季,0.241,公噸,0,公噸,0,公噸,0.003,公噸,完成申報
L9200120,中北化學工業股份有限公司,2015年第3季,0.024,公噸,0,公噸,0.445,公噸,0.355,公噸,核算確認中
L91A1964,明源橡膠工業股份有限公司台中分公司,2015年第3季,0.102,公噸,0,公噸,0,公噸,0,公噸,核算確認中
L9104712,詮立國際股份有限公司,2015年第3季,0.004,公噸,0,公噸,0,公噸,0,公噸,核算確認中
L9101122,千力電子股份有限公司,2015年第3季,0.066,公噸,0,公噸,0,公噸,0,公噸,核算確認中
L9100796,華元食品股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.156,公噸,完成申報
L9100705,聯孟實業股份有限公司,2015年第3季,0,公噸,0,公噸,0.455,公噸,0.315,公噸,核算確認中
L9100456,華元食品股份有限公司第二廠,2015年第3季,0,公噸,0,公噸,0,公噸,0.641,公噸,完成申報
L9100303,永揮塑膠廠股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
L9001154,孟宏企業股份有限公司,2015年第3季,0.021,公噸,0,公噸,0.11,公噸,0.079,公噸,核算確認中
L8901226,松豐實業股份有限公司,2015年第3季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,完成申報
L8901048,協璟鑄造工業股份有限公司,2015年第3季,0.011,公噸,0,公噸,0.015,公噸,0.001,公噸,核算確認中
L8900381,新益機械工廠股份有限公司,2015年第3季,0.462,公噸,0,公噸,0,公噸,0,公噸,核算確認中
L88A0779,生燦科技有限公司幼獅廠,2015年第3季,0.006,公噸,0,公噸,0,公噸,0,公噸,完成申報
L88A0600,震旦行股份有限公司家,2015年第3季,0.9,公噸,0,公噸,0,公噸,0.393,公噸,核算確認中
L8804786,卜威工業股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.014,公噸,核算確認中
L8803243,興鼎工業股份有限公司,2015年第3季,0.808,公噸,0,公噸,0.002,公噸,0.03,公噸,完成申報
L8801123,成名實業股份有限公司,2015年第3季,0,公噸,0,公噸,0.056,公噸,0.038,公噸,完成申報
