SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
麥寮,雲林縣,38,,良好,4,0.21,8.1,45,7,9.3,3.4,189,1,10.68,1.41,2016-05-10 02:00
關山,臺東縣,15,,良好,1,,8.1,14,6,1.1,0.8,259,1,1.39,.31,2016-05-10 02:00
馬公,澎湖縣,19,,良好,1.4,0.14,23,10,7,2.4,1.6,177,1,3.87,1.51,2016-05-10 02:00
金門,金門縣,34,,良好,4.1,0.11,10,31,12,13,4.4,207,1,14.88,1.52,2016-05-10 02:00
馬祖,連江縣,28,,良好,2.2,0.11,16,27,11,5.8,5.3,210,2,6.21,.38,2016-05-10 02:00
埔里,南投縣,34,,良好,1.8,0.25,5.4,36,14,10,0.6,92,2,11.21,.93,2016-05-10 02:00
復興,高雄市,28,,良好,11,0.14,12,30,3,12,0.9,220,1,13.69,1.63,2016-05-10 02:00
永和,新北市,30,,良好,1.3,0.37,17,33,15,9.7,1.2,142,2,12.63,2.96,2016-05-10 02:00
竹山,南投縣,32,,良好,2.1,0.19,1.8,32,9,11,1,227,1,15.3,4.33,2016-05-10 02:00
中壢,桃園市,57,懸浮微粒,普通,3.5,0.38,15,65,14,13,1.2,192,3,17.49,4.04,2016-05-10 02:00
三重,新北市,47,,良好,3,1.02,,41,17,29,,,2,62.3,32.98,2016-05-10 02:00
冬山,宜蘭縣,30,,良好,0.9,0.23,9.4,29,6,4.6,1.1,248,1,5.11,.52,2016-05-10 02:00
宜蘭,宜蘭縣,37,,良好,3.7,0.27,18,40,14,5.4,1.1,182,2,5.69,.29,2016-05-10 02:00
陽明,臺北市,24,,良好,0.6,0.2,29,20,13,2.4,,,2,2.97,.56,2016-05-10 02:00
花蓮,花蓮縣,21,,良好,1.5,0.33,13,21,9,13,1.8,215,,14.95,1.87,2016-05-10 02:00
臺東,臺東縣,17,,良好,1.3,0.15,11,11,9,3.4,0.9,297,1,4.76,1.4,2016-05-10 02:00
恆春,屏東縣,21,,良好,1.4,0.09,15,16,3,2,1.4,203,1,3.03,1.06,2016-05-10 02:00
潮州,屏東縣,29,,良好,1.1,0.13,14,19,8,3.8,1.3,132,1,4.57,.79,2016-05-10 02:00
屏東,屏東縣,32,,良好,2.1,0.3,14,32,5,8.4,1.2,158,1,9.42,1.01,2016-05-10 02:00
小港,高雄市,38,,良好,5,0.16,21,28,5,4,2.7,169,1,4.67,.68,2016-05-10 02:00
前鎮,高雄市,23,,良好,10,0.11,10,21,8,14,2.2,162,1,14.85,1.11,2016-05-10 02:00
前金,高雄市,35,,良好,8.2,0.14,12,39,4,14,1.5,179,2,15.54,1.27,2016-05-10 02:00
左營,高雄市,26,,良好,12,0.18,10,18,4,16,2.3,172,1,16.76,.85,2016-05-10 02:00
