"lineid","car","time","location"
"235067","255-BX","2016/08/20 18:33:48","新北市中和區新生街114巷1號附近"
"221025","623-UM","2016/08/20 18:38:02","新北市汐止區仁愛路113巷12號附近"
"221031","277-VK","2016/08/20 18:38:16","新北市汐止區大同路一段160-7號附近"
"221038","297-VK","2016/08/20 18:38:03","新北市汐止區國道一號10.6K附近"
"221023","279-VK","2016/08/20 18:38:20","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/20 18:38:13","新北市汐止區復興路59號附近"
"221012","278-VK","2016/08/20 18:38:10","新北市汐止區大同路三段275號附近"
"237005","AKY-6261","2016/08/20 18:38:11","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/20 18:38:08","新北市汐止區樟樹一路129巷2號附近"
"221036","130-UY","2016/08/20 18:38:06","新北市汐止區南昌街33號附近"
"221015","131-UY","2016/08/20 18:38:11","新北市汐止區鄉友街24號附近"
"221035","622-UM","2016/08/20 18:38:16","新北市汐止區新台五路一段79-10號附近"
"238015","755-BX","2016/08/20 18:38:13","新北市樹林區大安路530號附近"
"238021","311-TH","2016/08/20 18:35:35","新北市樹林區西圳街二段30號附近"
"238014","282-BY","2016/08/20 18:38:18","新北市樹林區大安路111巷25號附近"
"238025","303-VK","2016/08/20 18:38:20","新北市樹林區中山路三段22號附近"
"238018","571-TV","2016/08/20 18:38:20","新北市樹林區樹新路34巷2號附近"
"238020","268-VK","2016/08/20 18:38:17","新北市樹林區中正路642巷19號附近"
"238026","172-UY","2016/08/20 18:38:05","新北市樹林區八德街1266號附近"
"238017","283-BY","2016/08/20 18:38:05","新北市樹林區光興街50號附近"
"238023","601-UM","2016/08/20 18:38:09","新北市樹林區三福街114號附近"
"238016","169-UY","2016/08/20 18:38:12","新北市樹林區文化街28號附近"
"221018","753-BX","2016/08/20 18:26:24","新北市汐止區茄苳路213號附近"
"221032","280-BY","2016/08/20 18:38:16","新北市汐止區福山街58巷13號附近"
"221010","269-BY","2016/08/20 18:38:19","新北市汐止區夢湖路2巷5號附近"
"221027","281-BY","2016/08/20 18:38:11","新北市汐止區大同路二段595號附近"
