"lineid","car","time","location"
"221025","623-UM","2016/08/20 20:47:13","新北市汐止區南興路27號附近"
"221008","129-UY","2016/08/20 20:47:12","新北市汐止區康寧街747號附近"
"221031","277-VK","2016/08/20 20:47:08","新北市汐止區中興路27巷21號附近"
"221038","297-VK","2016/08/20 20:47:10","新北市汐止區水源路一段71號附近"
"221021","299-VK","2016/08/20 20:47:09","新北市汐止區莊敬街130-2號附近"
"221029","298-VK","2016/08/20 20:47:09","新北市汐止區工建路31號附近"
"221036","130-UY","2016/08/20 20:47:06","新北市汐止區新昌路90號附近"
"221015","131-UY","2016/08/20 20:47:06","新北市汐止區大同路二段639號附近"
"221035","622-UM","2016/08/20 20:47:19","新北市汐止區長江街101-5號附近"
"221018","753-BX","2016/08/20 20:47:10","新北市汐止區中華街21號附近"
