"lineid","car","time","location"
"235067","255-BX","2016/08/20 19:59:25","新北市中和區新生街202號附近"
"221025","623-UM","2016/08/20 19:59:18","新北市汐止區秀峰路85號附近"
"221008","129-UY","2016/08/20 19:59:24","台北市內湖區康樂街120號附近"
"221031","277-VK","2016/08/20 19:59:20","新北市汐止區福德二路54巷2弄2號附近"
"221038","297-VK","2016/08/20 19:59:25","新北市汐止區忠孝東路437號附近"
"221023","279-VK","2016/08/20 19:59:15","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/20 19:59:20","新北市汐止區水源路一段147號附近"
"221012","278-VK","2016/08/20 19:59:20","新北市汐止區大同路三段341號附近"
"237005","AKY-6261","2016/08/20 19:59:21","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/20 19:59:11","新北市汐止區樟樹一路137巷26號附近"
"221036","130-UY","2016/08/20 19:59:28","新北市汐止區新台五路二段85巷8號附近"
"221015","131-UY","2016/08/20 19:59:23","新北市汐止區忠孝東路488號附近"
"221035","622-UM","2016/08/20 19:59:27","新北市汐止區長江街39巷22號附近"
"238014","282-BY","2016/08/20 19:59:23","新北市樹林區千歲街70巷2弄12號附近"
"238025","303-VK","2016/08/20 19:59:25","新北市樹林區中山路三段172號附近"
"238017","283-BY","2016/08/20 19:59:17","新北市樹林區大安路211號附近"
"238023","601-UM","2016/08/20 19:59:20","新北市樹林區中正路755號附近"
"221018","753-BX","2016/08/20 19:59:29","新北市汐止區茄苳路12號附近"
"221032","280-BY","2016/08/20 19:59:29","新北市汐止區橫科路18巷6號附近"
"221010","269-BY","2016/08/20 19:59:22","新北市汐止區連峰街183號附近"
