00:00,343.8,796.5,70.9,286.6,865.3,236.0,118.1,12.3,64.7,2.2,0.0,47.1,0.0
00:10,344.2,796.5,72.1,286.9,880.0,195.4,118.2,12.7,67.4,4.9,0.0,46.2,0.0
00:20,343.8,799.7,74.7,287.0,884.9,175.8,118.0,12.6,66.2,2.1,0.0,45.2,0.0
00:30,344.4,799.0,75.2,287.8,862.0,152.4,118.1,13.0,63.9,2.3,0.0,48.7,0.0
00:40,344.2,798.4,85.0,287.1,891.5,107.2,118.2,11.8,65.4,2.4,0.0,33.3,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
