"lineid","car","time","location","longitude","latitude"
"234027","9371-KE","2016/11/05 17:29:17","新北市永和區福和路1號","121.52567","25.0094466666667"
"249005","172-UM","2016/11/05 17:29:27","新北市八里區荖阡坑路46號","121.411178333333","25.1244383333333"
"249001","173-UM","2016/11/05 17:29:25","新北市八里區大崁腳47-3號","121.424505","25.1590183333333"
"249004","303-UY","2016/11/05 17:29:18","新北市八里區民有街28號","121.415801666667","25.1566966666667"
"249002","305-UY","2016/11/05 17:29:24","新北市八里區龍米路二段56號","121.448075","25.140765"
"249003","593-UM","2016/11/05 17:29:30","新北市八里區中山路二段341號","121.39956","25.147345"
"244013","069-UM","2016/11/05 17:29:31","新北市林口區粉寮69號","121.405081666667","25.0907966666667"
"244017","402-UM","2016/11/05 17:27:48","新北市林口區粉寮69號","121.404805","25.0908433333333"
"244019","403-UM","2016/11/05 17:29:25","新北市林口區公園路223巷1號","121.37387","25.0747966666667"
"244009","410-SL","2016/11/05 17:29:16","新北市林口區文化北路二段550巷20弄37號","121.37815","25.0915866666667"
"244023","483-VK","2016/11/05 17:29:27","新北市林口區東明一街36號","121.392643333333","25.07262"
"244011","701-TV","2016/11/05 17:29:25","新北市林口區粉寮路二段160巷28號","121.40517","25.0907966666667"
"244025","837-TS","2016/11/05 17:29:32","新北市林口區民族路181號","121.367305","25.0766966666667"
"231006","002-UM","2016/11/05 15:33:28","新北市新店區安華路28-1號","121.51964","24.9609233333333"
"241011","013-R5","2016/11/05 17:29:34","新北市三重區河邊北街110巷15號","121.503476666667","25.0707783333333"
"241015","062-VK","2016/11/05 17:29:30","新北市三重區長元街65巷16弄15號","121.503553333333","25.0662166666667"
"241017","063-VK","2016/11/05 17:29:32","新北市三重區重新路三段47巷3弄50號","121.493846666667","25.0622783333333"
"241024","065-VK","2016/11/05 17:29:24","新北市三重區力行路二段4號","121.48163","25.0719866666667"
"241026","066-VK","2016/11/05 17:29:28","新北市三重區光興街1號","121.500301666667","25.06052"
"241003","091-VK","2016/11/05 17:29:31","新北市三重區五華街141巷58號","121.493565","25.0867633333333"
"241005","262-UM","2016/11/05 17:29:28","新北市三重區永安北路二段5巷36號","121.482895","25.0813283333333"
"241016","266-UM","2016/11/05 17:29:34","新北市三重區大同北路71號","121.495223333333","25.063805"
"241018","268-UM","2016/11/05 17:29:19","新北市三重區新北大道一段2號","121.490835","25.0613983333333"
