"lineid","car","time","location"
"220090","288-VK","2016/08/15 20:29:35","新北市中和區八里新店快速公路附近"
"236020","401-BY","2016/08/15 20:29:41","新北市土城區金城路三段203號附近"
"220083","286-VK","2016/08/15 20:29:32","新北市板橋區僑中二街92巷15號附近"
"221025","623-UM","2016/08/15 20:28:48","新北市汐止區水源路二段88巷1弄4號附近"
"221008","129-UY","2016/08/15 20:29:32","新北市汐止區康寧街453號附近"
"221038","297-VK","2016/08/15 20:29:45","新北市汐止區忠孝東路462巷20號附近"
"221031","353-TW","2016/08/15 20:29:48","新北市汐止區中興路110巷4弄1號附近"
"221023","279-VK","2016/08/15 20:29:33","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/15 20:29:46","新北市汐止區汐碇路14巷2弄12號附近"
"221012","278-VK","2016/08/15 20:29:43","新北市汐止區保新街25號附近"
"237005","AKY-6261","2016/08/15 20:29:45","新北市三峽區三樹路132號附近"
"221036","130-UY","2016/08/15 20:29:47","新北市汐止區仁愛路151巷32號附近"
"221015","131-UY","2016/08/15 20:29:39","新北市汐止區建成路160巷18號附近"
"221035","622-UM","2016/08/15 20:29:30","新北市汐止區長江街101-5號附近"
"236036","271-VK","2016/08/15 20:01:28","新北市土城區國際路139巷24號附近"
"236014","270-VK","2016/08/15 20:29:48","新北市土城區廣明街65號附近"
"220074","895-R6","2016/08/15 20:29:48","新北市板橋區南雅南路一段3巷25-3號附近"
"221018","753-BX","2016/08/15 19:56:53","新北市汐止區茄苳路290號附近"
"220103","561-BX","2016/08/15 20:29:46","新北市板橋區漢生東路23巷56弄12號附近"
"221032","280-BY","2016/08/15 20:29:36","新北市汐止區弘道街53巷12號附近"
"221010","269-BY","2016/08/15 20:29:39","新北市汐止區八連路二段280-1號附近"
"220070","AAC-253","2016/08/15 20:29:41","新北市板橋區四川路二段261號附近"
"221027","281-BY","2016/08/15 20:29:30","新北市汐止區中正路271號附近"
"220062","305-R5","2016/08/15 20:29:48","新北市新店區柴埕路59號附近"
