"lineid","car","time","location"
"236053","AAC-216","2016/08/15 18:29:38","新北市土城區中華路二段67號附近"
"236020","401-BY","2016/08/15 18:29:42","新北市土城區明德路一段93巷6號附近"
"236062","915-UM","2016/08/15 18:29:41","新北市土城區延壽路41號附近"
"236069","105-UM","2016/08/15 18:25:25","新北市土城區永豐路342-1號附近"
"235067","255-BX","2016/08/15 18:29:42","新北市中和區新生街288號附近"
"221025","623-UM","2016/08/15 18:29:33","新北市汐止區勤進路12巷42號附近"
"221038","297-VK","2016/08/15 18:29:34","新北市汐止區忠孝東路271號附近"
"221031","353-TW","2016/08/15 18:29:45","新北市汐止區大同路一段203號附近"
"221023","279-VK","2016/08/15 18:29:42","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/15 18:29:32","新北市汐止區南興路6巷1號附近"
"221012","278-VK","2016/08/15 18:29:34","新北市汐止區保長路35巷11號附近"
"237005","AKY-6261","2016/08/15 18:29:31","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/15 18:29:30","新北市汐止區樟樹一路219號附近"
"221036","130-UY","2016/08/15 18:29:34","新北市汐止區長安路149號附近"
"221015","131-UY","2016/08/15 18:29:32","新北市汐止區長江街359號附近"
"221035","622-UM","2016/08/15 18:29:40","新北市汐止區大同路二段113號附近"
"236048","913-UM","2016/08/15 18:29:47","新北市土城區明德路一段311號附近"
"238015","755-BX","2016/08/15 18:29:42","新北市樹林區啟智街155號附近"
"238021","311-TH","2016/08/15 18:29:45","新北市樹林區柑園街二段175號附近"
"236030","253-BX","2016/08/15 18:29:41","新北市土城區水源街81巷16號附近"
"236036","271-VK","2016/08/15 18:21:52","新北市土城區青雲路483巷10弄28號附近"
"238025","303-VK","2016/08/15 18:29:22","新北市樹林區大安路568號附近"
"236014","270-VK","2016/08/15 18:29:33","新北市土城區青雲路39巷7號附近"
"220055","827-TW","2016/08/15 18:29:50","新北市板橋區八里新店快速公路附近"
"238018","571-TV","2016/08/15 18:29:43","新北市樹林區保安街一段20巷6號附近"
"236042","107-UM","2016/08/15 18:29:47","新北市土城區裕生路2號附近"
"238020","268-VK","2016/08/15 18:29:41","新北市樹林區三俊街9號附近"
"236026","269-VK","2016/08/15 18:29:48","新北市土城區南天母路18-4號附近"
"238026","172-UY","2016/08/15 18:29:38","新北市樹林區八德街626號附近"
"238019","599-UM","2016/08/15 18:29:32","新北市樹林區中華路190-16號附近"
"238017","283-BY","2016/08/15 18:29:46","新北市樹林區保安街二段337巷1號附近"
"236078","166-UM","2016/08/15 18:29:42","新北市土城區中央路四段27巷9號附近"
"238023","601-UM","2016/08/15 18:29:40","新北市樹林區忠信街15號附近"
"238016","169-UY","2016/08/15 18:29:32","新北市樹林區文化街28號附近"
"236058","912-UM","2016/08/15 18:29:34","新北市土城區中央路四段281-3號附近"
"221018","753-BX","2016/08/15 18:28:09","新北市汐止區茄苳路213號附近"
"221032","280-BY","2016/08/15 18:29:46","新北市汐止區民權街二段109巷4弄5號附近"
"221010","269-BY","2016/08/15 18:29:32","新北市汐止區祥雲街20號附近"
"221027","281-BY","2016/08/15 18:29:48","新北市汐止區和平街46巷8號附近"
