"lineid","car","time","location"
"238022","312-TH","2016/08/15 17:17:35","新北市樹林區國凱街140號附近"
"238015","755-BX","2016/08/15 17:17:41","新北市樹林區中山路三段109-1號附近"
"238008","311-TH","2016/08/15 16:49:36","新北市樹林區西圳街165巷20弄26號附近"
"238014","282-BY","2016/08/15 17:17:48","新北市樹林區大慶街99號附近"
"238025","303-VK","2016/08/15 17:17:34","新北市樹林區中正路23號附近"
"238018","571-TV","2016/08/15 17:17:31","新北市樹林區水源街213號附近"
"238024","5061-A6","2016/08/15 17:17:42","新北市樹林區鎮前街156號附近"
"238020","268-VK","2016/08/15 17:17:34","新北市樹林區中正路22-1號附近"
"238026","172-UY","2016/08/15 17:17:43","新北市樹林區八德街228號附近"
"238019","599-UM","2016/08/15 17:17:44","新北市樹林區八德街440號附近"
"238017","283-BY","2016/08/15 17:17:48","新北市樹林區光武街7-3號附近"
"238023","601-UM","2016/08/15 17:17:42","新北市樹林區文化街120巷7號附近"
"238016","169-UY","2016/08/15 17:17:33","新北市樹林區中山路二段10號附近"
