"lineid","car","time","location"
"220090","288-VK","2016/08/15 20:47:42","新北市新店區薏仁坑路6號附近"
"220083","286-VK","2016/08/15 20:47:39","新北市板橋區僑中二街112巷1號附近"
"221025","623-UM","2016/08/15 20:47:46","新北市汐止區大同路二段132號附近"
"221038","297-VK","2016/08/15 20:47:31","新北市汐止區水源路一段56號附近"
"221031","353-TW","2016/08/15 20:47:32","新北市汐止區中興路27巷21號附近"
"221023","279-VK","2016/08/15 20:47:35","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/15 20:47:47","新北市汐止區莊敬街130-2號附近"
"237005","AKY-6261","2016/08/15 20:47:46","新北市三峽區中山路459巷135號附近"
"221036","130-UY","2016/08/15 20:47:49","新北市汐止區新昌路90號附近"
"221015","131-UY","2016/08/15 20:47:45","新北市汐止區建成路18-1號附近"
"221035","622-UM","2016/08/15 20:47:47","新北市汐止區長江街101-5號附近"
"221018","753-BX","2016/08/15 20:47:32","新北市汐止區茄苳路119號附近"
"221010","269-BY","2016/08/15 20:47:31","新北市汐止區八連路一段179號附近"
"221027","281-BY","2016/08/15 20:47:36","新北市汐止區大同路二段460號附近"
"220062","305-R5","2016/08/15 20:46:15","新北市新店區車子路115-11號附近"
