"lineid","car","time","location"
"220039","288-VK","2016/08/15 14:47:36","新北市板橋區長江路一段48巷1弄1號附近"
"236052","AAC-216","2016/08/15 14:47:35","新北市土城區裕民路149號附近"
"236016","401-BY","2016/08/15 14:47:42","新北市土城區延吉街253巷31號附近"
"220031","286-VK","2016/08/15 14:47:49","新北市板橋區大觀路二段174巷139號附近"
"236060","915-UM","2016/08/15 14:47:37","新北市土城區延和路125巷73號附近"
"220029","287-VK","2016/08/15 14:47:33","新北市板橋區大觀路一段35巷7弄11號附近"
"220050","245-BX","2016/08/15 14:47:45","新北市板橋區莊敬路249號附近"
"220038","487-VK","2016/08/15 14:47:38","新北市板橋區龍泉街126號附近"
"236064","105-UM","2016/08/15 14:45:06","新北市土城區永豐路230號附近"
"220001","285-VK","2016/08/15 14:47:36","新北市板橋區民享街67號附近"
"235031","255-BX","2016/08/15 14:47:41","新北市中和區員山路148巷33號附近"
"220032","209-TC","2016/08/15 14:47:45","新北市板橋區滿平二街2巷1弄24號附近"
"220045","831-TW","2016/08/15 14:47:46","新北市板橋區民生路二段240巷49號附近"
"220043","283-UM","2016/08/15 14:28:43","新北市板橋區吳鳳路17巷26弄14號附近"
"220105","075-UY","2016/08/15 14:47:33","新北市板橋區仁化街221號附近"
"220017","258-TC","2016/08/15 14:47:44","新北市板橋區稚暉街1號附近"
"220014","829-TW","2016/08/15 14:47:43","新北市板橋區長安街331巷17號附近"
"236044","913-UM","2016/08/15 14:47:42","新北市土城區青雲路96號附近"
"236028","253-BX","2016/08/15 14:47:46","新北市土城區忠義路26巷10號附近"
"236032","271-VK","2016/08/15 14:47:13","新北市土城區明德路一段291巷14號附近"
"236012","270-VK","2016/08/15 14:47:37","新北市土城區清水路235巷3弄3號附近"
"220016","013-TV","2016/08/15 14:47:35","新北市板橋區光復街133巷27號附近"
"220037","145-RM","2016/08/15 14:47:30","新北市板橋區文化路二段556號附近"
"220003","827-TW","2016/08/15 14:47:35","新北市板橋區忠孝路48巷11弄9-2號附近"
"220013","072-UY","2016/08/15 14:47:41","新北市板橋區國泰街109-1號附近"
"220030","806-UM","2016/08/15 14:47:15","新北市板橋區沙崙街51號附近"
"220028","200-UY","2016/08/15 14:47:35","新北市板橋區大觀路二段37巷164號附近"
"220034","073-UY","2016/08/15 14:47:47","新北市板橋區中正路91號附近"
"220009","293-UM","2016/08/15 14:47:35","新北市板橋區中山路一段283巷3弄1號附近"
"236040","107-UM","2016/08/15 14:47:49","新北市土城區裕民路92巷25弄1號附近"
"220051","830-TW","2016/08/15 14:47:33","新北市板橋區文化路二段410巷27號附近"
"220022","895-R6","2016/08/15 14:47:47","新北市板橋區東門街6號附近"
"220019","303-R5","2016/08/15 14:47:48","新北市板橋區信義路279巷23號附近"
"236024","269-VK","2016/08/15 14:47:45","新北市土城區興城路94號附近"
"236074","166-UM","2016/08/15 14:44:45","新北市土城區頂埔街32號附近"
"236056","912-UM","2016/08/15 14:47:33","新北市土城區中央路三段229號附近"
"220002","741-BX","2016/08/15 14:47:41","新北市板橋區忠孝路192號附近"
"220041","307-R5","2016/08/15 14:47:35","新北市板橋區四維路103巷33號附近"
"220036","146-RM","2016/08/15 14:47:48","新北市板橋區文化路一段247號附近"
"220027","145-BY","2016/08/15 14:44:57","新北市板橋區建國街54巷4號附近"
"220004","276-BY","2016/08/15 14:45:21","新北市板橋區四川路二段47巷6弄1-2號附近"
"220040","637-BX","2016/08/15 14:47:48","新北市板橋區懷德街127巷26-3號附近"
"220023","297-UM","2016/08/15 14:47:50","新北市板橋區大勇街13號附近"
"220047","317-R6","2016/08/15 14:47:16","新北市板橋區四維路269巷94弄18號附近"
"220011","609-BX","2016/08/15 14:47:45","新北市板橋區三民路一段1巷36號附近"
"220052","561-BX","2016/08/15 14:47:45","新北市板橋區陽明街27巷12號附近"
"220020","461-BY","2016/08/15 14:47:47","新北市板橋區金門街253巷17弄20號附近"
"220046","AAC-210","2016/08/15 14:47:36","新北市板橋區漢生西路102號附近"
"220018","AAC-253","2016/08/15 14:47:49","新北市板橋區民族路141號附近"
"220104","560-BX","2016/08/15 14:47:44","新北市板橋區金華街145號附近"
"220021","985-R7","2016/08/15 14:47:48","新北市板橋區南雅西路二段216號附近"
"220042","689-BX","2016/08/15 14:47:38","新北市板橋區長江路二段57號附近"
"220025","687-BX","2016/08/15 14:47:33","新北市板橋區僑中一街102巷1弄16號附近"
"220010","305-R5","2016/08/15 14:47:48","新北市板橋區光復街23號附近"
"220005","686-BX","2016/08/15 14:47:50","新北市板橋區國慶路158巷3-3號附近"
