"lineid","car","time","location"
"238022","312-TH","2016/08/15 17:29:46","新北市樹林區和平街33號附近"
"238015","755-BX","2016/08/15 17:29:47","新北市樹林區大安路257號附近"
"238021","311-TH","2016/08/15 17:29:42","新北市樹林區西圳街一段22號附近"
"238014","282-BY","2016/08/15 17:29:40","新北市樹林區長壽街70巷31弄14號附近"
"238025","303-VK","2016/08/15 17:29:49","新北市樹林區保安街一段276號附近"
"238018","571-TV","2016/08/15 17:28:47","新北市樹林區樹中街59號附近"
"238024","5061-A6","2016/08/15 17:29:36","新北市樹林區樹新路51巷7號附近"
"238020","268-VK","2016/08/15 17:29:49","新北市樹林區千歲街101號附近"
"238026","172-UY","2016/08/15 17:29:48","新北市樹林區味王街46巷19號附近"
"238019","599-UM","2016/08/15 17:29:33","新北市樹林區八德街94號附近"
"238017","283-BY","2016/08/15 17:29:41","新北市樹林區光武街32-2號附近"
"238023","601-UM","2016/08/15 17:29:30","新北市樹林區中正路433號附近"
"238016","169-UY","2016/08/15 17:29:43","新北市樹林區中山路一段163號附近"
