"lineid","car","time","location"
"238009","312-TH","2016/08/15 16:17:43","新北市樹林區八德街263-1號附近"
"238002","755-BX","2016/08/15 16:17:31","新北市樹林區文化街110號附近"
"238008","311-TH","2016/08/15 16:12:35","新北市樹林區佳園路二段86巷82號附近"
"238001","282-BY","2016/08/15 16:17:48","新北市樹林區千歲街28巷12號附近"
"238012","303-VK","2016/08/15 16:17:43","新北市樹林區中正路22-1號附近"
"238005","571-TV","2016/08/15 16:17:33","新北市樹林區博愛街155號附近"
"238011","5061-A6","2016/08/15 16:17:34","新北市樹林區育德街76巷2號附近"
"238007","268-VK","2016/08/15 16:17:43","新北市樹林區三龍街118巷11號附近"
"238013","172-UY","2016/08/15 16:17:46","新北市樹林區佳園路一段75巷72號附近"
"238006","599-UM","2016/08/15 16:17:44","新北市樹林區東陽街21號附近"
"238004","283-BY","2016/08/15 16:17:44","新北市樹林區中正路433-1號附近"
"238010","601-UM","2016/08/15 16:17:31","新北市樹林區龍興街46巷15號附近"
"238003","169-UY","2016/08/15 16:17:44","新北市樹林區中山路一段306巷18號附近"
"220041","307-R5","2016/08/15 16:17:41","新北市板橋區民生路二段89-6號附近"
