SiteName,SiteEngName,DamName,County,Township,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,SampleLayer,SampleDepth,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,葉綠素a,Chlorophyl-A,Chl-A,36.8,μg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,總磷,Total-Phosphate,TP,0.071,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,溶氧飽和度,Dissolved Oxygen Saturation,DOS,117.2,%
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,氨氮,NH3-N,NH3-N,0.01,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,化學需氧量,Chemical Oxygen Demand,COD,32.9,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,溶氧(電極法),Dissolved Oxygen,DO,8.2,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,懸浮固體,Suspended Solid,SS,8.9,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,氣溫,Temperature,TMP,33.4,℃
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,採樣深度,Sampling Depth,SDP,0.5,m
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,導電度,Conductivity,EC,336,μmho/cm25℃
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,濁度,Turbidity,TB,8.8,NTU
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2015-08-04,表水,0.50m,酸鹼值,pH,pH,9.6,
