"lineid","car","time","location"
"220039","288-VK","2016/08/13 14:17:06","新北市板橋區長江路一段156巷9弄2號附近"
"236054","AAC-216","2016/08/13 14:17:16","新北市土城區中華路二段92號附近"
"236017","401-BY","2016/08/13 14:17:07","新北市土城區明德路一段232號附近"
"220031","286-VK","2016/08/13 14:17:04","新北市板橋區大觀路二段174巷170號附近"
"236061","915-UM","2016/08/13 14:16:47","新北市土城區金城路三段245號附近"
"220029","287-VK","2016/08/13 14:17:07","新北市板橋區南雅西路一段63巷12號附近"
"220050","245-BX","2016/08/13 14:17:15","新北市板橋區縣民大道三段79巷9弄11號附近"
"220038","487-VK","2016/08/13 14:17:20","新北市板橋區文化路二段169號附近"
"236068","105-UM","2016/08/13 14:17:05","新北市土城區明德路一段128巷9號附近"
"220001","285-VK","2016/08/13 14:17:11","新北市板橋區富山街5號附近"
"235031","255-BX","2016/08/13 14:17:21","新北市中和區連城路340巷14弄1號附近"
"220032","209-TC","2016/08/13 14:17:08","新北市板橋區溪崑二街63號附近"
"220045","831-TW","2016/08/13 14:17:18","新北市板橋區大同街38號附近"
"220043","283-UM","2016/08/13 14:17:08","新北市板橋區光武街150號附近"
"220105","075-UY","2016/08/13 14:16:47","新北市板橋區長江路二段280-13號附近"
"220017","258-TC","2016/08/13 14:17:08","新北市板橋區四川路一段133號附近"
"220014","829-TW","2016/08/13 14:17:07","新北市板橋區長安街138巷7弄52號附近"
"236045","913-UM","2016/08/13 14:17:23","新北市土城區明德路一段365-1號附近"
"236031","253-BX","2016/08/13 14:17:07","新北市土城區中央路二段180巷9號附近"
"236035","271-VK","2016/08/13 14:17:11","新北市土城區青雲路449-1號附近"
"236013","270-VK","2016/08/13 14:17:21","新北市土城區青雲路39巷7號附近"
"220016","013-TV","2016/08/13 14:15:24","新北市板橋區萬安街117號附近"
"220037","145-RM","2016/08/13 14:17:04","新北市板橋區雙十路二段79號附近"
"220003","827-TW","2016/08/13 14:17:20","新北市板橋區實踐路65巷6-7號附近"
"220013","072-UY","2016/08/13 14:17:18","新北市板橋區民族路129巷12弄4號附近"
"220030","806-UM","2016/08/13 14:17:08","新北市板橋區溪北路49號附近"
"220028","200-UY","2016/08/13 14:12:25","新北市板橋區大觀路二段7巷87號附近"
"220034","073-UY","2016/08/13 14:13:09","新北市板橋區中正路236巷31號附近"
"220009","293-UM","2016/08/13 14:17:13","新北市板橋區中山路二段385號附近"
"236041","107-UM","2016/08/13 14:17:15","新北市土城區裕生路65-1號附近"
"220051","830-TW","2016/08/13 14:16:44","新北市板橋區文聖街180號附近"
"220022","895-R6","2016/08/13 14:17:05","新北市板橋區後菜園街47號附近"
"220019","303-R5","2016/08/13 14:17:14","新北市板橋區重慶路353巷3號附近"
"236025","269-VK","2016/08/13 14:17:23","新北市土城區國道三號41.7K附近"
"236075","166-UM","2016/08/13 14:17:12","新北市土城區永安街84號附近"
"236057","912-UM","2016/08/13 14:16:33","新北市土城區中央路四段159-1號附近"
"220002","741-BX","2016/08/13 14:17:13","新北市板橋區後埔街37號附近"
"220041","307-R5","2016/08/13 14:07:27","新北市板橋區文化路二段121號附近"
"220036","146-RM","2016/08/13 14:14:06","新北市板橋區莊敬路135號附近"
"220027","145-BY","2016/08/13 14:17:08","新北市板橋區民權路202巷17弄12號附近"
"220004","276-BY","2016/08/13 14:17:10","新北市板橋區信義路104號附近"
"220040","637-BX","2016/08/13 14:17:20","新北市板橋區文聖街70號附近"
"220023","297-UM","2016/08/13 14:17:17","新北市板橋區南雅南路一段1巷21號附近"
"220047","317-R6","2016/08/13 14:17:23","新北市板橋區民有街90號附近"
"220011","609-BX","2016/08/13 14:17:20","新北市板橋區三民路二段203-2號附近"
"220052","561-BX","2016/08/13 14:17:18","新北市板橋區文化路一段188巷7弄13號附近"
"220020","461-BY","2016/08/13 14:17:20","新北市板橋區金門街344巷2號附近"
"220046","AAC-210","2016/08/13 14:17:13","新北市板橋區幸福路58號附近"
"220018","AAC-253","2016/08/13 14:17:23","新北市板橋區四川路一段244號附近"
"220104","560-BX","2016/08/13 14:17:03","新北市板橋區中正路360巷6-3號附近"
"220021","985-R7","2016/08/13 14:17:12","新北市板橋區新生街98巷2號附近"
"220042","689-BX","2016/08/13 14:17:08","新北市板橋區漢生西路117號附近"
"220025","687-BX","2016/08/13 14:17:22","新北市板橋區大觀路一段28巷71號附近"
"220010","305-R5","2016/08/13 14:17:15","新北市板橋區三民路二段153巷36弄2號附近"
"220005","686-BX","2016/08/13 14:17:11","新北市板橋區國慶路208號附近"
