"lineid","car","time","location"
"235031","255-BX","2016/08/13 13:29:07","新北市中和區連城路304號附近"
"220017","258-TC","2016/08/13 13:29:19","新北市板橋區八里新店快速公路附近"
"220016","013-TV","2016/08/13 13:29:23","新北市板橋區八里新店快速公路附近"
"220003","827-TW","2016/08/13 13:29:07","新北市板橋區八里新店快速公路附近"
"220022","895-R6","2016/08/13 13:29:24","新北市板橋區南雅南路二段116號附近"
"220002","741-BX","2016/08/13 13:29:17","新北市板橋區中山路二段89巷7弄15號附近"
"220011","609-BX","2016/08/13 13:29:19","新北市板橋區八里新店快速公路附近"
"220020","461-BY","2016/08/13 13:29:21","新北市板橋區華東街1-9號附近"
"220018","AAC-253","2016/08/13 13:29:21","新北市板橋區八里新店快速公路附近"
"220021","985-R7","2016/08/13 13:29:18","新北市板橋區華東街1-10號附近"
