"lineid","car","time","location"
"220039","288-VK","2016/08/13 14:47:23","新北市板橋區新海路431巷22號附近"
"236054","AAC-216","2016/08/13 14:47:21","新北市土城區裕民路155號附近"
"236017","401-BY","2016/08/13 14:45:44","新北市土城區延吉街253巷15號附近"
"220031","286-VK","2016/08/13 14:47:22","新北市板橋區大觀路二段22巷38-2號附近"
"236061","915-UM","2016/08/13 14:47:21","新北市土城區金城路三段207巷6弄23號附近"
"220029","287-VK","2016/08/13 14:47:11","新北市板橋區大觀路一段28巷101號附近"
"220050","245-BX","2016/08/13 14:47:11","新北市板橋區莒光路200巷21號附近"
"220038","487-VK","2016/08/13 14:47:04","新北市板橋區龍泉街56-1號附近"
"236068","105-UM","2016/08/13 14:47:05","新北市土城區永豐路185號附近"
"220001","285-VK","2016/08/13 14:47:12","新北市板橋區民享街2號附近"
"235031","255-BX","2016/08/13 14:47:05","新北市中和區連城路340巷8弄2號附近"
"220032","209-TC","2016/08/13 14:47:10","新北市板橋區滿平二街4號附近"
"220045","831-TW","2016/08/13 14:45:04","新北市板橋區莊敬路137號附近"
"220043","283-UM","2016/08/13 14:47:21","新北市板橋區長江路一段124號附近"
"220105","075-UY","2016/08/13 14:47:10","新北市板橋區民治街57巷24弄7號附近"
"220017","258-TC","2016/08/13 14:44:13","新北市板橋區貴興路80號附近"
"220014","829-TW","2016/08/13 14:47:20","新北市板橋區漢生東路195號附近"
"236045","913-UM","2016/08/13 14:47:21","新北市土城區廣福街68巷26-3號附近"
"236031","253-BX","2016/08/13 14:47:14","新北市土城區中央路三段61巷7號附近"
"236035","271-VK","2016/08/13 14:46:53","新北市土城區明德路一段247巷24號附近"
"236013","270-VK","2016/08/13 14:47:04","新北市土城區清水路252號附近"
"220016","013-TV","2016/08/13 14:47:11","新北市板橋區光復街133巷3號附近"
"220037","145-RM","2016/08/13 14:47:08","新北市板橋區仁化街103號附近"
"220003","827-TW","2016/08/13 14:47:23","新北市板橋區國慶路167巷13號附近"
"220013","072-UY","2016/08/13 14:47:05","新北市板橋區國泰街109號附近"
"220030","806-UM","2016/08/13 14:47:24","新北市板橋區存德街27號附近"
"220028","200-UY","2016/08/13 14:47:07","新北市板橋區大觀路二段37巷284號附近"
"220034","073-UY","2016/08/13 14:47:21","新北市板橋區國光路173巷3弄2號附近"
"220009","293-UM","2016/08/13 14:47:12","新北市板橋區縣民大道二段196號附近"
"236041","107-UM","2016/08/13 14:47:01","新北市土城區裕民路87號附近"
"220051","830-TW","2016/08/13 14:47:07","新北市板橋區仁化街21號附近"
"220022","895-R6","2016/08/13 14:47:13","新北市板橋區明德街6號附近"
"220019","303-R5","2016/08/13 14:47:12","新北市板橋區信義路279巷23號附近"
"236025","269-VK","2016/08/13 14:47:22","新北市土城區光明街45號附近"
"236075","166-UM","2016/08/13 14:46:07","新北市土城區中央路四段190號附近"
"236057","912-UM","2016/08/13 14:47:20","新北市土城區中央路三段129號附近"
"220002","741-BX","2016/08/13 14:47:19","新北市板橋區忠孝路忠義巷15弄109號附近"
"220041","307-R5","2016/08/13 14:47:22","新北市板橋區互助街56號附近"
"220027","145-BY","2016/08/13 14:40:15","新北市板橋區建國街6號附近"
"220040","637-BX","2016/08/13 14:47:15","新北市板橋區懷德街174巷1-16號附近"
"220023","297-UM","2016/08/13 14:47:10","新北市板橋區大勇街1巷2-2號附近"
"220047","317-R6","2016/08/13 14:47:14","新北市板橋區裕民街151號附近"
"220011","609-BX","2016/08/13 14:47:21","新北市板橋區中山路二段505巷24號附近"
"220052","561-BX","2016/08/13 14:47:16","新北市板橋區陽明街29巷29號附近"
"220020","461-BY","2016/08/13 14:47:07","新北市板橋區金門街215巷36號附近"
"220046","AAC-210","2016/08/13 14:47:22","新北市板橋區漢生西路58巷1弄2號附近"
"220018","AAC-253","2016/08/13 14:47:09","新北市板橋區民族路268號附近"
"220104","560-BX","2016/08/13 14:47:09","新北市板橋區新生街35號附近"
"220021","985-R7","2016/08/13 14:47:16","新北市板橋區大觀路一段13號附近"
"220042","689-BX","2016/08/13 14:47:07","新北市板橋區長江路二段57號附近"
"220025","687-BX","2016/08/13 14:47:12","新北市板橋區僑中一街124巷19弄2號附近"
"220010","305-R5","2016/08/13 14:47:22","新北市板橋區中山路二段416巷38弄27-1號附近"
"220005","686-BX","2016/08/13 14:47:12","新北市板橋區和平路安樂巷34號附近"
