"lineid","car","time","location"
"220039","288-VK","2016/08/13 14:29:17","新北市板橋區裕民街94巷1弄1號附近"
"236054","AAC-216","2016/08/13 14:29:10","新北市土城區中華路二段1號附近"
"236017","401-BY","2016/08/13 14:29:17","新北市土城區明德路一段109號附近"
"220031","286-VK","2016/08/13 14:29:15","新北市板橋區龍興街73巷51號附近"
"236061","915-UM","2016/08/13 14:29:15","新北市土城區延壽路1-9號附近"
"220029","287-VK","2016/08/13 14:29:20","新北市板橋區大觀路一段75巷39號附近"
"220050","245-BX","2016/08/13 14:29:22","新北市板橋區莊敬路241號附近"
"220038","487-VK","2016/08/13 14:29:14","新北市板橋區雨農路60號附近"
"236068","105-UM","2016/08/13 14:29:15","新北市土城區永豐路338號附近"
"220001","285-VK","2016/08/13 14:29:23","新北市板橋區永豐街124號附近"
"235031","255-BX","2016/08/13 14:29:15","新北市中和區新生街168號附近"
"220032","209-TC","2016/08/13 14:29:20","新北市板橋區篤行路三段玉平巷76弄2號附近"
"220045","831-TW","2016/08/13 14:29:11","新北市板橋區民生路二段226巷28號附近"
"220043","283-UM","2016/08/13 14:23:21","新北市板橋區光武街122號附近"
"220105","075-UY","2016/08/13 14:29:17","新北市板橋區江寧路三段46號附近"
"220017","258-TC","2016/08/13 14:29:20","新北市板橋區大明街20巷29弄16-2號附近"
"220014","829-TW","2016/08/13 14:29:03","新北市板橋區長安街138巷1弄27號附近"
"236045","913-UM","2016/08/13 14:29:14","新北市土城區明德路一段323號附近"
"236031","253-BX","2016/08/13 14:29:22","新北市土城區水源街73號附近"
"236035","271-VK","2016/08/13 14:29:23","新北市土城區青雲路451巷8弄19號附近"
"236013","270-VK","2016/08/13 14:29:15","新北市土城區青雲路39巷7號附近"
"220016","013-TV","2016/08/13 14:29:18","新北市板橋區中山路二段553巷4弄3號附近"
"220037","145-RM","2016/08/13 14:29:18","新北市板橋區雙十路二段44號附近"
"220003","827-TW","2016/08/13 14:29:13","新北市板橋區國慶路149巷13弄12-4號附近"
"220013","072-UY","2016/08/13 14:29:13","新北市板橋區國泰街70-4號附近"
"220030","806-UM","2016/08/13 14:29:18","新北市板橋區金門街299號附近"
"220028","200-UY","2016/08/13 14:12:25","新北市板橋區大觀路二段7巷87號附近"
"220034","073-UY","2016/08/13 14:29:16","新北市板橋區國光路31巷19號附近"
"220009","293-UM","2016/08/13 14:29:22","新北市板橋區中山路一段265巷10號附近"
"236041","107-UM","2016/08/13 14:29:09","新北市土城區裕民路61巷1號附近"
"220051","830-TW","2016/08/13 14:29:16","新北市板橋區文化路二段410巷40號附近"
"220022","895-R6","2016/08/13 14:29:20","新北市板橋區大東街5號附近"
"220019","303-R5","2016/08/13 14:29:05","新北市板橋區忠孝路48巷11弄15號附近"
"236025","269-VK","2016/08/13 14:29:15","新北市土城區國道三號41.7K附近"
"236075","166-UM","2016/08/13 14:29:21","新北市土城區中央路四段27巷10弄2號附近"
"236057","912-UM","2016/08/13 14:29:13","新北市土城區中央路四段301號附近"
"220002","741-BX","2016/08/13 14:29:08","新北市板橋區光明街86號附近"
"220041","307-R5","2016/08/13 14:29:13","新北市板橋區文化路二段65號附近"
"220036","146-RM","2016/08/13 14:29:20","新北市板橋區四維路282號附近"
"220027","145-BY","2016/08/13 14:29:21","新北市板橋區復興街57號附近"
"220004","276-BY","2016/08/13 14:29:19","新北市板橋區信義路1巷26弄38號附近"
"220040","637-BX","2016/08/13 14:29:10","新北市板橋區懷德街181巷26號附近"
"220023","297-UM","2016/08/13 14:29:06","新北市板橋區南雅西路二段273巷11號附近"
"220047","317-R6","2016/08/13 14:29:20","新北市板橋區民生路三段281巷2弄9號附近"
"220011","609-BX","2016/08/13 14:29:13","新北市板橋區三民路二段140號附近"
"220052","561-BX","2016/08/13 14:29:09","新北市板橋區文化路一段268號附近"
"220020","461-BY","2016/08/13 14:29:16","新北市板橋區篤行路三段1號附近"
"220046","AAC-210","2016/08/13 14:29:09","新北市板橋區漢生西路137號附近"
"220018","AAC-253","2016/08/13 14:29:13","新北市板橋區忠孝路86號附近"
"220104","560-BX","2016/08/13 14:27:38","新北市板橋區中正路377號附近"
"220021","985-R7","2016/08/13 14:29:06","新北市板橋區中正路252號附近"
"220042","689-BX","2016/08/13 14:29:20","新北市板橋區新海路362-1號附近"
"220025","687-BX","2016/08/13 14:29:18","新北市板橋區僑中三街38號附近"
"220010","305-R5","2016/08/13 14:29:12","新北市板橋區三民路二段153巷2弄12-5號附近"
"220005","686-BX","2016/08/13 14:29:23","新北市板橋區五權街18號附近"
