"lineid","car","time","location"
"220039","288-VK","2016/08/13 14:08:13","新北市板橋區裕民街45巷4號附近"
"236054","AAC-216","2016/08/13 14:08:21","新北市土城區中華路二段155號附近"
"236017","401-BY","2016/08/13 14:08:15","新北市土城區員林街1號附近"
"220031","286-VK","2016/08/13 14:08:10","新北市板橋區龍興街101巷15號附近"
"236061","915-UM","2016/08/13 14:06:51","新北市土城區學士路35號附近"
"220029","287-VK","2016/08/13 14:01:53","新北市板橋區光華街19巷78號附近"
"220050","245-BX","2016/08/13 14:08:12","新北市板橋區民生路二段188號附近"
"220038","487-VK","2016/08/13 14:08:05","新北市板橋區文化路二段503號附近"
"236068","105-UM","2016/08/13 14:07:10","新北市土城區明德路一段385-1號附近"
"235031","255-BX","2016/08/13 14:08:06","新北市中和區新生街244號附近"
"220032","209-TC","2016/08/13 14:08:13","新北市板橋區篤行路二段90巷6號附近"
"220045","831-TW","2016/08/13 14:08:23","新北市板橋區大同街4號附近"
"220043","283-UM","2016/08/13 14:08:17","新北市板橋區光武街125巷1號附近"
"220105","075-UY","2016/08/13 14:08:09","新北市板橋區雙十路三段10巷16號附近"
"220017","258-TC","2016/08/13 14:08:15","新北市板橋區華興街89號附近"
"220014","829-TW","2016/08/13 14:08:11","新北市板橋區三民路二段正隆巷75號附近"
"236045","913-UM","2016/08/13 14:08:11","新北市土城區學士路62號附近"
"236029","253-BX","2016/08/13 14:08:11","新北市土城區城林路6巷80號附近"
"236035","271-VK","2016/08/13 14:08:17","新北市土城區明德路一段355-1號附近"
"236013","270-VK","2016/08/13 14:08:07","新北市土城區學府路一段239號附近"
"220016","013-TV","2016/08/13 14:08:23","新北市板橋區翠華街6巷15號附近"
"220037","145-RM","2016/08/13 14:08:09","新北市板橋區文化路二段182巷3弄53號附近"
"220003","827-TW","2016/08/13 14:08:05","新北市板橋區新民街6巷2號附近"
"220013","072-UY","2016/08/13 14:08:22","新北市板橋區民族路219巷4號附近"
"220030","806-UM","2016/08/13 14:08:15","新北市板橋區滿平街76號附近"
"220028","200-UY","2016/08/13 14:08:01","新北市板橋區大觀路二段153巷46弄42號附近"
"220034","073-UY","2016/08/13 14:08:13","新北市板橋區中正路236巷14號附近"
"220009","293-UM","2016/08/13 14:08:21","新北市板橋區三民路二段19號附近"
"236041","107-UM","2016/08/13 14:08:19","新北市土城區裕生路65-1號附近"
"220051","830-TW","2016/08/13 14:08:09","新北市板橋區萬板路818巷9號附近"
"220022","895-R6","2016/08/13 14:08:09","新北市板橋區林園街56號附近"
"220019","303-R5","2016/08/13 14:08:20","新北市板橋區忠孝路132巷1號附近"
"236025","269-VK","2016/08/13 14:08:10","新北市土城區國道三號41.6K附近"
"236075","166-UM","2016/08/13 14:08:07","新北市土城區永寧路32巷10弄83號附近"
"236057","912-UM","2016/08/13 14:08:06","新北市土城區中央路四段22號附近"
"220002","741-BX","2016/08/13 14:08:18","新北市板橋區重慶路93巷32號附近"
"220041","307-R5","2016/08/13 14:07:27","新北市板橋區文化路二段121號附近"
"220036","146-RM","2016/08/13 14:08:08","新北市板橋區莒光路1-1號附近"
"220027","145-BY","2016/08/13 14:08:12","新北市板橋區民權路260巷26號附近"
"220004","276-BY","2016/08/13 14:08:18","新北市板橋區信義路74巷1弄1號附近"
"220040","637-BX","2016/08/13 14:08:08","新北市板橋區縣民大道三段附近"
"220023","297-UM","2016/08/13 14:07:48","新北市板橋區大智街73號附近"
"220047","317-R6","2016/08/13 14:08:07","新北市板橋區自由路51巷14弄7號附近"
"220011","609-BX","2016/08/13 14:08:06","新北市板橋區三民路二段33號附近"
"220052","561-BX","2016/08/13 14:08:05","新北市板橋區文化路一段188巷9弄21號附近"
"220020","461-BY","2016/08/13 14:08:07","新北市板橋區金門街313號附近"
"220046","AAC-210","2016/08/13 14:08:17","新北市板橋區新海路135巷2號附近"
"220018","AAC-253","2016/08/13 14:08:07","新北市板橋區四川路一段233號附近"
"220104","560-BX","2016/08/13 14:08:08","新北市板橋區中正路379巷1弄32號附近"
"220021","985-R7","2016/08/13 14:08:17","新北市板橋區中正路211號附近"
"220042","689-BX","2016/08/13 14:08:15","新北市板橋區民生路三段105號附近"
"220025","687-BX","2016/08/13 14:08:05","新北市板橋區大觀路二段40號附近"
"220010","305-R5","2016/08/13 14:08:06","新北市板橋區三民路二段居仁巷1號附近"
"220005","686-BX","2016/08/13 14:08:16","新北市板橋區重慶路93巷1號附近"
