"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"1","04329694","九倫實業股份有限公司","新北市板橋區區運路43號","","12000000","0641020","1041109"
"2","04355600","誠得實業有限公司","臺北市大同區錦西街38巷18號4樓","","5000000","0660121","1041125"
"3","04439735","常常企業股份有限公司","臺北市大安區永康街7號之2〈1樓〉","","5000000","0631213","1041106"
"4","04758028","志大行有限公司","臺北市中山區吉林路407巷45號1樓","","5000000","0650705","1041125"
"5","04772393","志裕工業股份有限公司","新北市五股區四維路一五五巷三六弄一六號","","5000000","0641029","1041103"
"6","04897909","銀茂企業有限公司","臺北市文山區育英街31巷17號1樓","","3050000","0700615","1041124"
"7","05052890","功學社建設開發股份有限公司","新北市蘆洲區中山二路162號10樓","","20000000","0680714","1041106"
"8","05839879","忠宏鋼鐵股份有限公司","臺中市太平區太平里永豐路131巷15號","","25000000","0741230","1041130"
"9","07538569","德侖貿易股份有限公司","臺北市大同區承德路3段58號7樓之3","","5000000","0610418","1041110"
"10","07606448","運詮企業股份有限公司","新北市三重區重新路5段613巷34號2樓","","5000000","0660802","1041102"
"11","09464803","崇德禮儀用品有限公司","臺北市文山區木新路3段232巷3號3樓","","1500000","0731206","1041111"
"12","09478840","金純玉銀樓有限公司","臺北市大安區和平東路3段228巷25號1樓","","1000000","0740522","1041117"
"13","09489728","炳承企業有限公司","臺北市大安區樂利路36號2樓","","1000000","0740913","1041104"
"14","09489895","汶鍵保險代理人有限公司","臺北市松山區南京東路4段197號3樓之3","","3200000","0740913","1041119"
"15","09496410","賸達實業股份有限公司","臺北市大安區辛亥路3段157巷12弄12號4樓","","5000000","0741209","1041126"
"16","12102827","公豐企業股份有限公司","臺北市中山區長安東路2段112號5樓之1","","6000000","0650505","1041125"
"17","12106979","鼎原企業有限公司","臺北市中山區龍江路155巷3號1樓","","3000000","0660104","1041118"
"18","12115484","仲彥企業有限公司","新竹縣湖口鄉信義街一○三號","","5000000","0660423","1041119"
"19","12265595","迪可股份有限公司","新北市板橋區三民路1段210號8樓","","32000000","0690222","1041109"
"20","12302521","釿盈企業股份有限公司","臺北市中山區民權東路3段27號3樓","","5000000","0691105","1041105"
"21","12370061","將合企業有限公司","花蓮縣花蓮市國民二街７號１樓","","1000000","0710301","1041127"
"22","12427281","信翔製衣股份有限公司","臺北市中山區南京東路3段103號4樓","","24000000","0720309","1041130"
"23","12514623","新帝股份有限公司","","","0","0730815","1041113"
"24","12605399","友匠實業有限公司","嘉義縣太保市東勢里10鄰健康路183巷5弄10號","","15000000","0890825","1041118"
"25","12623827","華寬綜合工程有限公司","苗栗縣後龍鎮中龍里18鄰中正路12號","","4000000","0890926","1041118"
"26","12632065","翰綱企業有限公司","新北市鶯歌區鶯桃路296巷131號","","3000000","0891011","1041119"
"27","12678701","萬大傳播有限公司","臺北市大同區延平北路2段61巷21號4樓","","3000000","0900105","1041117"
"28","12681277","萬豐旅行社股份有限公司","臺北市中山區松江路220號7樓之6、之7","","10000000","0900117","1041116"
"29","12695119","英瑞凱國際有限公司","臺北市信義區松德路161號4樓之1","","12000000","0900319","1041120"
"30","12701415","福貿不動產仲介經紀有限公司","臺中市烏日區太明路成豐巷３５２之７號１樓","","1000000","0891110","1041120"
"31","12764327","永寶不動產仲介經紀有限公司","新北市永和區竹林路101號","","2000000","0900314","1041117"
"32","12785202","聯鴻針織有限公司","新北市樹林區中華路379巷62弄17號","","500000","0900417","1041116"
"33","12787567","昶裕砂石企業有限公司","彰化縣彰化市南瑤里中山路二段52號","","2000000","0900420","1041126"
"34","12795335","王樣開發有限公司","臺北市中山區建國北路3段113巷19弄13號","","3000000","0900502","1041102"
"35","12797185","萬里國際有限公司","桃園市中壢區芝芭里文興路159號1樓","","500000","0900507","1041102"
"36","12809366","順方實業股份有限公司","桃園市中壢區和平里15鄰文化路378巷7號","","10000000","0900524","1041126"
"37","12820502","冠勉有限公司","桃園市龜山區民權街五六號一樓　　","","500000","0900613","1041123"
"38","12886644","丞萬豐有限公司","雲林縣大埤鄉豐田村3鄰田庄3號","","5000000","0900820","1041120"
"39","12948206","呂底亞國際有限公司","臺北市信義區光復南路547號3樓之4","","10000000","0900924","1041123"
"40","12951004","金鴻和企業股份有限公司","臺北市士林區永平街75巷42號4樓","","5000000","0901008","1041127"
"41","12959890","大展國際投資股份有限公司","","","0","0901115","1041118"
"42","12969715","博覽企管顧問有限公司","臺北市內湖區民權東路6段322號7樓","","500000","0901219","1041127"
"43","12979592","葉西傳播股份有限公司","臺北市大安區敦化南路1段228號3樓","","1250000","0910121","1041106"
"44","12986340","勝和興有限公司","嘉義縣竹崎鄉和平村10鄰田寮96號","","3000000","0901203","1041118"
"45","13006421","國獻實業有限公司","新北市林口區文化三路1段39巷132號4樓","","1000000","0910108","1041105"
"46","13025356","大揚車燈有限公司","臺南市中西區忠義路1段60巷14號","","47425000","0910206","1041116"
"47","13033709","動點管理諮詢有限公司","臺北市士林區中山北路7段114巷63之1號6樓","","5000000","0910226","1041120"
"48","13083524","開隆興業有限公司","臺北市中山區龍江路76巷17號1樓","","1000000","0910201","1041119"
"49","13091117","高佳能量科技有限公司","臺北市大安區忠孝東路3段96號11樓之2","","5000000","0910306","1041109"
"50","13100930","緯誠國際有限公司","新北市汐止區樟樹一路264巷1弄6號","","1000000","0910404","1041126"
"51","13131461","艾凱富國際股份有限公司","新北市板橋區三民路1段210號8樓","","36000000","0910624","1041109"
"52","13132911","嘉信健康服務管理顧問股份有限公司","臺北市內湖區洲子街77號10樓","","10000000","0910627","1041106"
"53","13140861","瑞喬實業有限公司","新北市新莊區思源路177巷5弄3號","","3000000","0910719","1041117"
"54","13187274","濰陽國際企業有限公司","高雄市苓雅區四維四路3號12樓之1","","5000000","0911009","1041118"
"55","16018414","先峰綜合有限公司","新北市汐止區樟樹一路137巷18號4樓","","10000000","0860529","1041110"
"56","16056134","老街有限公司","新北市三重區重新路2段78號6樓","","500000","0860704","1041102"
"57","16121135","福翔室內工程有限公司","高雄市三民區本和里大享路65號1樓","","5000000","0861203","1041123"
"58","16134899","英菲實業有限公司","新北市汐止區秀山路130巷45號","","5000000","0860717","1041125"
"59","16147374","和睦國際有限公司","桃園市蘆竹區南興里3鄰南順七街60-9號","","1000000","0860816","1041119"
"60","16150362","東億投資股份有限公司","","","0","0860825","1041130"
"61","16152755","勝安投資股份有限公司","","","0","0860901","1041130"
"62","16161311","正裕興業股份有限公司","臺北市中山區長安東路2段99號7樓","","1000000","0860926","1041123"
"63","16167650","豫銘有限公司","臺北市大安區大安路2段102號1樓","","1000000","0861015","1041119"
"64","16173689","偉聯通科技股份有限公司","臺北市松山區南京東路4段23號4樓之5","","35000000","0861103","1041102"
"65","16175526","本凰有限公司","臺北市中山區民權東路2段21號6樓","","5000000","0861110","1041109"
"66","16201236","怡豐科技股份有限公司","彰化縣員林市南興里員大路1段233巷14號1樓","","21000000","0860820","1041120"
"67","16226551","發隆壓鑄有限公司","新北市板橋區翠華街10巷3之3號","","1000000","0860924","1041103"
"68","16245516","統益工程有限公司","新北市石門區中山路60之23號1樓　","","5000000","0861017","1041120"
"69","16256082","好鄰居資訊有限公司","彰化縣田中鎮東路里南北街96號1樓","","500000","0861029","1041102"
"70","16258618","金藝發有限公司","彰化縣鹿港鎮頂厝里民有街26號","","3200000","0861103","1041126"
"71","16291975","興功機電工程股份有限公司","臺北市松山區五常街370號1樓","","15000000","0861219","1041109"
"72","16318215","賀誠房屋仲介有限公司","臺北市北投區明德路138號1樓","","1200000","0870327","1041105"
"73","16328831","速誠有限公司","新北市中和區和平街104巷7號","","1000000","0870423","1041126"
"74","16347746","博揚房屋仲介有限公司","宜蘭縣宜蘭市建軍里民族路412號1樓","","6000000","0861220","1041102"
"75","16370751","碩賜實業股份有限公司","臺中市南屯區田心里惠德街83號1樓","","5000000","0870121","1041116"
"76","16373883","玴弘模具有限公司","新北市樹林區三多里三龍街八十巷十六號","","3000000","0870126","1041117"
"77","16394901","雙華科技行銷有限公司","新北市新店區雙城里22鄰安泰路12巷11號","","5000000","0870305","1041126"
"78","16402536","凱瑞利實業有限公司","臺中市南屯區大同里精誠路594之1號6樓","","500000","0870316","1041104"
"79","16469000","金尚好有限公司","高雄市三民區本元里昭良街1號","","5000000","0871012","1041118"
"80","16497189","皇將生技股份有限公司","臺中市東區東門里東光園路64巷2號1樓","","20000000","0870508","1041123"
"81","16525137","兆生砂石企業有限公司","彰化縣彰化市南瑤里中山路二段54號2樓","","2000000","0870612","1041123"
"82","16532003","新豐昌營造有限公司","高雄市岡山區大遼里大遼路9之2號1樓","","10000000","0870622","1041123"
"83","16540735","楙竣有限公司","桃園市桃園區建國里建成街九三號","","3000000","0870702","1041126"
"84","16547553","玄鍏有限公司","彰化縣彰化市南興里中山路1段395巷117號1樓","","10000000","0870713","1041111"
"85","16551731","上烽實業股份有限公司","臺中市清水區吳厝里東山路54號1樓","","5000000","0870718","1041103"
"86","16568661","昌台工程有限公司","彰化縣彰化市阿夷里泰和中街416號","","5000000","0870807","1041126"
"87","16590734","泰臣有限公司","臺北市中山區南京東路2段101號地下","","2000000","0870529","1041130"
"88","16591537","強威印刷事業有限公司","臺北市中正區博愛路36號3樓","","5000000","0870603","1041123"
"89","16600536","大模投資有限公司","臺北市中山區龍江路409號7樓","","20000000","0870625","1041124"
"90","16668444","阜生營造有限公司","臺中市北區明新里中清路一段447號7樓之1","","3100000","0871002","1041120"
"91","16673925","承楹工程有限公司","新北市汐止區原興路78巷6號","","5000000","0871012","1041105"
"92","16710251","鴻國際有限公司","臺中市南屯區三義里市政南二路189巷40號1樓","","1000000","0871209","1041128"
"93","16713026","聯璋企業有限公司","臺中市大肚區王田里沙田路一段320巷11之15號","","1000000","0871214","1041120"
"94","16718824","嘉水泉企業有限公司","臺中市東區進化路168巷24之2號3樓","","1100000","0871222","1041112"
"95","16758228","微傳電訊科技股份有限公司","臺北市松山區南京東路5段71號3樓之3","","45000000","0871027","1041112"
"96","16762715","嘉善實業有限公司","臺北市文山區溪洲街10之2號4樓","","1000000","0871111","1041102"
"97","16764642","泛亞通通訊科技股份有限公司","臺北市松山區南京東路5段71號3樓之3","","47400000","0871119","1041112"
"98","16855191","金虹實業有限公司","嘉義市西區劉厝里自強街84巷67弄20號1樓","","5000000","0880210","1041118"
"99","16860151","若山建設有限公司","高雄市鳳山區光遠路七七號二樓","","25000000","0880212","1041109"
"100","16867957","宏機開發工程有限公司","基隆市安樂區武隆街１３巷６３號２樓","","5000000","0880320","1041102"
"101","16896192","韋成企業有限公司","臺北市中山區林森北路263號7樓之12","","5000000","0880420","1041117"
"102","16896502","信富科技有限公司","嘉義市新西里平等街150巷2弄15號","","500000","0880420","1041126"
"103","16989298","飛行網股份有限公司","臺北市中山區松江路373號3樓","","200000000","0880823","1041106"
"104","20731567","旭捷企業有限公司","臺北市松山區復興北路15號9樓之8、903室","","5000000","0650228","1041130"
"105","20828675","慧誠有限公司","臺北市松山區南京東路5段223號8樓","","10000000","0680712","1041106"
"106","20847883","通材實業有限公司","臺北市士林區中山北路6段150之1號5樓","","18000000","0690213","1041130"
"107","20902127","美承實業有限公司","新北市蘆洲區永平街五二號三樓","","5000000","0701013","1041117"
"108","20968871","生后拉鏈有限公司","臺北市內湖區環山路1段59巷1弄1號1樓","","5000000","0720415","1041102"
"109","20991599","萊泰客斯企業有限公司","雲林縣虎尾鎮西安里白宮街63號1樓","","16000000","0720831","1041102"
"110","21230160","柏丞企業有限公司","臺北市大安區安居街27號5樓","","5000000","0730918","1041125"
"111","22036586","德友汽車有限公司","臺北市南港區松河街臨320號1樓","","1500000","0750414","1041105"
"112","22047113","瑞陞國際有限公司","新北市林口區忠孝路500號(4樓)","","5000000","0750508","1041106"
"113","22079108","喬國工業有限公司","臺中市太平區建國里鵬儀路三四二巷四號","","20000000","0750310","1041109"
"114","22096541","合捷海洋股份有限公司","高雄市前鎮區漁港東2路3號4樓408室","","10000000","0750318","1041125"
"115","22097252","信力漁業股份有限公司","高雄市前鎮區漁港東二路3號4樓425室","","18000000","0750325","1041104"
"116","22153182","漢英實業有限公司","臺北市松山區南京東路5段223號8樓","","5000000","0750529","1041106"
"117","22157286","永銘油漆工程有限公司","臺北市萬華區中華路2段416巷5號5樓之3","","5000000","0750609","1041119"
"118","22184592","亞力科技股份有限公司","臺北市中正區永綏街20號2樓","","5000000","0750821","1041109"
"119","22197344","美全股份有限公司","臺北市大安區安和路2段7號5樓之1","","10000000","0750927","1041103"
"120","22204534","恆揚電子有限公司","新北市板橋區板新路107號10樓之1","","6000000","0750610","1041124"
"121","22315709","加麗鋼製家具有限公司","新北市土城區中正路七四巷二弄十號四樓","","1000000","0751218","1041102"
"122","22333024","清輝文具印刷有限公司","新北市蘆洲區鷺江街72號4樓","","1000000","0751119","1041124"
"123","22345176","寶拿企業有限公司","臺北市中山區松江路185號11樓之3","","6000000","0751222","1041119"
"124","22350873","上億紡織興業有限公司","臺北市大同區重慶北路2段196號6樓之6","","2000000","0760109","1041119"
"125","22357714","寶揚系統科技股份有限公司","","","0","0760127","1041109"
"126","22358642","東關貿易有限公司","臺北市大安區和平東路1段256號4樓","","5000000","0760204","1041130"
"127","22379702","俊源電器有限公司","新竹市西大路四五三號","","2000000","0760116","1041106"
"128","22393021","昇瑋金屬工業有限公司","彰化縣彰化市莿桐里彰鹿路九三巷七一號","","5000000","0760213","1041118"
"129","22439413","吉陽企業股份有限公司","臺北市中山區德惠街15號10樓","","5000000","0760415","1041120"
