"lineid","car","time","location"
"220039","288-VK","2016/08/11 14:59:17","新北市板橋區幸福路32巷2弄35號附近"
"236052","AAC-216","2016/08/11 14:59:15","新北市土城區裕民路27號附近"
"236018","401-BY","2016/08/11 14:59:14","新北市土城區德峰街41巷15號附近"
"220031","286-VK","2016/08/11 14:59:25","新北市板橋區僑中二街8巷33號附近"
"236060","915-UM","2016/08/11 14:59:17","新北市土城區延和路106號附近"
"220029","287-VK","2016/08/11 14:59:20","新北市板橋區僑中一街80巷12弄1號附近"
"220050","245-BX","2016/08/11 14:55:02","新北市板橋區莒光路165巷18號附近"
"220038","487-VK","2016/08/11 14:59:21","新北市板橋區新海路403巷16號附近"
"236066","105-UM","2016/08/11 14:58:55","新北市土城區中央路一段291巷21號附近"
"236024","752-BX","2016/08/11 14:59:32","新北市土城區光明街4號附近"
"220001","285-VK","2016/08/11 14:59:26","新北市板橋區永豐街45-1號附近"
"235031","255-BX","2016/08/11 14:59:25","新北市中和區中正路751巷3弄10號附近"
"220032","209-TC","2016/08/11 14:59:21","新北市板橋區溪崑二街96巷2號附近"
"220105","075-UY","2016/08/11 14:59:25","新北市板橋區文化路二段502巷2號附近"
"220017","258-TC","2016/08/11 14:59:29","新北市板橋區貴興路106巷16弄2號附近"
"220014","829-TW","2016/08/11 14:58:59","新北市板橋區中山路一段206巷99號附近"
"236047","913-UM","2016/08/11 14:59:32","新北市土城區青雲路322巷2弄4號附近"
"236028","253-BX","2016/08/11 14:59:26","新北市土城區慶利街14巷2號附近"
"236033","271-VK","2016/08/11 14:59:18","新北市土城區仁愛路38號附近"
"236012","270-VK","2016/08/11 14:59:29","新北市土城區永豐路29巷4號附近"
"220016","013-TV","2016/08/11 14:59:17","新北市板橋區中山路二段316號附近"
"220037","145-RM","2016/08/11 14:59:27","新北市板橋區文聖街89巷2號附近"
"220003","827-TW","2016/08/11 14:59:29","新北市板橋區仁愛路19號附近"
"220013","072-UY","2016/08/11 14:59:03","新北市板橋區國泰街39巷2弄7號附近"
"220030","806-UM","2016/08/11 14:59:30","新北市板橋區存德街19號附近"
"220028","200-UY","2016/08/11 14:47:17","新北市板橋區大觀路二段153巷46弄10號附近"
"220034","073-UY","2016/08/11 14:59:32","新北市板橋區館前西路160巷34號附近"
"220009","293-UM","2016/08/11 14:59:17","新北市板橋區觀光街79巷2號附近"
"236040","107-UM","2016/08/11 14:59:15","新北市土城區學府路一段256巷4弄1號附近"
"220051","830-TW","2016/08/11 14:59:27","新北市板橋區懷德街66巷17號附近"
"220022","895-R6","2016/08/11 14:59:13","新北市板橋區縣民大道一段295號附近"
"220019","303-R5","2016/08/11 14:58:39","新北市板橋區五權街2號附近"
"236076","166-UM","2016/08/11 14:58:55","新北市土城區大暖坑11-2號附近"
"236056","912-UM","2016/08/11 14:59:26","新北市土城區金城路一段86號附近"
"220002","741-BX","2016/08/11 14:59:22","新北市板橋區忠孝路忠義巷21弄1號附近"
"220041","307-R5","2016/08/11 14:59:31","新北市板橋區裕民街135號附近"
"220036","146-RM","2016/08/11 14:59:23","新北市板橋區文化路一段71號附近"
"220040","637-BX","2016/08/11 14:59:14","新北市板橋區民治街110號附近"
"220023","297-UM","2016/08/11 14:59:11","新北市板橋區金華街10巷48弄70號附近"
"220047","317-R6","2016/08/11 14:59:26","新北市板橋區雨農路27巷9號附近"
"220011","609-BX","2016/08/11 14:59:30","新北市板橋區中山路二段422-5號附近"
"220052","561-BX","2016/08/11 14:59:19","新北市板橋區陽明街29巷23號附近"
"220020","461-BY","2016/08/11 14:59:32","新北市板橋區金門街131號附近"
"220046","AAC-210","2016/08/11 14:59:27","新北市板橋區光正街28號附近"
"220018","AAC-253","2016/08/11 14:59:21","新北市板橋區民族路194號附近"
"220104","560-BX","2016/08/11 14:59:21","新北市板橋區新生街25號附近"
"220042","689-BX","2016/08/11 14:57:59","新北市板橋區長江路三段31-1號附近"
"220025","687-BX","2016/08/11 14:59:25","新北市板橋區僑中一街124巷70-5號附近"
"220010","305-R5","2016/08/11 14:59:07","新北市板橋區光復街136號附近"
"220005","686-BX","2016/08/11 14:59:29","新北市板橋區廣權路1號附近"
