"lineid","car","time","location"
"220083","286-VK","2016/08/11 20:47:06","新北市板橋區僑中二街108巷9號附近"
"237006","5529-G3","2016/08/11 20:47:26","新北市三峽區中山路459巷137號附近"
"221025","623-UM","2016/08/11 20:47:20","新北市汐止區新台五路一段131號附近"
"221008","129-UY","2016/08/11 20:47:17","新北市汐止區康寧街747號附近"
"221038","297-VK","2016/08/11 20:47:10","新北市汐止區水源路一段56號附近"
"221031","353-TW","2016/08/11 20:47:16","新北市汐止區中興路27巷21號附近"
"221021","299-VK","2016/08/11 20:47:16","新北市汐止區莊敬街130-2號附近"
"221036","130-UY","2016/08/11 20:47:17","新北市汐止區新昌路85號附近"
"221015","131-UY","2016/08/11 20:47:19","新北市汐止區建成路22號附近"
"221035","622-UM","2016/08/11 20:47:18","新北市汐止區長江街101-5號附近"
"242034","400-BY","2016/08/11 20:47:09","新北市新莊區新泰路51號附近"
"242039","172-VK","2016/08/11 20:47:13","新北市新莊區瓊林路170-1號附近"
"242021","133-UY","2016/08/11 20:47:26","新北市新莊區中華路一段69號附近"
"242009","175-VK","2016/08/11 20:47:16","新北市新莊區中港路513號附近"
"242004","351-TH","2016/08/11 20:47:27","新北市新莊區碧江街27-11號附近"
"242002","173-VK","2016/08/11 20:47:21","新北市新莊區中正路80號附近"
"242017","AAC-296","2016/08/11 20:47:25","新北市新莊區中和街62號附近"
"242056","442-UM","2016/08/11 20:47:25","新北市新莊區瓊泰路94巷2號附近"
"242048","349-TH","2016/08/11 20:47:21","新北市新莊區新樹路215號附近"
"242019","415-TV","2016/08/11 20:47:23","新北市新莊區中港路181號附近"
"242042","441-UM","2016/08/11 20:44:43","新北市新莊區天祥街47巷29號附近"
"242023","615-BX","2016/08/11 20:47:16","新北市新莊區思源路35號附近"
"242058","362-BY","2016/08/11 20:47:23","新北市新莊區四維路4號附近"
"242031","566-BX","2016/08/11 20:47:17","新北市新莊區建國一路19號附近"
"242025","612-BX","2016/08/11 20:47:17","新北市三重區重新路五段408巷30-1號附近"
"242044","751-BX","2016/08/11 20:42:27","新北市新莊區中正路新生巷85弄1號附近"
"242036","497-BY","2016/08/11 20:47:08","新北市新莊區福營路103號附近"
"242061","613-BX","2016/08/11 20:47:25","新北市新莊區新樹路495號附近"
"221033","647-BX","2016/08/11 20:47:13","新北市汐止區合順街18巷8弄5號附近"
"220062","305-R5","2016/08/11 20:46:44","新北市樹林區柑園街一段1-2號附近"
