"lineid","car","time","location"
"238001","282-BY","2016/08/11 16:59:14","新北市樹林區中正路22-1號附近"
"238007","268-VK","2016/08/11 16:59:21","新北市樹林區俊英街29-1號附近"
"238004","283-BY","2016/08/11 16:59:25","新北市樹林區中正路433-2號附近"
"242013","348-TH","2016/08/11 16:59:08","新北市新莊區中環路二段附近"
"242039","172-VK","2016/08/11 16:59:22","新北市新莊區中環路二段附近"
"242021","133-UY","2016/08/11 16:59:08","新北市新莊區中環路二段附近"
"242009","175-VK","2016/08/11 16:59:12","新北市新莊區中環路二段附近"
"242002","173-VK","2016/08/11 16:59:21","新北市新莊區新泰路255巷83號附近"
"242051","176-VK","2016/08/11 16:59:12","新北市新莊區三和路58-10號附近(基地台定位)"
"242017","AAC-296","2016/08/11 16:59:20","新北市新莊區台65附近"
"242048","349-TH","2016/08/11 16:59:25","新北市新莊區中環路二段附近"
"242058","362-BY","2016/08/11 16:59:12","新北市新莊區台65附近"
"242031","566-BX","2016/08/11 16:59:07","新北市新莊區中環路二段附近"
"242025","612-BX","2016/08/11 16:59:08","新北市新莊區三和路58-1號附近(基地台定位)"
"242029","353-BY","2016/08/11 16:59:19","新北市新莊區台65附近"
