"lineid","car","time","location"
"236005","498-BY","2016/08/11 08:59:05","新北市土城區承天路4巷10-1號附近"
"236003","339-SR","2016/08/11 08:59:11","新北市土城區千歲路19號附近"
"236009","165-UM","2016/08/11 08:59:19","新北市土城區金城路三段18-35號附近"
"242012","348-TH","2016/08/11 08:59:25","新北市新莊區中和街186巷1號附近"
"242006","132-UY","2016/08/11 08:59:09","新北市新莊區思源路419巷1弄9號附近"
"242033","400-BY","2016/08/11 08:59:24","新北市新莊區建中街81巷1號附近"
"242038","172-VK","2016/08/11 08:59:11","新北市新莊區民安西路107號附近"
"242045","347-TH","2016/08/11 08:58:42","新北市新莊區裕民街19巷22號附近"
"242052","413-TV","2016/08/11 08:59:14","新北市新莊區西盛街395巷9號附近"
"242020","133-UY","2016/08/11 08:59:13","新北市新莊區建中街16巷34號附近"
"242008","175-VK","2016/08/11 08:59:23","新北市新莊區幸福路64巷4弄5號附近"
"242003","351-TH","2016/08/11 08:59:11","新北市新莊區化成路202號附近"
"242001","173-VK","2016/08/11 08:59:09","新北市新莊區中正路48-1號附近"
"242014","135-UY","2016/08/11 08:59:18","新北市新莊區中平路26巷25號附近"
"242049","176-VK","2016/08/11 08:59:10","新北市新莊區民安西路126號附近"
"242016","AAC-296","2016/08/11 08:59:12","新北市新莊區中港一街80號附近"
"242055","442-UM","2016/08/11 08:59:12","新北市新莊區新豐街45號附近"
"242047","349-TH","2016/08/11 08:59:18","新北市新莊區四維路152巷29號附近"
"242010","350-TH","2016/08/11 08:59:12","新北市新莊區中港路555號附近"
"242018","415-TV","2016/08/11 08:59:21","新北市新莊區民樂街66號附近"
"242040","441-UM","2016/08/11 08:59:19","新北市新莊區青山路一段34號附近"
"242026","986-R7","2016/08/11 08:59:10","新北市新莊區立信一街56號附近"
"242022","615-BX","2016/08/11 08:59:08","新北市新莊區化成路463-16號附近"
"242057","362-BY","2016/08/11 08:59:24","新北市新莊區八德街61號附近"
"242030","566-BX","2016/08/11 08:58:44","新北市新莊區公園一路140號附近"
"242024","612-BX","2016/08/11 08:59:10","新北市新莊區五工一路85號附近"
"242028","353-BY","2016/08/11 08:59:24","新北市新莊區中原路297號附近"
"242043","751-BX","2016/08/11 08:59:17","新北市新莊區中正路新旺巷26號附近"
"242035","497-BY","2016/08/11 08:59:23","新北市新莊區後港一路130巷47號附近"
"242059","613-BX","2016/08/11 08:59:10","新北市新莊區瓊林路61號附近"
