"lineid","car","time","location"
"236005","498-BY","2016/08/11 09:38:19","新北市土城區承天路71巷4弄18號附近"
"236009","165-UM","2016/08/11 09:36:40","新北市土城區中央路四段207號附近"
"242033","400-BY","2016/08/11 09:38:20","新北市新莊區中正路435號附近"
"242020","133-UY","2016/08/11 09:38:28","新北市新莊區中華路一段6號附近"
"242003","351-TH","2016/08/11 09:38:10","新北市新莊區化成路766號附近"
"242001","173-VK","2016/08/11 09:38:25","新北市新莊區瓊林路13-3號附近"
"242055","442-UM","2016/08/11 09:38:14","新北市新莊區瓊泰路94巷14號附近"
"242047","349-TH","2016/08/11 09:38:21","新北市新莊區新樹路110巷4號附近"
"242026","986-R7","2016/08/11 09:38:28","新北市新莊區新泰路308號附近"
"242057","362-BY","2016/08/11 09:38:22","新北市新莊區四維路12號附近"
"242030","566-BX","2016/08/11 09:38:27","新北市新莊區中正路508巷18-6號附近"
"242043","751-BX","2016/08/11 09:36:26","新北市新莊區中正路新建巷24號附近"
"242035","497-BY","2016/08/11 09:38:07","新北市新莊區中正路449號附近"
"242059","613-BX","2016/08/11 09:38:12","新北市新莊區新樹路244巷87號附近"
