"lineid","car","time","location"
"236005","498-BY","2016/08/11 09:29:27","新北市土城區承天路83-7號附近"
"236009","165-UM","2016/08/11 09:29:22","新北市土城區民安街9號附近"
"242033","400-BY","2016/08/11 09:29:27","新北市新莊區建中街91號附近"
"242038","172-VK","2016/08/11 09:29:25","新北市新莊區瓊林北路45號附近"
"242045","347-TH","2016/08/11 09:29:12","新北市新莊區裕民街19巷4號附近"
"242020","133-UY","2016/08/11 09:29:14","新北市新莊區公園路28號附近"
"242003","351-TH","2016/08/11 09:29:15","新北市新莊區化成路542號附近"
"242001","173-VK","2016/08/11 09:29:11","新北市新莊區中港路五守新村37巷3號附近"
"242055","442-UM","2016/08/11 09:29:19","新北市新莊區新莊路751巷49號附近"
"242047","349-TH","2016/08/11 09:29:27","新北市新莊區中正路771號附近"
"242010","350-TH","2016/08/11 09:29:08","新北市新莊區中信街99巷8號附近"
"242040","441-UM","2016/08/11 09:27:20","新北市新莊區天祥街15巷12號附近"
"242026","986-R7","2016/08/11 09:29:14","新北市新莊區思源路16號附近"
"242057","362-BY","2016/08/11 09:29:27","新北市新莊區四維路168號附近"
"242030","566-BX","2016/08/11 09:29:11","新北市新莊區三和路20-6號附近"
"242043","751-BX","2016/08/11 09:29:12","新北市新莊區中正路新建巷28弄73號附近"
"242035","497-BY","2016/08/11 09:28:51","新北市新莊區建安街7號附近"
"242059","613-BX","2016/08/11 09:29:19","新北市新莊區新樹路200號附近"
