"lineid","car","time","location"
"237006","5529-G3","2016/08/11 17:17:11","新北市三峽區中山路459巷135號附近"
"238022","312-TH","2016/08/11 17:17:17","新北市樹林區八德街225號附近"
"238015","755-BX","2016/08/11 17:17:21","新北市樹林區八德街680號附近"
"238021","311-TH","2016/08/11 17:17:18","新北市樹林區西圳街一段165巷20弄11號附近"
"238014","282-BY","2016/08/11 17:17:21","新北市樹林區中正路22-1號附近"
"238025","303-VK","2016/08/11 17:17:20","新北市樹林區中正路11號附近"
"238018","571-TV","2016/08/11 17:17:20","新北市樹林區水源街213號附近"
"238024","5061-A6","2016/08/11 17:17:15","新北市樹林區鎮前街156號附近"
"238007","268-VK","2016/08/11 17:17:13","新北市樹林區中正路22-1號附近"
"238026","172-UY","2016/08/11 17:17:15","新北市樹林區八德街395號附近"
"238019","599-UM","2016/08/11 17:17:17","新北市樹林區八德街336號附近"
"238017","283-BY","2016/08/11 17:17:13","新北市樹林區光武街7-3號附近"
"238023","601-UM","2016/08/11 17:17:21","新北市樹林區中正路433-1號附近"
"238016","169-UY","2016/08/11 17:17:11","新北市樹林區八德街1號附近"
"242013","348-TH","2016/08/11 17:17:20","新北市新莊區新泰路357巷3弄57號附近"
"242007","132-UY","2016/08/11 17:17:18","新北市新莊區中港一街120號附近"
"242034","400-BY","2016/08/11 17:17:08","新北市新莊區中環路二段附近"
"242039","172-VK","2016/08/11 17:16:59","新北市新莊區新樹路207-1號附近"
"242046","347-TH","2016/08/11 17:17:26","新北市新莊區新樹路65-5號附近"
"242053","413-TV","2016/08/11 17:17:09","新北市新莊區台65附近"
"242021","133-UY","2016/08/11 17:17:00","新北市新莊區新泰路53號附近"
"242009","175-VK","2016/08/11 17:17:15","新北市新莊區中環路三段附近"
"242004","351-TH","2016/08/11 17:17:18","新北市新莊區台65附近"
"242002","173-VK","2016/08/11 17:16:30","新北市新莊區新泰路255巷83號附近"
"242015","135-UY","2016/08/11 17:17:24","新北市新莊區新泰路357巷3弄49號附近"
"242051","176-VK","2016/08/11 17:17:20","新北市新莊區中環路一段附近"
"242017","AAC-296","2016/08/11 17:17:26","新北市新莊區新泰路502巷46號附近"
"242056","442-UM","2016/08/11 17:17:21","新北市新莊區中環路二段附近"
"242048","349-TH","2016/08/11 17:17:17","新北市新莊區福營路327號附近"
"242011","350-TH","2016/08/11 17:16:54","新北市新莊區新泰路502巷2號附近"
"242019","415-TV","2016/08/11 17:17:17","新北市新莊區明中街5號附近"
"242042","441-UM","2016/08/11 17:16:17","新北市新莊區新樹路113巷25號附近"
"242027","986-R7","2016/08/11 17:17:20","新北市新莊區台65附近"
"242023","615-BX","2016/08/11 17:17:00","新北市新莊區新泰路502巷28號附近"
"242058","362-BY","2016/08/11 17:17:21","新北市新莊區台65附近"
"242031","566-BX","2016/08/11 17:17:21","新北市新莊區新泰路352號附近"
"242025","612-BX","2016/08/11 17:17:18","新北市新莊區新泰路357巷1弄57號附近"
"242029","353-BY","2016/08/11 17:17:25","新北市新莊區思源路305號附近"
"242044","751-BX","2016/08/11 17:17:19","新北市新莊區福營路355號附近"
"242036","497-BY","2016/08/11 17:17:18","新北市新莊區三和路58-10號附近(基地台定位)"
"242061","613-BX","2016/08/11 17:17:20","新北市新莊區三和路58-1號附近(基地台定位)"
