"lineid","car","time","location"
"236005","498-BY","2016/08/11 08:47:12","新北市土城區永和街46-2號附近"
"236003","339-SR","2016/08/11 08:47:20","新北市土城區中央路三段279號附近"
"236009","165-UM","2016/08/11 08:47:28","新北市土城區青雲路316號附近"
"242012","348-TH","2016/08/11 08:47:17","新北市新莊區幸福路670巷2弄23號附近"
"242006","132-UY","2016/08/11 08:46:19","新北市新莊區思源路593巷29號附近"
"242033","400-BY","2016/08/11 08:47:11","新北市新莊區忠孝街49-1號附近"
"242038","172-VK","2016/08/11 08:47:17","新北市新莊區民安路301號附近"
"242045","347-TH","2016/08/11 08:46:51","新北市新莊區中正路803巷1號附近"
"242052","413-TV","2016/08/11 08:47:22","新北市新莊區民安西路410巷9弄2號附近"
"242020","133-UY","2016/08/11 08:47:20","新北市新莊區中正路170號附近"
"242008","175-VK","2016/08/11 08:47:16","新北市新莊區昌盛街75號附近"
"242003","351-TH","2016/08/11 08:46:58","新北市新莊區化成路65號附近"
"242001","173-VK","2016/08/11 08:47:17","新北市新莊區中正路219號附近"
"242014","135-UY","2016/08/11 08:47:09","新北市新莊區中和街44號附近"
"242049","176-VK","2016/08/11 08:47:18","新北市新莊區民安西路252巷31號附近"
"242016","AAC-296","2016/08/11 08:47:21","新北市新莊區中港路320號附近"
"242055","442-UM","2016/08/11 08:47:17","新北市新莊區瓊泰路63巷21弄9號附近"
"242047","349-TH","2016/08/11 08:47:26","新北市新莊區建安街121巷13號附近"
"242010","350-TH","2016/08/11 08:47:09","新北市新莊區中華路二段205巷10號附近"
"242018","415-TV","2016/08/11 08:47:26","新北市新莊區長青街37巷22弄3號附近"
"242040","441-UM","2016/08/11 08:47:28","新北市新莊區中正路694巷130號附近"
"242026","986-R7","2016/08/11 08:47:17","新北市新莊區幸福路836號附近"
"242022","615-BX","2016/08/11 08:47:17","新北市新莊區化成路568號附近"
"242057","362-BY","2016/08/11 08:47:11","新北市新莊區中正路891-17號附近"
"242030","566-BX","2016/08/11 08:47:10","新北市新莊區新泰路225巷4號附近"
"242024","612-BX","2016/08/11 08:47:18","新北市新莊區五工路93-1號附近(基地台定位)"
"242028","353-BY","2016/08/11 08:43:35","新北市新莊區中平路264號附近"
"242043","751-BX","2016/08/11 08:47:28","新北市新莊區中山路三段619號附近"
"242035","497-BY","2016/08/11 08:47:07","新北市新莊區建安街89號附近"
"242059","613-BX","2016/08/11 08:47:16","新北市新莊區四維路11號附近"
