"RouteID","StationId","EstimateTime","Memo"
"113","4002","26",""
"113","4003","27",""
"113","4004","28",""
"113","4005","28",""
"113","4006","30",""
"113","4007","31",""
"113","4008","31",""
"113","4009","33",""
"113","4010","34",""
"113","4011","35",""
"113","4012","35",""
"113","4013","36",""
"113","4014","37",""
"113","4015","38",""
"113","4016","38",""
"113","4017","39",""
"113","4018","39",""
"113","4019","41",""
"113","4020","42",""
"113","4021","42",""
"113","4022","44",""
"113","4023","45",""
"113","4024","46",""
"113","4025","46",""
"113","4026","47",""
"113","4027","47",""
"113","4028","49",""
"113","4029","49",""
"113","4030","51",""
"113","4031","51",""
"113","38997","54",""
"113","4032","55",""
"113","4033","56",""
"113","4034","56",""
"113","4035","58",""
"113","4036","60",""
"113","4037","60",""
"113","4038","62",""
"113","4039","63",""
"113","4040","64",""
"113","4041","65",""
"113","4042","65",""
"113","4043","66",""
"113","4044","67",""
"113","4045","69",""
"113","4046","70",""
"113","4047","72",""
"113","39650","73",""
"113","4048","74",""
"113","4049","76",""
"113","4050","77",""
"113","4051","78",""
"113","4052","79",""
"113","4053","80",""
"113","4054","84",""
"113","4055","87",""
"113","4082","90",""
"113","4083","91",""
"113","4084","92",""
"113","4085","94",""
"113","4086","2",""
"113","4087","3",""
"113","4088","4",""
"113","4089","5",""
"113","4090","7",""
"113","4091","8",""
"113","4092","9",""
"113","4093","10",""
"113","4094","10",""
"113","4095","11",""
"113","4096","12",""
"113","4097","13",""
"113","4098","14",""
"113","4099","16",""
"113","4100","18",""
"113","4101","19",""
"113","4102","20",""
"113","4103","21",""
"113","4104","22",""
"113","38998","23",""
"113","4106","24",""
"113","4107","25",""
"113","4108","26",""
"113","4109","28",""
"113","4110","29",""
"113","4111","30",""
"113","4112","31",""
"113","4113","31",""
"113","4114","32",""
"113","4115","33",""
"113","4116","33",""
"113","4117","35",""
"113","4118","35",""
"113","4119","37",""
"113","4120","38",""
"113","4121","38",""
"113","4122","39",""
"113","4124","40",""
"113","4125","41",""
"113","4126","42",""
"113","4127","43",""
"113","4128","44",""
"113","4129","46",""
"113","4130","46",""
"113","4131","48",""
"113","4132","49",""
"113","4133","50",""
"113","4134","51",""
"113","4135","52",""
"131","42274","6",""
"131","0372","10",""
"131","0373","10",""
"131","0374","11",""
"131","0375","12",""
"131","0376","13",""
"131","0377","15",""
"131","0378","17",""
"131","0379","18",""
"131","0380","20",""
"131","0381","24",""
"131","0382","25",""
"131","0383","26",""
"131","0384","27",""
"131","0385","28",""
"131","0386","30",""
"131","0387","31",""
"131","0388","33",""
"131","42275","34",""
"131","0389","36",""
"131","0390","37",""
"131","0391","38",""
"131","0392","39",""
"131","0393","40",""
"131","0394","41",""
"131","0395","42",""
"131","41313","42",""
"131","0396","43",""
"131","41314","44",""
"131","0397","44",""
"131","0398","45",""
"131","0399","46",""
"131","0400","47",""
"131","0401","48",""
"131","0402","48",""
"131","0403","49",""
"131","42276","51",""
"131","0404","53",""
"131","0405","55",""
"131","0406","55",""
"131","0407","56",""
"131","0408","58",""
"131","0409","60",""
"131","0410","61",""
"131","0411","62",""
"131","0412","65",""
"131","0413","66",""
"131","0414","68",""
"131","0415","70",""
"131","0416","71",""
"131","0417","72",""
"131","0418","73",""
"131","0419","74",""
"131","0420","75",""
"141","0289","56",""
"141","6602","60",""
"141","6603","1",""
"141","6604","2",""
"141","6605","2",""
"141","6606","3",""
"141","0017","4",""
"141","6607","6",""
"141","6608","6",""
"141","6609","7",""
"141","6610","8",""
"141","6611","8",""
"141","6612","8",""
"141","6613","9",""
"141","6614","11",""
"141","6615","12",""
"141","6616","13",""
"141","6617","14",""
"141","6618","16",""
"141","6619","16",""
"141","6620","21",""
"141","6621","23",""
"141","6622","28",""
"141","6626","32",""
"141","6627","33",""
"141","6628","35",""
"141","6629","36",""
"141","6630","37",""
"141","6631","38",""
"141","6632","38",""
"141","6633","39",""
"141","6634","40",""
"141","6635","41",""
"141","6636","41",""
"141","6637","42",""
"141","6639","43",""
"141","0018","45",""
"141","6640","45",""
"141","6641","46",""
"141","6642","46",""
"141","6643","47",""
"141","6644","48",""
"141","6645","51",""
"141","6646","51",""
"141","6647","52",""
"141","6648","54",""
"141","6649","55",""
"141","6650","56",""
"141","6651","57",""
"141","6652","57",""
"211","1479","17",""
"211","1480","3",""
"211","50575","4",""
"211","50574","5",""
"211","1483","13",""
"211","1484","15",""
"211","1485","16",""
"211","1486","19",""
"211","1487","20",""
"211","1488","22",""
"211","1489","22",""
"211","1490","24",""
"211","1491","26",""
"211","1492","29",""
"211","1493","30",""
"211","1494","31",""
"211","1495","32",""
"211","1496","34",""
"211","1497","35",""
"211","1498","36",""
"211","1499","36",""
"211","1500","37",""
"211","1501","38",""
"211","1502","38",""
"211","39067","39",""
"211","1503","41",""
"211","1504","42",""
"211","1505","43",""
"211","1506","45",""
"211","1507","47",""
"211","1508","48",""
"211","1509","50",""
"211","1510","50",""
"211","1511","52",""
"211","1512","53",""
"211","1513","54",""
"211","1514","56",""
"211","1515","57",""
"211","1516","58",""
"211","1517","59",""
"211","1518","59",""
"211","1519","60",""
"211","1520","62",""
"211","1521","64",""
"211","1522","65",""
"211","1523","66",""
"211","1524","67",""
"211","1525","69",""
"211","1526","69",""
"211","1527","70",""
"211","1528","71",""
"211","1529","72",""
"211","1530","73",""
"211","1531","74",""
"211","1532","76",""
"211","1533","77",""
"211","1534","78",""
"211","1535","79",""
"211","1537","80",""
"211","1538","81",""
"211","1422","-1","未發車"
"211","1423","-1","未發車"
"211","1424","-1","未發車"
"211","1425","-1","未發車"
"211","1426","-1","未發車"
"211","1427","-1","未發車"
"211","1428","-1","未發車"
"211","1429","-1","未發車"
"211","1430","-1","未發車"
"211","1431","-1","未發車"
"211","1432","-1","未發車"
"211","1433","-1","未發車"
"211","1434","1",""
"211","1435","3",""
"211","1436","4",""
"211","1437","4",""
"211","1438","5",""
"211","1439","8",""
"211","1440","9",""
"211","1442","10",""
"211","1443","11",""
"211","1444","12",""
"211","1445","1",""
"211","1446","2",""
"211","1447","3",""
"211","1448","4",""
"211","1449","5",""
"211","1450","5",""
"211","1451","6",""
"211","1452","9",""
"211","1453","11",""
"211","1454","11",""
"211","1455","12",""
"211","1456","13",""
"211","1457","14",""
"211","1458","15",""
"211","1459","15",""
"211","1460","16",""
"211","1461","17",""
"211","1462","1",""
"211","1463","2",""
"211","1464","3",""
"211","1465","4",""
"211","1466","6",""
"211","1467","7",""
"211","1468","9",""
"211","1469","10",""
"211","1470","11",""
"211","1471","13",""
"211","1472","2",""
"211","1473","3",""
"211","1474","4",""
"211","1475","5",""
"211","1476","8",""
"211","1477","9",""
"211","1478","14",""
"5312","7470","19",""
"5312","7471","21",""
"5312","7472","22",""
"5312","7473","24",""
"5312","7474","25",""
"5312","7475","28",""
"5312","7476","30",""
"5312","7477","32",""
"5312","7478","32",""
"5312","7479","1",""
"5312","7480","3",""
"5312","7481","5",""
"5312","7482","6",""
"5312","7483","8",""
"5312","7484","8",""
"5312","7485","9",""
"5312","7486","10",""
"5312","7487","12",""
"5312","7451","-1","未發車"
"5312","7452","-1","未發車"
"5312","7453","-1","未發車"
"5312","7454","-1","未發車"
"5312","7455","-1","未發車"
"5312","7456","-1","未發車"
"5312","7457","2",""
"5312","7458","3",""
"5312","7459","5",""
"5312","7460","6",""
"5312","7461","7",""
"5312","7462","8",""
"5312","7463","9",""
"5312","7464","12",""
"5312","7465","12",""
"5312","7466","14",""
"5312","7467","15",""
"5312","7468","16",""
"5312","7469","17",""
"5230","2205","26",""
"5230","2206","27",""
"5230","2207","29",""
"5230","2208","31",""
"5230","2209","32",""
"5230","2210","32",""
"5230","2211","32",""
"5230","2212","33",""
"5230","2213","34",""
"5230","2214","35",""
"5230","2215","36",""
"5230","2216","37",""
"5230","2217","37",""
"5230","2218","38",""
"5230","2219","38",""
"5230","2220","40",""
"5230","2221","43",""
"5230","40511","43",""
"5230","2222","47",""
"5230","2223","48",""
"5230","2224","48",""
"5230","2225","49",""
"5230","2226","51",""
"5230","2227","52",""
"5230","3486","53",""
"5230","2181","-1","未發車"
"5230","2182","-1","未發車"
"5230","3485","-1","未發車"
"5230","2183","-1","未發車"
"5230","2184","1",""
"5230","2185","3",""
"5230","2186","4",""
"5230","40510","4",""
"5230","2187","5",""
"5230","2188","5",""
"5230","2189","7",""
"5230","2190","8",""
"5230","2191","8",""
"5230","2192","9",""
"5230","2193","10",""
"5230","2194","11",""
"5230","2195","11",""
"5230","2196","14",""
"5230","2197","15",""
"5230","2198","16",""
"5230","2199","17",""
"5230","2200","17",""
"5230","2201","18",""
"5230","2202","20",""
"5230","2203","21",""
"5230","2204","23",""
"226","10661","-1","未發車"
"226","10662","-1","未發車"
"226","10663","-1","未發車"
"226","10664","-1","未發車"
"226","10665","-1","未發車"
"226","10666","-1","未發車"
"226","10667","0",""
"226","10668","0",""
"226","10669","2",""
"226","10670","2",""
"226","10671","4",""
"226","10672","4",""
"226","10673","5",""
"226","10674","6",""
"226","10675","8",""
"226","10676","10",""
"226","10677","11",""
"226","41368","0",""
"226","41370","0",""
"226","10678","13",""
"226","10679","14",""
"226","10680","15",""
"226","10681","15",""
"226","10682","16",""
"226","10683","16",""
"226","10684","17",""
"226","10685","18",""
"226","10686","18",""
"226","10687","18",""
"226","10688","19",""
"226","10689","20",""
"226","10690","20",""
"226","10691","21",""
"226","10692","21",""
"226","10693","22",""
"226","10694","22",""
"226","10695","23",""
"226","10696","24",""
"226","10697","24",""
"226","10698","2",""
"226","10699","2",""
"226","10700","3",""
"226","10701","3",""
"226","10702","4",""
"226","10703","5",""
"226","10704","5",""
"226","10705","6",""
"226","10706","6",""
"226","10707","7",""
"226","10708","7",""
"226","10709","7",""
"226","10710","8",""
"226","10711","8",""
"226","10712","9",""
"226","10713","10",""
"226","10714","10",""
"226","10715","11",""
"226","10716","12",""
"226","41371","1",""
"226","41369","2",""
"226","10717","7",""
"226","10718","8",""
"226","10719","9",""
"226","10720","10",""
"226","10721","11",""
"226","10722","12",""
"226","10723","12",""
"226","10724","14",""
"226","10725","2",""
"226","10726","3",""
"226","10727","4",""
"226","10728","5",""
"226","10729","5",""
"226","10730","7",""
"226","10731","8",""
"226","10732","9",""
"190","14871","36",""
"190","14872","38",""
"190","14873","38",""
"190","14874","40",""
"190","14875","42",""
"190","14876","42",""
"190","14877","43",""
"190","14878","44",""
"190","14879","45",""
"190","14880","45",""
"190","14881","46",""
"190","14882","46",""
"190","14883","47",""
"190","4553","47",""
"190","14884","48",""
"190","14885","49",""
"190","14886","49",""
"190","14887","50",""
"190","14888","50",""
"190","14889","51",""
"190","14890","51",""
"190","14891","52",""
"190","14892","52",""
"190","14893","53",""
"190","14894","53",""
"190","14895","54",""
"190","14896","55",""
"190","14897","55",""
"190","14898","56",""
"190","14899","56",""
"190","14900","57",""
"190","1549","2",""
"190","14901","2",""
"190","14902","5",""
"190","14903","7",""
"190","14904","7",""
"190","14905","7",""
"190","14906","8",""
"190","14907","8",""
"190","14908","9",""
"190","1550","9",""
"190","14909","9",""
"190","14910","10",""
"190","14911","10",""
"190","14912","11",""
"190","14913","11",""
"190","14914","11",""
"190","14915","12",""
"190","14916","12",""
"190","14917","13",""
"190","14918","13",""
"190","14919","14",""
"190","14920","14",""
"190","14921","17",""
"190","14922","17",""
"190","14923","18",""
"190","14924","18",""
"190","14925","19",""
"190","0015","20",""
"190","14926","20",""
