FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
X0405655,嘉華大飯店有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0.006,公噸,完成核算
X0405575,衛生福利部澎湖老人之家,2016年第2季,0.001,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
X0405128,和順企業行,2016年第2季,0.007,公噸,0,公噸,0.171,公噸,0.119,公噸,完成核算
X0405093,皓仁預拌企業有限公司,2016年第2季,0,公噸,2.4,公噸,0,公噸,0,公噸,完成申報
X0402341,豪信預拌混凝土有限公司,2016年第2季,0,公噸,0.026,公噸,0,公噸,0,公噸,完成申報
X0402243,興周造船廠,2016年第2季,0.019,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0402038,澎興造船廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0402010,昇億船舶工業股份有限公司,2016年第2季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0402001,行政院農業委員會水產試驗所澎湖海洋生物研究中心馬公試驗場,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0401906,中鼎豆類食品工廠,2016年第2季,0,公噸,0,公噸,0.043,公噸,0.03,公噸,完成核算
X0401862,寰一實業有限公司,2016年第2季,0,公噸,0,公噸,0.171,公噸,0.119,公噸,完成核算
X0401728,佳期企業股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0.007,公噸,完成核算
X0401719,勝國大飯店股份有限公司,2016年第2季,0,公噸,0,公噸,0.036,公噸,0.025,公噸,完成核算
X0401657,澎湖縣馬公市中興國民小學,2016年第2季,0,公噸,0,公噸,0.015,公噸,0.002,公噸,完成核算
X0401639,澎湖縣馬公市中正國民小學,2016年第2季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算
X0401586,台灣電力股份有限公司澎湖區營業處虎井發電廠,2016年第2季,0.006,公噸,0,公噸,0.002,公噸,7.403,公噸,完成核算
X0401577,華勇預拌混凝土有限公司,2016年第2季,0,公噸,1.51,公噸,0,公噸,0,公噸,完成申報
X0401559,龍峰預拌混凝土有限公司,2016年第2季,0,公噸,1.939,公噸,0,公噸,0,公噸,完成季登錄確認
X0400132,寶華大飯店股份有限公司,2016年第2季,0,公噸,0,公噸,0.001,公噸,0.007,公噸,完成核算
X0400061,郁洲瀝青工業有限公司,2016年第2季,0,公噸,0.228,公噸,0.004,公噸,0.002,公噸,完成核算(粒狀物核算中)
W0804065,華邦企業社,2016年第2季,0.002,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0803559,台灣電力股份有限公司塔山發電廠麒麟分廠,2016年第2季,0.01,公噸,0.468,公噸,0.176,公噸,30.68,公噸,完成核算
W0803264,開利汽車保養廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0803255,發福車行,2016年第2季,0.002,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0803059,發美營造有限公司,2016年第2季,0.008,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0605446,明興汽車行,2016年第2季,0.022,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603693,東林汽車修護保養廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603675,金門遠東酒廠股份有限公司,2016年第2季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603666,振弘,2016年第2季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0603540,金門縣殯葬管理所,2016年第2季,0.002,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0600021,金門酒廠實業股份有限公司金寧廠,2016年第2季,79.054,公噸,1.39,公噸,0.144,公噸,3.847,公噸,完成核算
W0505245,信源汽車,2016年第2季,0.003,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0505236,穎哲企業社,2016年第2季,0.003,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0504775,台灣電力股份有限公司塔山發電廠,2016年第2季,0.065,公噸,8.498,公噸,79.176,公噸,894.368,公噸,完成核算
W0503858,信華洗衣店,2016年第2季,0.2,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503849,譽都汽車有限公司,2016年第2季,0.002,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503821,海濱乾洗中心,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503803,永升汽車有限公司,2016年第2季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503796,全進汽車股份有限公司,2016年第2季,0.022,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0503787,快潔洗衣店,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0500053,浯江大飯店股份有限公司,2016年第2季,0,公噸,0,公噸,0.003,公噸,0.05,公噸,完成核算
W0500026,金門宏玻陶瓷股份有限公司,2016年第2季,0.065,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0500017,金門酒廠實業股份有限公司金城廠,2016年第2季,30.662,公噸,1.819,公噸,0.138,公噸,2.536,公噸,完成核算
W0406407,金門華龍酒廠股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0405571,金門浯江酒廠實業股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0405035,堡鋒實業有限公司,2016年第2季,0.024,公噸,0,公噸,0.005,公噸,0.006,公噸,完成核算
W0404930,台灣電力股份有限公司塔山發電廠夏興分廠,2016年第2季,0.106,公噸,0.8,公噸,0.291,公噸,57.307,公噸,完成核算
W0404912,金三榮工程股份有限公司土石方資源堆置處理場,2016年第2季,0,公噸,0.363,公噸,0,公噸,0,公噸,完成季登錄確認
W0404725,雨宙實業股份有限公司,2016年第2季,0.06,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0404627,金門皇家酒廠股份有限公司,2016年第2季,3.975,公噸,0.194,公噸,0.026,公噸,0.168,公噸,完成核算
W0403960,逢春車行,2016年第2季,0.005,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403951,輝煌汽車行,2016年第2季,0.057,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403933,金門大順酒廠股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403915,伸倫汽車材料行,2016年第2季,0.003,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403899,金門縣金門日報社,2016年第2季,0.288,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403666,台灣中油公司油品行銷事業部高雄營業處金馬行銷中心,2016年第2季,0.607,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403611,酒鄉股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0403577,金門縣動植物防疫所,2016年第2季,0.007,公噸,0,公噸,0.038,公噸,0.063,公噸,完成核算
W0400156,金三榮工程股份有限公司太湖廠,2016年第2季,0.022,公噸,2.224,公噸,0.12,公噸,0.079,公噸,完成核算
W0400049,和發水泥瀝青預拌廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
W0400021,金門縣陶瓷廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
V9000010,臺灣電力股份有限公司台東區營業處蘭嶼發電廠,2016年第2季,0.043,公噸,1.39,公噸,0.112,公噸,31.054,公噸,完成申報
V8903021,東宏行正興廠,2016年第2季,0,公噸,3.632,公噸,0,公噸,0,公噸,完成季登錄確認
V8803491,根基營造股份有限公司-台9線南迴公路安朔至草埔段C1橋梁標(0K+000~6K+300)新建工程,2016年第2季,0,公噸,3.653,公噸,0,公噸,0,公噸,申報補件
V8803393,互助營造股份有限公司-「台9線南迴公路安朔至草埔段C2隧道標(6k+300-11K+006)新建工程,2016年第2季,0,公噸,2.046,公噸,0,公噸,0,公噸,完成季登錄確認
V8703629,弘大開發企業股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V8703076,東山砂石股份有限公司,2016年第2季,0,公噸,0.761,公噸,0,公噸,0,公噸,完成季登錄確認
V8500020,臺灣電力股份有限公司台東區營業處綠島發電廠,2016年第2季,0.032,公噸,1.42,公噸,0.083,公噸,34.321,公噸,完成申報
V8403115,嘉美洗衣店,2016年第2季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算
V8403099,顥堅有限公司東欣廠,2016年第2季,0,公噸,1.826,公噸,0,公噸,0,公噸,完成季登錄確認
V8403080,善若水股份有限公司台東池上工場,2016年第2季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,完成核算
V8400196,灝業採石場,2016年第2季,0,公噸,5.407,公噸,0,公噸,0,公噸,完成季登錄確認
V8304313,法務部矯正署台東戒治所,2016年第2季,0,公噸,0,公噸,0,公噸,0.029,公噸,完成申報
V8303263,脫線農產行,2016年第2季,0,公噸,0,公噸,0.034,公噸,0.024,公噸,完成申報
V8300093,鹿原砂石場,2016年第2季,0,公噸,2.104,公噸,0,公噸,0,公噸,完成季登錄確認
V8203188,臺東縣長濱鄉長濱漁港,2016年第2季,0,公噸,0.653,公噸,0,公噸,0,公噸,完成季登錄確認
V8103263,臺東縣東河鄉金樽漁港,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
V8004176,祥興砂石行,2016年第2季,0,公噸,11.703,公噸,0,公噸,0,公噸,完成季登錄確認
V8000089,礐興企業股份有限公司太麻里廠,2016年第2季,0,公噸,9.326,公噸,0,公噸,0,公噸,完成季登錄確認
V8000061,台東地區農會食品加工廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V8000052,鴻達實業股份有限公司,2016年第2季,0.125,公噸,0.749,公噸,0.323,公噸,0.322,公噸,完成申報
V7903107,臺東縣大武鄉大武漁港,2016年第2季,0,公噸,0.653,公噸,0,公噸,0,公噸,完成季登錄確認
V7900142,立原興業股份有限公司大武廠,2016年第2季,0,公噸,0.717,公噸,0,公噸,0,公噸,完成季登錄確認
V7900124,兄弟砂石場,2016年第2季,0,公噸,2.433,公噸,0,公噸,0,公噸,申報補件
V7900026,久明企業有限公司大武廠,2016年第2季,0,公噸,28.24,公噸,0,公噸,0,公噸,完成季登錄確認
V7805615,檜富旺有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0.007,公噸,完成申報
V7805517,宗和食品有限公司 ?,2016年第2季,0,公噸,0,公噸,0,公噸,0.006,公噸,完成申報
V7805437,蜜月四季餐旅購有限公司知本金聯世紀酒店分公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V7805295,陸軍台東地區指揮部及本部連,2016年第2季,0,公噸,0,公噸,0,公噸,0.015,公噸,完成核算
V7803577,明峰林木業有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7803380,超能生化科技股份有限公司台東分公司初鹿牧場,2016年第2季,0,公噸,0,公噸,0.103,公噸,0.071,公噸,完成申報
V7803175,台東縣農會東遊季溫泉渡假村,2016年第2季,0,公噸,0,公噸,0.668,公噸,0.376,公噸,完成核算
V7800423,法務部矯正署東成技能訓練所,2016年第2季,0,公噸,0,公噸,0.162,公噸,0.112,公噸,完成核算
V77A0985,山水居飯店股份有限公司,2016年第2季,0,公噸,0,公噸,0.019,公噸,0.013,公噸,完成申報
V7703330,俊發砂石場二廠,2016年第2季,0,公噸,3.35,公噸,0,公噸,0,公噸,完成季登錄確認
V7703269,山水軒渡假村飯店,2016年第2季,0,公噸,0,公噸,0.171,公噸,0.119,公噸,完成申報
V7700295,俊發砂石場,2016年第2季,0,公噸,8.07,公噸,0,公噸,0,公噸,完成季登錄確認
V7700035,忠鴻瀝青廠股份有限公司溪埔廠,2016年第2季,0.005,公噸,0.632,公噸,0.014,公噸,0.01,公噸,完成申報
V7603531,台東縣成功鎮火葬場,2016年第2季,0,公噸,0,公噸,0.003,公噸,0.035,公噸,完成申報
V7603111,正群實業股份有限公司,2016年第2季,0,公噸,0.294,公噸,0,公噸,0,公噸,完成季登錄確認
V7603068,展憲企業有限公司,2016年第2季,0,公噸,7.91,公噸,0,公噸,0,公噸,完成季登錄確認
V7600423,晉誠有限公司,2016年第2季,0,公噸,0.268,公噸,0,公噸,0,公噸,完成季登錄確認
V7600049,美而潔洗衣店,2016年第2季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7600030,成功機械洗衣店,2016年第2季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
V75B0982,綺麗洗衣工廠有限公司,2016年第2季,0,公噸,0,公噸,0.285,公噸,0.198,公噸,完成申報
V75B0071,松揚餐飲股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成申報
V75A8731,惠捷實業有限公司台東分公司,2016年第2季,0,公噸,0,公噸,0.289,公噸,0.246,公噸,完成申報
V75A8662,桂田璽悅酒店股份有限公司,2016年第2季,0,公噸,0,公噸,0.022,公噸,0.273,公噸,完成核算
V75A7842,宏騰砂石有限公司,2016年第2季,0,公噸,1.669,公噸,0,公噸,0,公噸,完成季登錄確認
V75A7753,台東縣農會飼料廠,2016年第2季,0,公噸,2.109,公噸,0.264,公噸,0.183,公噸,完成核算
V75A7723,旗魚金典商務大飯店股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0.012,公噸,完成核算
V75A4888,瑞晟砂石有限公司,2016年第2季,0,公噸,5.256,公噸,0,公噸,0,公噸,完成季登錄確認
V75A4531,漢岱汽車有限公司,2016年第2季,0.014,公噸,0,公噸,0,公噸,0,公噸,完成核算
V75A3969,陽宸企業有限公司,2016年第2季,0,公噸,13.029,公噸,0.585,公噸,0.631,公噸,完成申報
V75A3870,東茂屠宰場,2016年第2季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
V75A3840,開達休閒開發股份有限公司,2016年第2季,0,公噸,0,公噸,0.114,公噸,0.079,公噸,完成核算
V75A3474,鈜業企業有限公司,2016年第2季,0,公噸,1079.752,公噸,0,公噸,0,公噸,完成補件
V75A2703,台東縣台東市殯葬管理所,2016年第2季,0,公噸,0,公噸,0,公噸,40.563,公噸,完成申報
V75A2090,深盈汽車保養廠股份有限公司,2016年第2季,0.083,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7506742,連誠汽車股份有限公司,2016年第2季,0.113,公噸,0,公噸,0.01,公噸,0.007,公噸,完成核算
V7506313,娜路彎大酒店股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7506304,明德豆沙廠,2016年第2季,0,公噸,0,公噸,0.008,公噸,0.005,公噸,完成核算
V7506288,早點大王,2016年第2季,0,公噸,0,公噸,0.066,公噸,0.046,公噸,完成核算
V7506233,東之鄉洗衣有限公司,2016年第2季,0,公噸,0,公噸,0.665,公噸,0.461,公噸,完成核算
V7504999,益源砂石有限公司,2016年第2季,0,公噸,0.394,公噸,0,公噸,0,公噸,完成季登錄確認
V7504962,葉堂鑫,2016年第2季,0,公噸,0,公噸,0.023,公噸,0.016,公噸,完成核算
V7504944,林珍唐,2016年第2季,0,公噸,0,公噸,0.038,公噸,0.026,公噸,完成核算
V7504926,復盛食品廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504917,新馨股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504873,上勇開發有限公司,2016年第2季,0,公噸,0.149,公噸,0,公噸,0,公噸,完成季登錄確認
V7504775,東輝屠宰場,2016年第2季,0,公噸,0,公噸,0,公噸,0.004,公噸,完成核算
V7504720,澄憶企業有限公司,2016年第2季,0,公噸,0.12,公噸,0,公噸,0,公噸,完成季登錄確認
V7504711,佛昀企業有限公司,2016年第2季,0,公噸,1.109,公噸,0,公噸,0,公噸,完成季登錄確認
V7504659,富甲屠宰場,2016年第2季,0,公噸,0,公噸,0,公噸,0.004,公噸,完成核算
V7504542,儷珍洗衣店,2016年第2季,0.15,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504533,家新洗衣店,2016年第2季,0.05,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504515,阿信洗衣部,2016年第2季,0.05,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504480,全麗潔洗衣店,2016年第2季,0.15,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504462,明潔洗衣店,2016年第2季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504453,麗新快洗,2016年第2季,0.05,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504444,高尚洗衣店,2016年第2季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7504060,永固企業社,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
V7503876,鴻進汽車有限公司,2016年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7502762,欣統食品行,2016年第2季,0,公噸,0,公噸,0.002,公噸,0.048,公噸,完成核算
V7502575,佰新順企業股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
V7502502,福昌行,2016年第2季,0,公噸,0,公噸,0.006,公噸,0.004,公噸,完成核算
V7502486,國都商務旅館,2016年第2季,0,公噸,0,公噸,0.008,公噸,0.005,公噸,完成核算
V7502253,英倫旅店,2016年第2季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
V7502244,金龍大旅社,2016年第2季,0,公噸,0,公噸,0.008,公噸,0.005,公噸,完成核算
V7502217,世紀旅社,2016年第2季,0,公噸,0,公噸,0.008,公噸,0.005,公噸,完成核算
V7502182,統一旅社,2016年第2季,0,公噸,0,公噸,0.011,公噸,0.008,公噸,完成核算
V7502173,金安旅社,2016年第2季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算
V7502093,新福治大旅社,2016年第2季,0,公噸,0,公噸,0.017,公噸,0.012,公噸,完成核算
V7502020,旅行家商務會館,2016年第2季,0,公噸,0,公噸,0.004,公噸,0.003,公噸,完成核算
V7502002,皇冠大旅社,2016年第2季,0,公噸,0,公噸,0.004,公噸,0.003,公噸,完成核算
V7501952,聯亞大飯店有限公司,2016年第2季,0,公噸,0,公噸,0.034,公噸,0.024,公噸,完成核算
V7501916,空軍第七三七戰術戰鬥機聯隊,2016年第2季,0,公噸,0,公噸,0.002,公噸,0.031,公噸,完成申報
V7501907,法務部矯正署岩灣技能訓練所,2016年第2季,0,公噸,0,公噸,0.19,公噸,0.132,公噸,完成核算
V7501836,興東園大旅社股份有限公司,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7501783,賴永美飼料股份有限公司,2016年第2季,0,公噸,3.671,公噸,0.026,公噸,0.018,公噸,完成核算(粒狀物核算中)
V7501621,有豪企業有限公司,2016年第2季,0,公噸,0,公噸,0.012,公噸,0.265,公噸,完成核算
V7501612,仲捷股份有限公司,2016年第2季,0,公噸,0,公噸,0.665,公噸,0.461,公噸,完成核算
V7501498,太煌企業有限公司,2016年第2季,0,公噸,0.004,公噸,0,公噸,0,公噸,完成季登錄確認
V7501489,佛育企業股份有限公司吉林廠,2016年第2季,0,公噸,9.813,公噸,0,公噸,0,公噸,申報補件
V7501470,本上企業有限公司,2016年第2季,0,公噸,1.981,公噸,0,公噸,0,公噸,申報補件
V7501452,仁福汽車股份有限公司,2016年第2季,0.018,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7501425,國源汽車股份有限公司臺東分公司,2016年第2季,0.217,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7501381,東部汽車股份有限公司台東分公司,2016年第2季,0.231,公噸,0,公噸,0.196,公噸,0.136,公噸,完成核算
V7501372,匯豐汽車股份有限公司,2016年第2季,0.13,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7501327,裕發汽車修理工廠,2016年第2季,0.042,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7501032,台東縣肉品市場股份有限公司,2016年第2季,0,公噸,0,公噸,0.095,公噸,0.066,公噸,完成核算
V7500857,馬偕紀念醫院台東分院,2016年第2季,0,公噸,0.021,公噸,0.38,公噸,0.264,公噸,完成核算
V7500777,中華紙漿股份有限公司台東廠,2016年第2季,0.003,公噸,16.98,公噸,26.835,公噸,27.919,公噸,完成申報
V7500704,寶麗晶快洗中心,2016年第2季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7500697,寶桑洗衣店,2016年第2季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7500660,興東興業股份有限公司,2016年第2季,0,公噸,6.753,公噸,0,公噸,0,公噸,完成季登錄確認
V7500580,新光洗衣部,2016年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7500553,順成洗衣部,2016年第2季,0.038,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7500393,美好洗衣店,2016年第2季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7500348,華利洗衣店,2016年第2季,0.04,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7500277,東光洗衣店,2016年第2季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算
V7500222,快潔自助洗衣店,2016年第2季,0.01,公噸,0,公噸,0,公噸,0,公噸,完成核算
U9903255,弘華砂石股份有限公司,2016年第2季,0,公噸,0.647,公噸,0,公噸,0,公噸,完成季登錄確認
U9900487,瑞岡砂石瀝青混凝土廠,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
U97A0049,鈺峻興業有限公司,2016年第2季,0,公噸,0.892,公噸,0,公噸,0,公噸,完成季登錄確認
U97A0039,花蓮縣光豐地區農會肉品加工場,2016年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
U9700245,立順瀝青有限公司,2016年第2季,0.084,公噸,1.434,公噸,0.621,公噸,0.464,公噸,完成核算(粒狀物核算中)
U9700218,政旺企業股份有限公司,2016年第2季,0,公噸,3.02,公噸,0,公噸,0,公噸,完成季登錄確認
U9700058,日豐窯業股份有限公司,2016年第2季,0.309,公噸,17.327,公噸,1.577,公噸,3.699,公噸,完成核算
U96A0094,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院及老人照顧社區,2016年第2季,0,公噸,0,公噸,0.298,公噸,0.218,公噸,完成核算
U9604328,木村屠宰場,2016年第2季,0,公噸,0,公噸,0.01,公噸,0.007,公噸,完成核算
U9604079,衛生福利部玉里醫院溪口精神護理之家,2016年第2季,0,公噸,0,公噸,0,公噸,0.006,公噸,完成核算
U9601121,遠雄悅來大飯店股份有限公司,2016年第2季,0,公噸,0,公噸,0.001,公噸,0.135,公噸,完成核算
U9601032,鳳勝實業股份有限公司壽豐廠,2016年第2季,0,公噸,8.64,公噸,0,公噸,0,公噸,完成補件
U9600124,台鼎水泥製品股份有限公司,2016年第2季,0,公噸,0,公噸,0.114,公噸,0.079,公噸,完成核算
