SiteName,MonitorDate,Concentration,ItemUnit
馬公,2016-07-29,15,μg/m3
金門,2016-07-29,40,μg/m3
馬祖,2016-07-29,28,μg/m3
宜蘭,2016-07-29,16,μg/m3
陽明,2016-07-29,19,μg/m3
花蓮,2016-07-29,16,μg/m3
臺東,2016-07-29,14,μg/m3
恆春,2016-07-29,13,μg/m3
屏東,2016-07-29,16,μg/m3
前金,2016-07-29,13,μg/m3
美濃,2016-07-29,12,μg/m3
臺南,2016-07-29,12,μg/m3
新營,2016-07-29,12,μg/m3
嘉義,2016-07-29,11,μg/m3
朴子,2016-07-29,14,μg/m3
斗六,2016-07-29,14,μg/m3
南投,2016-07-29,14,μg/m3
彰化,2016-07-29,14,μg/m3
忠明,2016-07-29,15,μg/m3
豐原,2016-07-29,,μg/m3
三義,2016-07-29,19,μg/m3
苗栗,2016-07-29,19,μg/m3
新竹,2016-07-29,21,μg/m3
竹東,2016-07-29,21,μg/m3
平鎮,2016-07-29,,μg/m3
桃園,2016-07-29,28,μg/m3
萬華,2016-07-29,22,μg/m3
士林,2016-07-29,21,μg/m3
板橋,2016-07-29,25,μg/m3
汐止,2016-07-29,22,μg/m3
基隆,2016-07-29,17,μg/m3
馬公,2016-07-26,11,μg/m3
金門,2016-07-26,14,μg/m3
馬祖,2016-07-26,18,μg/m3
宜蘭,2016-07-26,12,μg/m3
陽明,2016-07-26,23,μg/m3
花蓮,2016-07-26,11,μg/m3
臺東,2016-07-26,10,μg/m3
恆春,2016-07-26,15,μg/m3
屏東,2016-07-26,15,μg/m3
前金,2016-07-26,13,μg/m3
美濃,2016-07-26,16,μg/m3
臺南,2016-07-26,13,μg/m3
新營,2016-07-26,13,μg/m3
嘉義,2016-07-26,16,μg/m3
朴子,2016-07-26,14,μg/m3
斗六,2016-07-26,20,μg/m3
南投,2016-07-26,24,μg/m3
彰化,2016-07-26,23,μg/m3
忠明,2016-07-26,22,μg/m3
豐原,2016-07-26,20,μg/m3
三義,2016-07-26,21,μg/m3
苗栗,2016-07-26,18,μg/m3
新竹,2016-07-26,20,μg/m3
竹東,2016-07-26,20,μg/m3
平鎮,2016-07-26,,μg/m3
桃園,2016-07-26,26,μg/m3
萬華,2016-07-26,24,μg/m3
士林,2016-07-26,23,μg/m3
板橋,2016-07-26,26,μg/m3
汐止,2016-07-26,29,μg/m3
基隆,2016-07-26,22,μg/m3
馬公,2016-07-23,9,μg/m3
金門,2016-07-23,25,μg/m3
馬祖,2016-07-23,21,μg/m3
宜蘭,2016-07-23,13,μg/m3
陽明,2016-07-23,19,μg/m3
花蓮,2016-07-23,8,μg/m3
臺東,2016-07-23,9,μg/m3
恆春,2016-07-23,5,μg/m3
屏東,2016-07-23,13,μg/m3
前金,2016-07-23,10,μg/m3
美濃,2016-07-23,11,μg/m3
臺南,2016-07-23,9,μg/m3
新營,2016-07-23,9,μg/m3
嘉義,2016-07-23,12,μg/m3
朴子,2016-07-23,10,μg/m3
斗六,2016-07-23,13,μg/m3
南投,2016-07-23,17,μg/m3
彰化,2016-07-23,17,μg/m3
忠明,2016-07-23,16,μg/m3
豐原,2016-07-23,18,μg/m3
三義,2016-07-23,17,μg/m3
苗栗,2016-07-23,16,μg/m3
新竹,2016-07-23,15,μg/m3
竹東,2016-07-23,18,μg/m3
平鎮,2016-07-23,19,μg/m3
桃園,2016-07-23,21,μg/m3
萬華,2016-07-23,20,μg/m3
士林,2016-07-23,19,μg/m3
板橋,2016-07-23,23,μg/m3
汐止,2016-07-23,25,μg/m3
基隆,2016-07-23,21,μg/m3
馬公,2016-07-20,8,μg/m3
金門,2016-07-20,9,μg/m3
馬祖,2016-07-20,11,μg/m3
宜蘭,2016-07-20,11,μg/m3
陽明,2016-07-20,10,μg/m3
花蓮,2016-07-20,6,μg/m3
臺東,2016-07-20,6,μg/m3
恆春,2016-07-20,4,μg/m3
屏東,2016-07-20,12,μg/m3
前金,2016-07-20,11,μg/m3
美濃,2016-07-20,13,μg/m3
臺南,2016-07-20,11,μg/m3
新營,2016-07-20,11,μg/m3
嘉義,2016-07-20,9,μg/m3
朴子,2016-07-20,11,μg/m3
斗六,2016-07-20,12,μg/m3
