"lineid","car","time","location","longitude","latitude"
"248005","653-BX","2016/10/24 06:59:29","新北市五股區更洲路47-1號","121.453848333333","25.078435"
"232012","076-UY","2016/10/24 06:59:07","新北市坪林區黃舉皮寮8-1號","121.689203333333","24.936265"
"232005","290-BY","2016/10/24 06:59:34","新北市坪林區魚堀17-8號","121.703013333333","24.9180966666667"
"232001","291-BY","2016/10/24 06:59:42","新北市坪林區桶盤嶼7-1號","121.710356666667","24.9536966666667"
"232010","375-UM","2016/10/24 06:59:38","新北市坪林區水聳淒坑24號","121.717515","24.9238583333333"
"232017","758-BX","2016/10/24 06:59:06","新北市坪林區九芎坑2號","121.723215","24.9663166666667"
"222005","289-BY","2016/10/24 06:59:50","新北市深坑區平埔街22巷19號","121.614656666667","25.0008416666667"
"223006","022-BY","2016/10/24 06:59:41","新北市石碇區八分寮55-3號","121.64471","25.01344"
"223007","437-BY","2016/10/24 06:59:33","新北市石碇區雙溪84-1號","121.661266666667","25.0088766666667"
"223004","660-BX","2016/10/24 06:59:49","新北市石碇區碇坪路一段60號","121.657166666667","24.9916116666667"
"223005","677-TV","2016/10/24 06:59:45","新北市石碇區碇坪路一段66號","121.65726","24.9915333333333"
"252006","050-UM","2016/10/24 06:59:36","新北市三芝區古庄里山豬堀2-2號","121.49962","25.2490283333333"
"236007","165-UM","2016/10/24 06:59:38","新北市土城區永寧路20-1號","121.429828333333","24.9615366666667"
"242001","491-QN","2016/10/24 06:59:29","新北市新莊區新泰路354號","121.444693333333","25.0425966666667"
