"RouteID","StationId","EstimateTime","Memo"
"113","4082","42",""
"113","4083","44",""
"113","4084","44",""
"113","4085","47",""
"113","4086","48",""
"113","4087","49",""
"113","4088","51",""
"113","4089","52",""
"113","4090","54",""
"113","4091","2",""
"113","4092","4",""
"113","4093","4",""
"113","4094","5",""
"113","4095","6",""
"113","4096","7",""
"113","4097","9",""
"113","4098","10",""
"113","4099","12",""
"113","4100","13",""
"113","4101","15",""
"113","4102","16",""
"113","4103","17",""
"113","4104","18",""
"113","38998","18",""
"113","4106","20",""
"113","4107","22",""
"113","4108","23",""
"113","4109","24",""
"113","4110","25",""
"113","4111","26",""
"113","4112","26",""
"113","4113","27",""
"113","4114","27",""
"113","4115","28",""
"113","4116","29",""
"113","4117","30",""
"113","4118","30",""
"113","4119","31",""
"113","4120","32",""
"113","4121","32",""
"113","4122","33",""
"113","4124","35",""
"113","4125","36",""
"113","4126","37",""
"113","4127","39",""
"113","4128","39",""
"113","4129","42",""
"113","4130","42",""
"113","4131","44",""
"113","4132","45",""
"113","4133","46",""
"113","4134","47",""
"113","4135","49",""
"113","4002","36",""
"113","4003","37",""
"113","4004","37",""
"113","4005","38",""
"113","4006","41",""
"113","4007","42",""
"113","4008","43",""
"113","4009","44",""
"113","4010","45",""
"113","4011","46",""
"113","4012","46",""
"113","4013","47",""
"113","4014","48",""
"113","4015","49",""
"113","4016","49",""
"113","4017","50",""
"113","4018","50",""
"113","4019","52",""
"113","4020","53",""
"113","4021","53",""
"113","4022","55",""
"113","4023","55",""
"113","4024","56",""
"113","4025","57",""
"113","4026","57",""
"113","4027","58",""
"113","4028","59",""
"113","4029","60",""
"113","4030","2",""
"113","4031","5",""
"113","38997","5",""
"113","4032","1",""
"113","4033","2",""
"113","4034","3",""
"113","4035","5",""
"113","4036","7",""
"113","4037","8",""
"113","4038","12",""
"113","4039","12",""
"113","4040","13",""
"113","4041","15",""
"113","4042","16",""
"113","4043","17",""
"113","4044","18",""
"113","4045","20",""
"113","4046","21",""
"113","4047","25",""
"113","39650","25",""
"113","4048","26",""
"113","4049","28",""
"113","4050","28",""
"113","4051","31",""
"113","4052","32",""
"113","4053","32",""
"113","4054","35",""
"113","4055","38",""
"131","0372","66",""
"131","0373","67",""
"131","0374","67",""
"131","0375","68",""
"131","0376","72",""
"131","0377","4",""
"131","0378","5",""
"131","0379","5",""
"131","0380","7",""
"131","0381","9",""
"131","0382","9",""
"131","0383","10",""
"131","0384","11",""
"131","0385","12",""
"131","0386","14",""
"131","0387","15",""
"131","0388","16",""
"131","0389","18",""
"131","0390","19",""
"131","0391","20",""
"131","0392","21",""
"131","0393","22",""
"131","0394","23",""
"131","0395","23",""
"131","41313","24",""
"131","0396","25",""
"131","41314","24",""
"131","0397","28",""
"131","0398","30",""
"131","0399","30",""
"131","0400","32",""
"131","0401","33",""
"131","0402","33",""
"131","0403","35",""
"131","0404","36",""
"131","0405","37",""
"131","0406","38",""
"131","0407","39",""
"131","0408","41",""
"131","0409","45",""
"131","0410","45",""
"131","0411","48",""
"131","0412","49",""
"131","0413","51",""
"131","0414","54",""
"131","0415","54",""
"131","0416","57",""
"131","0417","58",""
"131","0418","58",""
"131","0419","59",""
"131","0420","59",""
"141","6622","28",""
"141","6626","31",""
"141","6627","33",""
"141","6628","34",""
"141","6629","35",""
"141","6630","37",""
"141","6631","38",""
"141","6632","38",""
"141","6633","2",""
"141","6634","2",""
"141","6635","3",""
"141","6636","3",""
"141","6637","4",""
"141","6639","5",""
"141","0018","8",""
"141","6640","9",""
"141","6641","9",""
"141","6642","10",""
"141","6643","11",""
"141","6644","11",""
"141","6645","14",""
"141","6646","15",""
"141","6647","15",""
"141","6648","18",""
"141","6649","19",""
"141","6650","19",""
"141","6651","20",""
"141","6652","21",""
"141","0289","-1","未發車"
"141","6602","-1","未發車"
"141","6603","1",""
"141","6604","2",""
"141","6605","2",""
"141","6606","3",""
"141","0017","3",""
"141","6607","5",""
"141","6608","5",""
"141","6609","6",""
"141","6610","7",""
"141","6611","7",""
"141","6612","7",""
"141","6613","8",""
"141","6614","9",""
"141","6615","10",""
"141","6616","11",""
"141","6617","13",""
"141","6618","15",""
"141","6619","16",""
"141","6620","21",""
"141","6621","23",""
"1112","10201","31",""
"1112","10202","32",""
"1112","10203","33",""
"1112","10204","34",""
"1112","10205","35",""
"1112","10206","35",""
"1112","10207","36",""
"1112","10208","36",""
"1112","10209","36",""
"1112","10210","37",""
"1112","10211","37",""
"1112","10212","38",""
"1112","10213","39",""
"1112","10214","41",""
"1112","10215","42",""
"1112","10216","43",""
"1112","10217","45",""
"1112","10218","46",""
"1112","10219","48",""
"1112","10220","49",""
"1112","10221","50",""
"1112","10222","52",""
"1112","10223","53",""
"1112","10224","57",""
"1112","10226","60",""
"1112","10225","1",""
"1112","10227","2",""
"1112","10228","3",""
"1112","10229","1",""
"1112","10230","3",""
"1112","10231","5",""
"1112","10232","2",""
"1112","10233","4",""
"1112","10234","7",""
"1112","10235","10",""
"1112","10236","10",""
"1112","10237","10",""
"1112","10238","13",""
"1112","10239","14",""
"1112","10240","14",""
"1112","10241","20",""
"1112","10242","20",""
"1112","10243","21",""
"1112","10244","21",""
"1112","10245","22",""
"1112","40122","22",""
"1112","10247","23",""
"1112","10248","24",""
"211","1479","32",""
"211","1480","35",""
"211","50575","1",""
"211","50574","2",""
"211","1483","9",""
"211","1484","12",""
"211","1485","12",""
"211","1486","15",""
"211","1487","16",""
"211","1488","2",""
"211","1489","3",""
"211","1490","5",""
"211","1491","7",""
"211","1492","9",""
"211","1493","10",""
"211","1494","11",""
"211","1495","12",""
"211","1496","14",""
"211","1497","14",""
"211","1498","15",""
"211","1499","16",""
"211","1500","17",""
"211","1501","17",""
"211","1502","18",""
"211","39067","19",""
"211","1503","20",""
"211","1504","21",""
"211","1505","22",""
"211","1506","23",""
"211","1507","25",""
"211","1508","27",""
"211","1509","28",""
"211","1510","29",""
"211","1511","30",""
"211","1512","30",""
"211","1513","31",""
"211","1514","34",""
"211","1515","35",""
"211","1516","36",""
"211","1517","37",""
"211","1518","38",""
"211","1519","38",""
"211","1520","39",""
"211","1521","2",""
"211","1522","1",""
"211","1523","2",""
"211","1524","3",""
"211","1525","4",""
"211","1526","5",""
"211","1527","6",""
"211","1528","1",""
"211","1529","2",""
"211","1530","2",""
"211","1531","3",""
"211","1532","5",""
"211","1533","6",""
"211","1534","8",""
"211","1535","8",""
"211","1537","11",""
"211","1538","12",""
"211","1422","-1","未發車"
"211","1423","-1","未發車"
"211","1424","-1","未發車"
"211","1425","1",""
"211","1426","2",""
"211","1427","3",""
"211","1428","4",""
"211","1429","5",""
"211","1430","5",""
"211","1431","7",""
"211","1432","7",""
"211","1433","9",""
"211","1434","10",""
"211","1435","11",""
"211","1436","12",""
"211","1437","13",""
"211","1438","14",""
"211","1439","16",""
"211","1440","17",""
"211","1442","18",""
"211","1443","19",""
"211","1444","20",""
"211","1445","23",""
"211","1446","24",""
"211","1447","1",""
"211","1448","2",""
"211","1449","3",""
"211","1450","4",""
"211","1451","5",""
"211","1452","7",""
"211","1453","8",""
