"lineid","car","time","location"
"238022","312-TH","2016/08/19 17:17:12","新北市樹林區八德街828-5號附近"
"238015","755-BX","2016/08/19 17:17:19","新北市樹林區八德街862-1號附近"
"238021","311-TH","2016/08/19 17:17:18","新北市樹林區西圳街165巷20弄26號附近"
"238014","282-BY","2016/08/19 17:17:12","新北市樹林區八德街1156號附近"
"238025","303-VK","2016/08/19 17:17:14","新北市樹林區八德街828-3號附近"
"238018","571-TV","2016/08/19 17:17:12","新北市樹林區八德街278號附近"
"238024","5061-A6","2016/08/19 17:17:14","新北市樹林區中洲街28-1號附近"
"238020","268-VK","2016/08/19 17:17:18","新北市樹林區保安街一段241號附近"
"238026","172-UY","2016/08/19 17:17:02","新北市樹林區八德街1002號附近"
"238019","599-UM","2016/08/19 17:17:08","新北市樹林區八德街1022號附近"
"238017","283-BY","2016/08/19 17:17:16","新北市樹林區佳園路一段153號附近"
"238023","601-UM","2016/08/19 17:17:23","新北市樹林區八德街822號附近"
"238016","169-UY","2016/08/19 17:17:13","新北市樹林區大安路571號附近"
