"lineid","car","time","location"
"235067","255-BX","2016/08/19 19:38:21","新北市中和區連城路318號附近"
"221008","129-UY","2016/08/19 19:38:11","新北市汐止區吉林街46-1號附近"
"221038","297-VK","2016/08/19 19:38:11","新北市汐止區忠孝東路201號附近"
"221023","279-VK","2016/08/19 19:38:11","新北市汐止區康寧街537號附近"
"221021","299-VK","2016/08/19 19:38:08","新北市汐止區汐萬路一段188號附近"
"221012","278-VK","2016/08/19 19:36:14","新北市汐止區茄安路198號附近"
"237005","AKY-6261","2016/08/19 19:38:03","新北市三峽區中山路459巷137號附近"
"238014","282-BY","2016/08/19 19:38:18","新北市樹林區千歲街19巷6號附近"
"238025","303-VK","2016/08/19 19:38:08","新北市樹林區中山路一段170號附近"
"238018","571-TV","2016/08/19 19:38:18","新北市樹林區八德街247巷24-3號附近"
"238020","268-VK","2016/08/19 19:38:13","新北市樹林區俊英街155巷9弄2號附近"
"238026","172-UY","2016/08/19 19:38:07","新北市樹林區佳園路二段29-1號附近"
"238017","283-BY","2016/08/19 19:38:19","新北市樹林區光興街223巷16號附近"
"238023","601-UM","2016/08/19 19:37:56","新北市樹林區中正路714號附近"
"238016","169-UY","2016/08/19 19:38:13","新北市樹林區中山路三段125-1號附近"
"221032","280-BY","2016/08/19 19:38:19","新北市汐止區新台五路一段97-1號附近"
"221010","269-BY","2016/08/19 19:38:16","新北市汐止區連峰街3巷2號附近"
