"lineid","car","time","location"
"221025","623-UM","2016/08/19 17:38:19","新北市汐止區汐萬路一段256巷1號附近"
"221021","299-VK","2016/08/19 17:38:08","新北市汐止區汐萬路一段256巷1號附近"
"238022","312-TH","2016/08/19 17:38:09","新北市樹林區和平街33號附近"
"238015","755-BX","2016/08/19 17:38:03","新北市樹林區長壽街70巷1弄3號附近"
"238021","311-TH","2016/08/19 17:38:06","新北市樹林區民權街5巷19弄1號附近"
"238014","282-BY","2016/08/19 17:37:56","新北市樹林區長壽街70巷1弄6號附近"
"238025","303-VK","2016/08/19 17:38:20","新北市樹林區保安街一段260號附近"
"238018","571-TV","2016/08/19 17:38:23","新北市樹林區鎮前街277-5號附近"
"238024","5061-A6","2016/08/19 17:38:04","新北市樹林區保安街一段48巷16號附近"
"238020","268-VK","2016/08/19 17:38:14","新北市樹林區中正路105號附近"
"238026","172-UY","2016/08/19 17:38:24","新北市樹林區中山路二段219號附近"
"238019","599-UM","2016/08/19 17:38:12","新北市樹林區太平路60巷1號附近"
"238017","283-BY","2016/08/19 17:38:15","新北市樹林區保安街二段179-1號附近"
"238023","601-UM","2016/08/19 17:38:17","新北市樹林區中正路286-2號附近"
"238016","169-UY","2016/08/19 17:38:15","新北市樹林區中山路一段4號附近"
"221032","280-BY","2016/08/19 17:38:11","新北市汐止區康寧街901號附近"
