"lineid","car","time","location"
"238022","312-TH","2016/08/19 17:08:32","新北市樹林區育德街78-1號附近"
"238015","755-BX","2016/08/19 17:08:31","新北市樹林區育德街78-1號附近"
"238021","311-TH","2016/08/19 17:08:28","新北市樹林區八德街828-2號附近"
"238014","282-BY","2016/08/19 17:08:33","新北市樹林區育德街78-1號附近"
"238025","303-VK","2016/08/19 17:08:33","新北市樹林區育德街78-1號附近"
"238018","571-TV","2016/08/19 17:08:34","新北市樹林區育德街78-1號附近"
"238024","5061-A6","2016/08/19 17:08:19","新北市樹林區育德街78-1號附近"
"238020","268-VK","2016/08/19 17:08:30","新北市樹林區中山路三段107-1號附近"
"238026","172-UY","2016/08/19 17:08:29","新北市樹林區育德街78-1號附近"
"238019","599-UM","2016/08/19 17:08:33","新北市樹林區育德街78-1號附近"
"238017","283-BY","2016/08/19 17:08:21","新北市樹林區育德街78-1號附近"
"238023","601-UM","2016/08/19 17:08:23","新北市樹林區育德街78-1號附近"
