"lineid","car","time","location","longitude","latitude"
"248005","653-BX","2016/10/24 09:08:29","新北市五股區水碓路16巷33號","121.434046666667","25.073065"
"232005","290-BY","2016/10/24 09:08:34","新北市坪林區鶯子瀨12-1號","121.71318","24.912145"
"232017","758-BX","2016/10/24 09:08:36","新北市坪林區坪雙路二段71號","121.740778333333","24.9665633333333"
"244012","069-UM","2016/10/24 09:08:49","新北市林口區中正路531號","121.382453333333","25.0773033333333"
"244007","080-UY","2016/10/24 07:43:21","新北市林口區粉寮69號","121.405053333333","25.0908233333333"
"244018","403-UM","2016/10/24 09:08:50","新北市林口區忠孝路569巷57號","121.374748333333","25.0689033333333"
"244008","410-SL","2016/10/24 09:08:54","新北市林口區民生路87號","121.376988333333","25.0877583333333"
"244022","483-VK","2016/10/24 09:08:38","新北市林口區信義路106號","121.380866666667","25.0792466666667"
"244016","485-VK","2016/10/24 09:08:47","新北市林口區文化二路一段68巷39號","121.367101666667","25.0690983333333"
"222005","289-BY","2016/10/24 09:08:50","新北市深坑區土庫尖路75-1號","121.631286666667","25.01821"
"231008","188-VK","2016/10/24 09:08:39","新北市新店區廣興路5巷19號","121.545585","24.91418"
"231007","189-VK","2016/10/24 09:08:53","新北市新店區新潭路三段236號","121.500931666667","24.904315"
"235002","952-SL","2016/10/24 09:07:30","新北市中和區員山路36巷13號","121.48439","24.9909783333333"
"226005","5620-A6","2016/10/24 07:50:48","新北市平溪區嶺腳里嶺腳寮85號","121.749008333333","25.035335"
"226001","7418-A5","2016/10/24 08:50:18","新北市平溪區東勢里火燒寮26-2號","121.757116666667","24.9922666666667"
"223006","022-BY","2016/10/24 09:07:41","新北市深坑區昇高坑路51-1號","121.63038","24.993835"
"223002","198-BX","2016/10/24 07:31:08","新北市石碇區北宜路五段43號","121.63203","24.9506266666667"
"223008","406-TH","2016/10/24 08:57:40","新北市石碇區十八重溪68號","121.674123333333","25.0151716666667"
"223007","437-BY","2016/10/24 09:08:32","新北市石碇區碇南路二段5-1號","121.671588333333","25.024715"
"223004","660-BX","2016/10/24 09:06:19","新北市石碇區崩山53號","121.68238","24.9688566666667"
"224002","639-TC","2016/10/24 08:59:10","新北市瑞芳區大寮路356-1號","121.785006666667","25.1032516666667"
"253002","637-UY","2016/10/24 08:59:48","新北市石門區尖山湖18號","121.55863","25.2470366666667"
"253004","8270-PC","2016/10/24 09:08:40","新北市石門區草埔尾21號","121.603701666667","25.262505"
"236007","165-UM","2016/10/24 09:08:38","新北市土城區中央路三段140號","121.433088333333","24.9655116666667"
"236001","339-SR","2016/10/24 09:08:49","新北市土城區慶安街62號","121.440835","24.9730633333333"
"236005","498-BY","2016/10/24 09:08:51","新北市土城區中央路三段90號","121.43617","24.9667733333333"
"242018","AAC-296","2016/10/24 09:08:52","新北市新莊區銘德街36號","121.458175","25.0437333333333"
"242045","751-BX","2016/10/24 09:08:38","新北市新莊區裕民街110號","121.418196666667","25.0230083333333"
"242022","615-BX","2016/10/24 09:08:30","新北市新莊區化成路265號","121.466103333333","25.0541716666667"
"242059","613-BX","2016/10/24 09:08:55","新北市新莊區瓊泰路49號","121.44352","25.0285166666667"
"242001","442-UM","2016/10/24 09:08:53","新北市新莊區化成路33號","121.465161666667","25.04401"
"242043","441-UM","2016/10/24 09:08:50","新北市新莊區中正路746巷58-1號","121.41221","25.02402"
"242047","440-UM","2016/10/24 09:08:33","新北市新莊區萬安街165巷34號","121.421181666667","25.02068"
"242055","413-TV","2016/10/24 09:08:47","新北市新莊區新莊路649巷11-2號","121.445008333333","25.0320433333333"
"242057","362-BY","2016/10/24 09:08:49","新北市新莊區八德街76號","121.424618333333","25.0219883333333"
"242003","173-VK","2016/10/24 09:08:32","新北市新莊區化成路316號","121.465661666667","25.04841"
"242010","175-VK","2016/10/24 09:08:47","新北市新莊區幸福路710巷7弄1號","121.449681666667","25.04997"
"242035","346-TH","2016/10/24 09:08:49","新北市新莊區建安街9巷3-1號","121.429046666667","25.02663"
"242016","347-TH","2016/10/24 09:08:35","新北市新莊區中港一街95號","121.449233333333","25.0452716666667"
"242014","348-TH","2016/10/24 09:08:54","新北市新莊區永樂街263號","121.445428333333","25.0443066666667"
"242049","349-TH","2016/10/24 09:08:51","新北市新莊區民安西路90-2號","121.426935","25.019085"
"242012","350-TH","2016/10/24 09:08:51","新北市新莊區中和街191巷1-1號","121.447753333333","25.0512766666667"
"221002","488-VK","2016/10/24 09:08:52","新北市汐止區莊敬街117號","121.655071666667","25.0609966666667"
