SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
陽明,臺北市,0,,,1.3,0.21,47,,,1.4,,,,1.78,.39,2016-01-11 04:00
大同,臺北市,51,懸浮微粒,普通,1.2,0.63,,44,12,13,,,2,18.65,5.27,2016-01-11 04:00
麥寮,雲林縣,68,懸浮微粒,普通,4.3,0.32,33,64,30,8.9,4.1,81,3,9.12,.18,2016-01-11 04:00
關山,臺東縣,21,,良好,1,,6.7,17,6,2.2,0.7,3.6,1,3.33,1.1,2016-01-11 04:00
馬公,澎湖縣,43,,良好,2.1,0.22,35,35,27,2.7,5.7,61,3,3.84,1.16,2016-01-11 04:00
金門,金門縣,68,懸浮微粒,普通,1.9,0.36,29,52,21,7.8,2,347,5,8.37,.56,2016-01-11 04:00
馬祖,連江縣,30,,良好,1.3,0.25,36,15,13,4.6,2.9,72,2,5.53,.9,2016-01-11 04:00
埔里,南投縣,46,,良好,1,0.38,13,33,23,8.8,1.3,112,3,9.5,.66,2016-01-11 04:00
復興,高雄市,74,懸浮微粒,普通,2.1,0.55,6.6,94,54,16,1.5,105,6,18.6,2.29,2016-01-11 04:00
永和,新北市,28,,良好,1.3,0.32,31,17,1,9,0.9,210,2,10.18,1.14,2016-01-11 04:00
竹山,南投縣,66,懸浮微粒,普通,1.8,0.49,6.5,72,44,13,1.3,256,5,13.6,.97,2016-01-11 04:00
中壢,桃園市,50,,良好,1.7,0.21,46,41,10,4.8,1.6,145,2,6.1,1.33,2016-01-11 04:00
三重,新北市,52,懸浮微粒,普通,0.5,0.32,,26,0,10,,,2,18.6,8.5,2016-01-11 04:00
冬山,宜蘭縣,32,,良好,1.2,0.24,32,19,12,4,1,268,2,4.9,.91,2016-01-11 04:00
宜蘭,宜蘭縣,43,,良好,1.5,0.26,14,32,11,3.1,0.5,191,2,3.46,.39,2016-01-11 04:00
花蓮,花蓮縣,24,,良好,0.4,0.24,16,15,13,2.5,2.1,237,2,3.27,.79,2016-01-11 04:00
臺東,臺東縣,21,,良好,1.7,0.26,25,21,11,1.8,2.2,194,1,3.14,1.36,2016-01-11 04:00
恆春,屏東縣,34,,良好,0.9,0.19,41,18,5,1.2,5.4,48,1,3.77,2.62,2016-01-11 04:00
潮州,屏東縣,62,懸浮微粒,普通,0.9,0.44,8,59,34,10,1,55,5,11.12,.73,2016-01-11 04:00
