"lineid","car","time","location"
"220090","288-VK","2016/08/16 19:29:46","新北市板橋區長江路一段106巷13弄10號附近"
"220081","287-VK","2016/08/16 19:29:31","新北市板橋區大觀路一段75巷28號附近"
"220101","245-BX","2016/08/16 19:29:45","新北市板橋區莊敬路255號附近"
"220089","487-VK","2016/08/16 19:29:44","新北市板橋區英士路199號附近"
"220053","285-VK","2016/08/16 19:29:50","新北市板橋區永豐街114號附近"
"235067","255-BX","2016/08/16 19:29:50","新北市中和區八里新店快速公路附近"
"221025","623-UM","2016/08/16 19:29:32","新北市汐止區大同路二段362號附近"
"221008","129-UY","2016/08/16 19:29:33","新北市汐止區中山高汐五高架道路附近"
"221038","297-VK","2016/08/16 19:29:37","新北市汐止區汐萬路一段312號附近"
"221031","353-TW","2016/08/16 19:29:35","新北市汐止區福德二路87-1號附近"
"221023","279-VK","2016/08/16 19:29:38","新北市汐止區康寧街901號附近"
"220084","209-TC","2016/08/16 19:29:46","新北市板橋區溪崑二街75號附近"
"237005","AKY-6261","2016/08/16 19:29:38","新北市三峽區中山路459巷137號附近"
"220096","831-TW","2016/08/16 19:29:48","新北市板橋區雙十路二段46巷22弄13號附近"
"220094","283-UM","2016/08/16 19:24:40","新北市板橋區光武街110巷16-2號附近"
"220106","075-UY","2016/08/16 19:29:50","新北市板橋區文化路二段317號附近"
"220067","829-TW","2016/08/16 19:29:41","新北市板橋區漢生東路299巷30號附近"
"238014","282-BY","2016/08/16 19:29:33","新北市樹林區保安二街40巷26號附近"
"238025","303-VK","2016/08/16 19:29:50","新北市樹林區中山路一段163號附近"
"220068","013-TV","2016/08/16 19:28:19","新北市板橋區萬安街101號附近"
"220088","145-RM","2016/08/16 19:29:48","新北市板橋區文化路二段568號附近"
"220055","827-TW","2016/08/16 19:29:31","新北市板橋區重慶路308巷22-4號附近"
"238018","571-TV","2016/08/16 19:29:39","新北市樹林區中華路155號附近"
"220065","072-UY","2016/08/16 19:29:33","新北市板橋區國泰街76巷20號附近"
"220082","806-UM","2016/08/16 19:29:35","新北市板橋區溪城路85號附近"
"220080","200-UY","2016/08/16 19:29:39","新北市板橋區大觀路二段3巷12號附近"
"220086","073-UY","2016/08/16 19:29:33","新北市板橋區中正路216巷48-1號附近"
"220061","293-UM","2016/08/16 19:29:33","新北市板橋區成功路6巷7號附近"
"220102","830-TW","2016/08/16 19:29:32","新北市板橋區松柏街25-4號附近"
"220074","895-R6","2016/08/16 19:29:31","新北市板橋區中正路自強新村78號附近"
"220071","303-R5","2016/08/16 19:29:44","新北市板橋區大豐街132號附近"
"238020","268-VK","2016/08/16 19:29:43","新北市樹林區俊英街219巷32號附近"
"238026","172-UY","2016/08/16 19:29:48","新北市樹林區佳園路三段36號附近"
"238019","599-UM","2016/08/16 19:29:41","新北市樹林區鎮前街313號附近"
"238017","283-BY","2016/08/16 19:27:19","新北市樹林區光興街157巷2號附近"
"238023","601-UM","2016/08/16 19:29:47","新北市樹林區三興路25號附近"
"238016","169-UY","2016/08/16 19:29:43","新北市樹林區復興路441號附近"
"220054","741-BX","2016/08/16 19:29:33","新北市板橋區重慶路155巷17號附近"
"220092","307-R5","2016/08/16 19:10:05","新北市板橋區文化路二段256號附近"
"220087","146-RM","2016/08/16 19:29:13","新北市板橋區雨農路19號附近"
"220079","145-BY","2016/08/16 19:29:33","新北市板橋區民權路302巷2號附近"
"220056","276-BY","2016/08/16 19:29:37","新北市板橋區信義路1巷26弄46號附近"
"220091","637-BX","2016/08/16 19:29:41","新北市板橋區懷德街201巷1號附近"
"220075","297-UM","2016/08/16 19:29:38","新北市板橋區中正路289巷25號附近"
"220098","317-R6","2016/08/16 19:29:38","新北市板橋區四維路266巷5弄2-1號附近"
"220063","609-BX","2016/08/16 19:29:34","新北市板橋區三民路一段31巷87弄5號附近"
"220103","561-BX","2016/08/16 19:29:42","新北市板橋區文化路一段188巷11號附近"
"220072","461-BY","2016/08/16 19:26:51","新北市板橋區金門街286號附近"
"220097","AAC-210","2016/08/16 19:29:33","新北市板橋區漢生西路157號附近"
"220035","560-BX","2016/08/16 19:29:35","新北市板橋區中正路332-11號附近"
"220073","985-R7","2016/08/16 19:29:32","新北市板橋區新生街28號附近"
"220093","689-BX","2016/08/16 19:29:38","新北市板橋區新海路407號附近"
"220077","687-BX","2016/08/16 19:29:30","新北市板橋區僑中二街102巷1-4號附近"
"220083","277-BY","2016/08/16 19:29:44","新北市板橋區大觀路二段174巷196弄12號附近"
"220062","305-R5","2016/08/16 19:29:47","新北市板橋區三民路二段153巷12號附近"
"220057","686-BX","2016/08/16 19:29:44","新北市中和區壽德街26號附近"
