"lineid","car","time","location"
"220090","288-VK","2016/08/16 18:47:38","新北市板橋區民生路二段161巷7號附近"
"220081","287-VK","2016/08/16 18:47:32","新北市板橋區南雅西路一段140號附近"
"220101","245-BX","2016/08/16 18:47:49","新北市板橋區八里新店快速公路附近"
"220053","285-VK","2016/08/16 18:47:36","新北市板橋區民生路二段36-1號附近"
"235067","255-BX","2016/08/16 18:47:31","新北市中和區新生街13巷3號附近"
"221025","623-UM","2016/08/16 18:47:35","新北市汐止區新台五路一段260-1號附近"
"221038","297-VK","2016/08/16 18:47:49","新北市汐止區康寧街901號附近"
"221031","353-TW","2016/08/16 18:47:34","新北市汐止區福德一路270號附近"
"221023","279-VK","2016/08/16 18:47:39","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/16 18:47:40","新北市汐止區新興路49號附近"
"220084","209-TC","2016/08/16 18:44:32","新北市板橋區板城路271號附近"
"237005","AKY-6261","2016/08/16 18:47:42","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/16 18:47:37","新北市汐止區樟樹一路91號附近"
"221036","130-UY","2016/08/16 18:47:48","新北市汐止區水碓街36號附近"
"221015","131-UY","2016/08/16 18:47:33","新北市汐止區鄉長路一段55巷9號附近"
"220096","831-TW","2016/08/16 18:47:50","新北市板橋區民生路二段120號附近"
"220094","283-UM","2016/08/16 18:47:36","新北市板橋區八里新店快速公路附近"
"220106","075-UY","2016/08/16 18:47:32","新北市板橋區民生路二段89-6號附近"
"221035","622-UM","2016/08/16 18:47:38","新北市汐止區汐萬路一段39號附近"
"238014","282-BY","2016/08/16 18:47:42","新北市樹林區大安路111巷13號附近"
"238025","303-VK","2016/08/16 18:47:49","新北市樹林區中山路三段22號附近"
"220068","013-TV","2016/08/16 18:47:35","新北市板橋區八里新店快速公路附近"
"220088","145-RM","2016/08/16 18:47:32","新北市板橋區八里新店快速公路附近"
"220055","827-TW","2016/08/16 18:47:35","新北市板橋區重慶路282巷1號附近"
"238018","571-TV","2016/08/16 18:47:34","新北市樹林區樹新路82號附近"
"220065","072-UY","2016/08/16 18:47:11","新北市板橋區八里新店快速公路附近"
"220082","806-UM","2016/08/16 18:47:48","新北市板橋區篤行路一段34號附近"
"220080","200-UY","2016/08/16 18:45:44","新北市板橋區大觀路二段265巷76弄37號附近"
"220086","073-UY","2016/08/16 18:47:27","新北市板橋區大智街71巷42弄16號附近"
"220061","293-UM","2016/08/16 18:47:49","新北市板橋區八里新店快速公路附近"
"220102","830-TW","2016/08/16 18:47:37","新北市板橋區介壽街58號附近"
"220074","895-R6","2016/08/16 18:47:47","新北市板橋區南雅南路二段140號附近"
"238020","268-VK","2016/08/16 18:47:43","新北市樹林區俊安街24巷10弄6號附近"
"238026","172-UY","2016/08/16 18:47:45","新北市樹林區育德街121巷7號附近"
"238019","599-UM","2016/08/16 18:47:30","新北市樹林區中華路190-16號附近"
"238017","283-BY","2016/08/16 18:47:31","新北市樹林區光興街50號附近"
"238023","601-UM","2016/08/16 18:47:42","新北市樹林區三福街114號附近"
"238016","169-UY","2016/08/16 18:47:39","新北市樹林區文化街23號附近"
"221018","753-BX","2016/08/16 18:47:44","新北市汐止區茄苳路43號附近"
"220092","307-R5","2016/08/16 18:47:38","新北市板橋區文化路一段435巷31弄20號附近(基地台定位)"
"220087","146-RM","2016/08/16 18:47:30","新北市板橋區八里新店快速公路附近"
"220079","145-BY","2016/08/16 18:47:14","新北市板橋區民權路202巷2弄2號附近"
"220056","276-BY","2016/08/16 18:47:34","新北市板橋區四川路二段68號附近"
"220091","637-BX","2016/08/16 18:47:36","新北市板橋區民生路二段161巷1號附近"
"220075","297-UM","2016/08/16 18:47:36","新北市板橋區南雅西路二段7巷25號附近"
"220098","317-R6","2016/08/16 18:47:31","新北市板橋區民生路二段161巷3號附近"
"220063","609-BX","2016/08/16 18:47:40","新北市板橋區文化路一段270巷13號附近(基地台定位)"
"220103","561-BX","2016/08/16 18:47:32","新北市板橋區民生路二段161巷3號附近"
"220072","461-BY","2016/08/16 18:47:48","新北市板橋區大觀路三段133巷12號附近"
"220097","AAC-210","2016/08/16 18:47:47","新北市板橋區八里新店快速公路附近"
"221032","280-BY","2016/08/16 18:47:46","新北市汐止區橫科路121巷52弄3號附近"
"221010","269-BY","2016/08/16 18:45:00","新北市汐止區康寧街901號附近"
"220035","560-BX","2016/08/16 18:47:34","新北市板橋區南雅西路二段145巷10號附近"
"220073","985-R7","2016/08/16 18:47:33","新北市板橋區南雅南路二段1-1號附近"
"220093","689-BX","2016/08/16 18:47:48","新北市板橋區八里新店快速公路附近"
"220077","687-BX","2016/08/16 18:47:44","新北市板橋區大觀路二段156巷71號附近"
"220083","277-BY","2016/08/16 18:47:16","新北市板橋區大觀路二段103號附近"
"220057","686-BX","2016/08/16 18:47:49","新北市板橋區八里新店快速公路附近"
