"lineid","car","time","location"
"221025","623-UM","2016/08/16 17:59:42","新北市汐止區仁愛路10號附近"
"221008","129-UY","2016/08/16 17:59:33","新北市汐止區明峰街7號附近"
"221038","297-VK","2016/08/16 17:59:45","新北市汐止區連興街128巷7弄10號附近"
"221031","353-TW","2016/08/16 17:59:37","新北市汐止區中興路96巷2號附近"
"221023","279-VK","2016/08/16 17:59:45","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/16 17:59:32","新北市汐止區龍安路2巷6號附近"
"221012","278-VK","2016/08/16 17:59:40","新北市汐止區保長路1號附近"
"237005","AKY-6261","2016/08/16 17:59:33","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/16 17:59:39","新北市汐止區樟樹二路330巷3號附近"
"221036","130-UY","2016/08/16 17:59:31","新北市汐止區大同路三段34號附近"
"221015","131-UY","2016/08/16 17:59:50","新北市汐止區長江街265號附近"
"221035","622-UM","2016/08/16 17:59:46","新北市汐止區新江北路30巷15號附近"
"238022","312-TH","2016/08/16 17:59:31","新北市樹林區太順街62巷1弄2號附近"
"238015","755-BX","2016/08/16 17:59:50","新北市樹林區復興路219號附近"
"238021","311-TH","2016/08/16 17:59:48","新北市樹林區柑園街一段68號附近"
"238014","282-BY","2016/08/16 17:59:34","新北市樹林區保安街一段223號附近"
"238025","303-VK","2016/08/16 17:59:32","新北市樹林區俊興街181號附近"
"238018","571-TV","2016/08/16 17:59:32","新北市樹林區博愛街92號附近"
"238020","268-VK","2016/08/16 17:59:45","新北市樹林區三俊街250號附近"
"238026","172-UY","2016/08/16 17:59:42","新北市樹林區八德街500號附近"
"238019","599-UM","2016/08/16 17:59:43","新北市樹林區太平路176號附近"
"238017","283-BY","2016/08/16 17:59:40","新北市樹林區三德街45號附近"
"238023","601-UM","2016/08/16 17:59:42","新北市樹林區龍興街32巷31號附近"
"238016","169-UY","2016/08/16 17:59:40","新北市樹林區復興路308巷1弄1號附近"
"221018","753-BX","2016/08/16 17:59:44","新北市汐止區招商街16號附近"
"221032","280-BY","2016/08/16 17:59:34","新北市汐止區橫科路73巷31號附近"
"221010","269-BY","2016/08/16 17:59:34","新北市汐止區汐萬路二段245巷44號附近"
"221027","281-BY","2016/08/16 17:59:42","新北市汐止區大同路二段376號附近"
