"lineid","car","time","location"
"220090","288-VK","2016/08/16 18:38:44","新北市板橋區民生路二段161巷9號附近"
"220081","287-VK","2016/08/16 18:38:36","新北市板橋區華東街1-10號附近"
"220101","245-BX","2016/08/16 18:38:34","新北市板橋區八里新店快速公路附近"
"220053","285-VK","2016/08/16 18:38:43","新北市板橋區八里新店快速公路附近"
"235067","255-BX","2016/08/16 18:34:17","新北市中和區新生街49號附近"
"221025","623-UM","2016/08/16 18:38:40","新北市汐止區仁愛路119巷27號附近"
"221038","297-VK","2016/08/16 18:38:36","新北市汐止區國道一號10.7K附近"
"221031","353-TW","2016/08/16 18:38:42","新北市汐止區中興路130-1號附近"
"221023","279-VK","2016/08/16 18:38:48","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/16 18:38:46","新北市汐止區新興路46號附近"
"220084","209-TC","2016/08/16 18:38:35","新北市板橋區華東街1-9號附近"
"221012","278-VK","2016/08/16 18:38:36","新北市汐止區大同路三段271號附近"
"237005","AKY-6261","2016/08/16 18:38:32","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/16 18:38:41","新北市汐止區樟樹一路127號附近"
"221036","130-UY","2016/08/16 18:38:32","新北市汐止區南昌街31號附近"
"221015","131-UY","2016/08/16 18:38:39","新北市汐止區鄉長路二段10-2號附近"
"220096","831-TW","2016/08/16 18:38:35","新北市板橋區民生路二段120號附近"
"220094","283-UM","2016/08/16 18:38:45","新北市板橋區八里新店快速公路附近"
"221035","622-UM","2016/08/16 18:38:43","新北市汐止區大同路二段284號附近"
"238015","755-BX","2016/08/16 18:38:40","新北市樹林區大安路513號附近"
"238021","311-TH","2016/08/16 18:38:45","新北市樹林區佳園路二段30-1號附近"
"238014","282-BY","2016/08/16 18:38:47","新北市樹林區大安路111巷11號附近"
"238025","303-VK","2016/08/16 18:38:33","新北市樹林區東佳路8號附近"
"220068","013-TV","2016/08/16 18:38:39","新北市板橋區八里新店快速公路附近"
"220055","827-TW","2016/08/16 18:38:39","新北市板橋區光明街97號附近"
"238018","571-TV","2016/08/16 18:38:37","新北市樹林區樹新路28號附近"
"220082","806-UM","2016/08/16 18:38:35","新北市板橋區華東街1-10號附近"
"220080","200-UY","2016/08/16 18:38:48","新北市板橋區華東街1-10號附近"
"220086","073-UY","2016/08/16 18:38:34","新北市板橋區華東街308號附近"
"220061","293-UM","2016/08/16 18:38:36","新北市板橋區八里新店快速公路附近"
"220074","895-R6","2016/08/16 18:38:50","新北市板橋區華東街1-9號附近"
"238020","268-VK","2016/08/16 18:38:47","新北市樹林區三龍街22號附近"
"238026","172-UY","2016/08/16 18:38:50","新北市樹林區八德街828-16號附近"
"238019","599-UM","2016/08/16 18:38:36","新北市樹林區中華路190-16號附近"
"238017","283-BY","2016/08/16 18:38:36","新北市樹林區光華街14巷29號附近"
"238023","601-UM","2016/08/16 18:38:49","新北市樹林區三福街114號附近"
"238016","169-UY","2016/08/16 18:38:46","新北市樹林區文化街23號附近"
"221018","753-BX","2016/08/16 18:38:32","新北市汐止區茄苳路277號附近"
"220092","307-R5","2016/08/16 18:38:44","新北市板橋區文化路一段435巷31弄20號附近(基地台定位)"
"220087","146-RM","2016/08/16 18:38:34","新北市板橋區八里新店快速公路附近"
"220079","145-BY","2016/08/16 18:38:38","新北市板橋區台65附近"
"220056","276-BY","2016/08/16 18:38:42","新北市板橋區四川路一段123號附近"
"220075","297-UM","2016/08/16 18:38:44","新北市板橋區華東街1-9號附近"
"220063","609-BX","2016/08/16 18:38:45","新北市板橋區漢生東路129號附近(基地台定位)"
"220072","461-BY","2016/08/16 18:38:32","新北市板橋區華東街1-9號附近"
"220097","AAC-210","2016/08/16 18:38:31","新北市板橋區八里新店快速公路附近"
"221032","280-BY","2016/08/16 18:38:31","新北市汐止區民權街二段85號附近"
"221010","269-BY","2016/08/16 18:38:37","新北市汐止區汐萬路三段74巷2號附近"
"221027","281-BY","2016/08/16 18:38:34","新北市汐止區汐萬路一段22號附近"
"220035","560-BX","2016/08/16 18:38:38","新北市板橋區大觀路一段28巷132-5號附近"
"220073","985-R7","2016/08/16 18:38:38","新北市板橋區華東街1-10號附近"
"220093","689-BX","2016/08/16 18:38:34","新北市板橋區文化路一段435巷31弄20號附近(基地台定位)"
"220077","687-BX","2016/08/16 18:38:46","新北市板橋區華東街1-10號附近"
"220083","277-BY","2016/08/16 18:38:40","新北市板橋區華東街1-10號附近"
"220057","686-BX","2016/08/16 18:38:34","新北市板橋區八里新店快速公路附近"
