"lineid","car","time","location"
"220039","288-VK","2016/08/16 15:08:34","新北市板橋區幸福路32巷65號附近"
"220031","286-VK","2016/08/16 15:08:42","新北市板橋區僑中二街102巷51號附近"
"220050","245-BX","2016/08/16 15:08:48","新北市板橋區縣民大道二段101號附近"
"220038","487-VK","2016/08/16 15:08:44","新北市板橋區陽明街162號附近"
"220017","258-TC","2016/08/16 15:08:30","新北市板橋區貴興路69號附近"
"220037","145-RM","2016/08/16 15:08:43","新北市板橋區民治街73-1號附近"
"220013","072-UY","2016/08/16 15:08:44","新北市板橋區民族路61號附近"
"220028","200-UY","2016/08/16 14:50:46","新北市板橋區大觀路二段59巷30號附近"
"220009","293-UM","2016/08/16 15:08:43","新北市板橋區四川路一段292號附近"
"220022","895-R6","2016/08/16 15:08:47","新北市板橋區館前西路86號附近"
"220019","303-R5","2016/08/16 15:08:34","新北市板橋區和平路174巷40弄3號附近"
"220002","741-BX","2016/08/16 15:08:33","新北市板橋區忠孝路忠義巷9弄17號附近"
"220041","307-R5","2016/08/16 15:08:50","新北市板橋區復興街135號附近"
"220027","145-BY","2016/08/16 15:08:33","新北市板橋區台65附近"
"220011","609-BX","2016/08/16 15:08:45","新北市板橋區中山路二段113號附近"
"220052","561-BX","2016/08/16 15:08:40","新北市板橋區陽明街59號附近"
"220046","AAC-210","2016/08/16 15:08:43","新北市板橋區光正街45巷2弄4號附近"
"220025","687-BX","2016/08/16 15:08:50","新北市板橋區大觀路288號附近"
"220010","305-R5","2016/08/16 15:08:20","新北市板橋區中山路二段163號附近"
