"lineid","car","time","location"
"220029","287-VK","2016/08/18 15:59:37","新北市樹林區柑園街一段1號附近"
"238009","312-TH","2016/08/18 16:00:03","新北市樹林區太順街86巷34號附近"
"238002","755-BX","2016/08/18 16:00:01","新北市樹林區啟智街80巷6號附近"
"238008","311-TH","2016/08/18 15:59:52","新北市樹林區柑園街二段149巷27號附近"
"238001","282-BY","2016/08/18 15:59:59","新北市樹林區保安二街5號附近"
"238012","303-VK","2016/08/18 15:59:58","新北市樹林區保安二街69號附近"
"238005","571-TV","2016/08/18 15:59:52","新北市樹林區鎮前街111號附近"
"238011","5061-A6","2016/08/18 15:59:47","新北市樹林區山佳街31號附近"
"238007","268-VK","2016/08/18 16:00:04","新北市樹林區三俊街199巷10-9號附近"
"238013","172-UY","2016/08/18 15:59:52","新北市樹林區佳園路一段35號附近"
"238006","599-UM","2016/08/18 15:59:49","新北市樹林區忠孝街113巷2號附近"
"238004","283-BY","2016/08/18 15:59:49","新北市樹林區中正路433-2號附近"
"238010","601-UM","2016/08/18 15:59:55","新北市樹林區福興街3號附近"
"238003","169-UY","2016/08/18 15:59:52","新北市樹林區啟智街137巷1號附近"
