"lineid","car","time","location"
"220029","287-VK","2016/08/18 14:17:44","新北市板橋區南雅西路一段140號附近"
"235031","255-BX","2016/08/18 14:17:32","新北市中和區新生街170號附近"
"220032","209-TC","2016/08/18 14:17:46","新北市板橋區溪崑二街22巷9號附近"
"220030","806-UM","2016/08/18 14:17:45","新北市板橋區溪崑二街75號附近"
"220028","200-UY","2016/08/18 14:13:09","新北市板橋區大觀路二段7巷84號附近"
"220034","073-UY","2016/08/18 14:17:48","新北市板橋區中正路216巷95號附近"
"220022","895-R6","2016/08/18 14:17:49","新北市板橋區西門街42號附近"
"220027","145-BY","2016/08/18 14:17:40","新北市板橋區民權路302巷25號附近"
"220023","297-UM","2016/08/18 14:17:46","新北市板橋區府中路34號附近"
"220020","461-BY","2016/08/18 14:13:44","新北市板橋區金門街379巷19號附近"
"220104","560-BX","2016/08/18 14:17:44","新北市板橋區瑞安街31巷16號附近"
"220021","985-R7","2016/08/18 14:17:41","新北市板橋區英士路190巷2號附近"
"220025","687-BX","2016/08/18 14:17:43","新北市板橋區大觀路一段65號附近"
"220031","277-BY","2016/08/18 14:17:47","新北市板橋區大觀路二段174巷173弄12號附近"
