"lineid","car","time","location"
"235067","255-BX","2016/08/18 18:29:54","新北市中和區新生街282號附近"
"221038","297-VK","2016/08/18 18:29:42","新北市汐止區忠孝東路286號附近"
"221031","353-TW","2016/08/18 18:29:57","新北市汐止區大同路一段203號附近"
"221023","279-VK","2016/08/18 18:29:38","新北市汐止區康寧街421號附近"
"221021","299-VK","2016/08/18 18:29:45","新北市汐止區新台五路一段115號附近"
"221012","278-VK","2016/08/18 18:29:47","新北市汐止區保長路37巷2號附近"
"237005","AKY-6261","2016/08/18 18:29:40","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/18 18:29:53","新北市汐止區樟樹一路272-5號附近"
"221036","130-UY","2016/08/18 18:29:44","新北市汐止區長興街一段35號附近"
"221015","131-UY","2016/08/18 18:29:42","新北市汐止區鄉長路二段23巷8號附近"
"221035","622-UM","2016/08/18 18:29:39","新北市汐止區大同路二段169巷40-1號附近"
"238015","755-BX","2016/08/18 18:29:47","新北市樹林區啟智街137巷10弄2號附近"
"238021","311-TH","2016/08/18 18:29:50","新北市樹林區柑園街二段68號附近"
"238014","282-BY","2016/08/18 18:29:57","新北市樹林區福德街43-1號附近"
"238025","303-VK","2016/08/18 18:29:49","新北市樹林區備內街2巷10號附近"
"238018","571-TV","2016/08/18 18:29:55","新北市樹林區保安街一段20巷3號附近"
"238020","268-VK","2016/08/18 18:29:53","新北市樹林區三俊街43號附近"
"238026","172-UY","2016/08/18 18:29:55","新北市樹林區八德街598巷1號附近"
"238019","599-UM","2016/08/18 18:29:44","新北市樹林區中華路190-16號附近"
"238017","283-BY","2016/08/18 18:29:58","新北市樹林區光榮街3巷1號附近"
"238023","601-UM","2016/08/18 18:29:48","新北市樹林區三福街47巷24號附近"
"238016","169-UY","2016/08/18 18:29:44","新北市樹林區文化街28號附近"
"221018","753-BX","2016/08/18 18:29:40","新北市汐止區茄苳路213號附近"
"221025","567-BX","2016/08/18 18:29:58","新北市汐止區秀峰路143號附近"
"221032","280-BY","2016/08/18 18:29:47","新北市汐止區民權街二段109巷4弄5號附近"
"221010","269-BY","2016/08/18 18:29:47","新北市汐止區汐萬路三段64號附近"
"221027","281-BY","2016/08/18 18:29:52","新北市汐止區和平街35-1號附近"
"220035","560-BX","2016/08/18 18:29:56","新北市板橋區南雅西路二段123巷1號附近"
