"lineid","car","time","location"
"220029","287-VK","2016/08/18 14:38:49","新北市板橋區大觀路一段29巷131弄31號附近"
"235031","255-BX","2016/08/18 14:39:00","新北市中和區新生街220巷15弄11-2號附近"
"220032","209-TC","2016/08/18 14:35:36","新北市板橋區滿平街84巷120弄24號附近"
"220030","806-UM","2016/08/18 14:38:46","新北市板橋區金門街171號附近"
"220028","200-UY","2016/08/18 14:38:42","新北市板橋區大觀路二段37巷318號附近"
"220034","073-UY","2016/08/18 14:38:51","新北市板橋區國光路184號附近"
"220022","895-R6","2016/08/18 14:38:59","新北市板橋區倉後街1-3號附近"
"220027","145-BY","2016/08/18 14:38:46","新北市板橋區建國街127號附近"
"220023","297-UM","2016/08/18 14:38:44","新北市板橋區大勇街10巷22號附近"
"220020","461-BY","2016/08/18 14:38:55","新北市板橋區篤行路二段141巷21號附近"
"220104","560-BX","2016/08/18 14:38:52","新北市板橋區新生街98巷14號附近"
"220021","985-R7","2016/08/18 14:38:48","新北市板橋區大仁街75-1號附近"
"220025","687-BX","2016/08/18 14:38:59","新北市板橋區僑中三街16號附近"
"220031","277-BY","2016/08/18 14:38:51","新北市板橋區龍興街71巷50號附近"
