"lineid","car","time","location"
"220083","286-VK","2016/08/18 19:08:44","新北市板橋區大觀路一段38巷200弄75號附近"
"220081","287-VK","2016/08/18 19:08:42","新北市板橋區光華街24巷1號附近"
"235067","255-BX","2016/08/18 19:08:33","新北市中和區新生街211號附近"
"221008","129-UY","2016/08/18 19:08:36","新北市汐止區康寧街486號附近"
"221038","297-VK","2016/08/18 19:08:33","新北市汐止區康寧街901號附近"
"221031","353-TW","2016/08/18 19:08:41","新北市汐止區福德二路156巷25號附近"
"221023","279-VK","2016/08/18 18:55:49","新北市汐止區康寧街901號附近"
"220084","209-TC","2016/08/18 19:08:51","新北市板橋區龍興街61號附近"
"237005","AKY-6261","2016/08/18 19:08:39","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/18 19:08:35","新北市汐止區汐萬路一段301號附近"
"221036","130-UY","2016/08/18 19:08:45","新北市汐止區忠孝東路310號附近"
"238025","303-VK","2016/08/18 19:08:32","新北市樹林區中山路三段124號附近"
"238018","571-TV","2016/08/18 19:08:40","新北市樹林區鎮前街165號附近"
"220082","806-UM","2016/08/18 19:08:47","新北市板橋區溪崑二街89號附近"
"220080","200-UY","2016/08/18 18:46:17","新北市板橋區大觀路二段265巷76弄37號附近"
"220086","073-UY","2016/08/18 19:08:35","新北市板橋區中正路250巷32號附近"
"220074","895-R6","2016/08/18 19:08:43","新北市板橋區林園街48號附近"
"238026","172-UY","2016/08/18 19:08:44","新北市樹林區佳園路一段75巷18-1號附近"
"238023","601-UM","2016/08/18 19:08:37","新北市樹林區工興街35巷1號附近"
"238016","169-UY","2016/08/18 19:08:51","新北市樹林區復興路335巷6弄3號附近"
"221025","567-BX","2016/08/18 19:08:48","新北市汐止區國道一號10.7K附近"
"220079","145-BY","2016/08/18 19:08:47","新北市板橋區民權路260巷75號附近"
"220075","297-UM","2016/08/18 19:08:39","新北市板橋區南雅南路一段1巷7號附近"
"220072","461-BY","2016/08/18 19:08:42","新北市板橋區篤行路二段102號附近"
"221032","280-BY","2016/08/18 19:08:44","新北市汐止區橫科路241-6號附近"
"221027","281-BY","2016/08/18 19:08:42","新北市汐止區康寧街901號附近"
"220035","560-BX","2016/08/18 19:08:32","新北市板橋區中正路341巷29號附近"
"220073","985-R7","2016/08/18 19:08:33","新北市板橋區民權路256號附近"
"220077","687-BX","2016/08/18 19:08:34","新北市板橋區大觀路二段269號附近"
