"lineid","car","time","location"
"220083","286-VK","2016/08/18 20:47:33","新北市板橋區僑中二街106巷24號附近"
"221008","129-UY","2016/08/18 20:47:43","新北市汐止區康寧街747號附近"
"221038","297-VK","2016/08/18 20:47:40","新北市汐止區水源路一段56號附近"
"221021","299-VK","2016/08/18 20:47:34","新北市汐止區莊敬街121號附近"
"237005","AKY-6261","2016/08/18 20:47:35","新北市三峽區中山路459巷137號附近"
"221036","130-UY","2016/08/18 20:47:39","新北市汐止區新昌路61號附近"
"221015","131-UY","2016/08/18 20:47:36","新北市汐止區大同路二段691號附近"
"221035","622-UM","2016/08/18 20:47:39","新北市汐止區長江街101-5號附近"
"221025","567-BX","2016/08/18 20:47:36","新北市汐止區莊敬街130號附近"
"221027","281-BY","2016/08/18 20:47:50","新北市汐止區大同路二段535號附近"
