SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
麥寮,雲林縣,70,懸浮微粒,普通,8.3,0.74,18,87,45,28,2.6,46,5,29.24,1.11,2016-01-18 23:00
關山,臺東縣,36,,良好,0.9,,43,38,27,4.3,1.8,57,2,5.49,1.2,2016-01-18 23:00
馬公,澎湖縣,53,懸浮微粒,普通,2.1,0.34,56,71,47,3.9,5.6,75,4,4.84,.93,2016-01-18 23:00
金門,金門縣,48,,良好,4,0.37,53,66,43,7.3,2.4,50,3,7.89,.55,2016-01-18 23:00
馬祖,連江縣,62,懸浮微粒,普通,2.9,0.5,61,90,60,5.1,3.8,70,6,7.92,2.8,2016-01-18 23:00
埔里,南投縣,44,,良好,3.8,0.85,6.1,50,29,24,1.1,255,3,26.19,1.76,2016-01-18 23:00
復興,高雄市,74,懸浮微粒,普通,5.4,1.5,13,120,,46,0.9,284,,60.04,14.39,2016-01-18 23:00
永和,新北市,56,懸浮微粒,普通,1.5,0.52,46,73,42,12,2.1,109,4,14.47,2.28,2016-01-18 23:00
竹山,南投縣,63,懸浮微粒,普通,3.4,0.63,9.8,76,46,25,1.4,136,5,27.14,1.7,2016-01-18 23:00
中壢,桃園市,63,懸浮微粒,普通,3.6,0.85,40,84,35,21,1.8,207,3,29.24,8.13,2016-01-18 23:00
三重,新北市,73,懸浮微粒,普通,4.4,1.39,,109,43,39,,,4,75.12,36.07,2016-01-18 23:00
冬山,宜蘭縣,53,懸浮微粒,普通,1.5,0.31,39,58,27,6.3,1.8,295,3,7.07,.77,2016-01-18 23:00
宜蘭,宜蘭縣,58,懸浮微粒,普通,1.1,0.31,40,66,33,4.6,1.3,183,3,5.34,.72,2016-01-18 23:00
陽明,臺北市,50,,良好,2.5,0.41,54,65,50,4.2,,,4,5,.78,2016-01-18 23:00
花蓮,花蓮縣,52,懸浮微粒,普通,2.9,0.46,36,47,27,11,1.3,276,3,13.86,2.97,2016-01-18 23:00
臺東,臺東縣,36,,良好,1,0.41,43,35,24,4.5,2.9,294,2,5.72,1.19,2016-01-18 23:00
恆春,屏東縣,43,,良好,0.8,0.31,52,31,14,3.1,10,37,2,5.12,2.03,2016-01-18 23:00
潮州,屏東縣,71,懸浮微粒,普通,2.2,0.67,28,105,48,18,1.2,108,5,17.91,.34,2016-01-18 23:00
屏東,屏東縣,59,懸浮微粒,普通,2.6,0.86,25,97,52,26,1.1,324,4,26.99,1.26,2016-01-18 23:00
小港,高雄市,71,懸浮微粒,普通,3,1.09,5.5,119,73,53,1.4,295,7,58.75,5.76,2016-01-18 23:00
前鎮,高雄市,69,懸浮微粒,普通,4.2,1.22,14,108,60,41,1.5,352,5,45.85,4.63,2016-01-18 23:00
前金,高雄市,74,懸浮微粒,普通,4.4,0.83,23,122,59,31,2.5,328,5,31.3,.8,2016-01-18 23:00
左營,高雄市,74,懸浮微粒,普通,5.5,0.72,27,118,68,25,2.2,39,6,25.82,.87,2016-01-18 23:00
楠梓,高雄市,74,懸浮微粒,普通,3.3,0.71,20,129,58,26,2.2,331,5,27.36,1.45,2016-01-18 23:00
林園,高雄市,60,懸浮微粒,普通,11,0.88,9.9,87,74,47,2.4,327,7,51.3,4.02,2016-01-18 23:00
大寮,高雄市,69,懸浮微粒,普通,6.5,0.77,22,112,74,29,1.7,308,7,32.53,3.24,2016-01-18 23:00
鳳山,高雄市,80,懸浮微粒,普通,8.2,0.87,9.2,140,70,44,1.3,321,6,46.21,1.94,2016-01-18 23:00
仁武,高雄市,0,,,3.7,0.8,14,130,61,36,1.9,318,5,37.42,1.92,2016-01-18 23:00
