"lineid","car","time","location"
"220090","288-VK","2016/08/12 18:47:21","新北市板橋區民生路二段120號附近"
"236055","AAC-216","2016/08/12 18:47:11","新北市土城區裕民路226-1號附近"
"236022","401-BY","2016/08/12 18:43:39","新北市土城區延吉街255號附近"
"220083","286-VK","2016/08/12 18:47:09","新北市板橋區大觀路二段2號附近"
"236063","915-UM","2016/08/12 18:47:22","新北市土城區金城路三段207巷6弄13號附近"
"220081","287-VK","2016/08/12 18:47:12","新北市板橋區大觀路二段103號附近"
"220101","245-BX","2016/08/12 18:47:11","新北市板橋區民生路二段188號附近"
"220089","487-VK","2016/08/12 18:47:21","新北市板橋區八里新店快速公路附近"
"236072","105-UM","2016/08/12 18:47:10","新北市土城區永豐路157巷29弄1號附近"
"235067","255-BX","2016/08/12 18:47:13","新北市中和區中正路899號附近"
"237006","5529-G3","2016/08/12 18:47:21","新北市三峽區溪東路233巷4弄19號附近"
"221025","623-UM","2016/08/12 17:44:09","新北市汐止區康寧街901號附近"
"221038","297-VK","2016/08/12 18:46:10","新北市汐止區汐萬路一段115巷1號附近"
"221031","353-TW","2016/08/12 18:47:09","新北市汐止區福德一路270號附近"
"221023","279-VK","2016/08/12 18:47:16","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/12 18:47:12","新北市汐止區復興路64號附近"
"220084","209-TC","2016/08/12 18:44:53","新北市板橋區大觀路二段153巷46弄1號附近"
"237005","AKY-6261","2016/08/12 18:47:18","新北市三峽區中山路459巷137號附近"
"221029","298-VK","2016/08/12 18:47:18","新北市汐止區樟樹一路95號附近"
"221036","130-UY","2016/08/12 18:47:19","新北市汐止區水碓街40號附近"
"221015","131-UY","2016/08/12 18:47:18","新北市汐止區鄉長路一段55巷5號附近"
"220096","831-TW","2016/08/12 18:47:21","新北市板橋區八里新店快速公路附近"
"220094","283-UM","2016/08/12 18:47:18","新北市板橋區八里新店快速公路附近"
"220106","075-UY","2016/08/12 18:47:15","新北市板橋區民生路二段161巷7號附近"
"221035","622-UM","2016/08/12 18:47:11","新北市汐止區大同路二段339號附近"
"220069","258-TC","2016/08/12 18:47:22","新北市板橋區八里新店快速公路附近"
"220067","829-TW","2016/08/12 18:47:24","新北市板橋區八里新店快速公路附近"
"236050","913-UM","2016/08/12 18:47:10","新北市板橋區信義路170巷10號附近"
"238021","311-TH","2016/08/12 18:36:17","新北市樹林區西圳街2段30-1號附近"
"236031","253-BX","2016/08/12 18:47:17","新北市土城區中央路三段4-5號附近"
"238014","282-BY","2016/08/12 18:47:18","新北市樹林區大安路111巷11號附近"
"236039","271-VK","2016/08/12 18:47:17","新北市土城區明德路一段293號附近"
"238025","303-VK","2016/08/12 18:47:17","新北市樹林區中山路三段22號附近"
"236015","270-VK","2016/08/12 18:47:17","新北市土城區金城路二段356號附近"
"220068","013-TV","2016/08/12 18:47:10","新北市板橋區八里新店快速公路附近"
"220088","145-RM","2016/08/12 18:47:22","新北市板橋區八里新店快速公路附近"
"220055","827-TW","2016/08/12 18:47:19","新北市板橋區重慶路290巷2號附近"
"238018","571-TV","2016/08/12 18:47:15","新北市樹林區樹新路86號附近"
"220013","072-UY","2016/08/12 15:26:31","新北市板橋區八里新店快速公路附近"
"220082","806-UM","2016/08/12 18:47:09","新北市板橋區篤行路一段33號附近"
