"lineid","car","time","location"
"236022","401-BY","2016/08/12 20:29:29","新北市土城區金城路三段205-1號附近"
"220083","286-VK","2016/08/12 20:29:14","新北市板橋區僑中二街102巷23號附近"
"220089","487-VK","2016/08/12 20:29:29","新北市板橋區長江路一段190號附近"
"236072","105-UM","2016/08/12 20:29:21","新北市土城區福安街118號附近"
"237006","5529-G3","2016/08/12 20:29:22","新北市三峽區中山路459巷135號附近"
"221025","623-UM","2016/08/12 19:06:11","新北市汐止區康寧街901號附近"
"221008","129-UY","2016/08/12 20:29:24","新北市汐止區康寧街598號附近"
"221038","297-VK","2016/08/12 20:29:13","新北市汐止區忠孝東路478號附近"
"221031","353-TW","2016/08/12 20:28:57","新北市汐止區中興路110巷10號附近"
"221023","279-VK","2016/08/12 20:29:22","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/12 20:29:22","新北市汐止區汐碇路14巷2弄9號附近"
"221012","278-VK","2016/08/12 20:29:30","新北市汐止區大同路三段279號附近"
"237005","AKY-6261","2016/08/12 20:29:31","新北市三峽區中山路459巷137號附近"
"221036","130-UY","2016/08/12 20:29:11","新北市汐止區新台五路二段89號附近"
"221015","131-UY","2016/08/12 20:29:19","新北市汐止區建成路160巷16號附近"
"221035","622-UM","2016/08/12 20:29:30","新北市汐止區長江街101-5號附近"
"220074","895-R6","2016/08/12 20:29:22","新北市板橋區南雅南路一段7巷22弄12號附近"
"236079","166-UM","2016/08/12 20:29:13","新北市樹林區八德街584號附近"
"236059","912-UM","2016/08/12 20:29:29","新北市土城區大安路83號附近"
"221018","753-BX","2016/08/12 20:29:22","新北市汐止區茄苳路225巷9弄1號附近"
"221025","567-BX","2016/08/12 20:29:26","新北市汐止區水源路二段110巷1號附近"
"220103","561-BX","2016/08/12 20:29:21","新北市板橋區漢生東路23巷28號附近"
"221032","280-BY","2016/08/12 20:29:12","新北市汐止區弘道街53巷11號附近"
"221010","269-BY","2016/08/12 20:29:13","新北市汐止區八連路一段203號附近"
"220070","AAC-253","2016/08/12 20:29:29","新北市板橋區四川路二段245巷34號附近"
"221027","281-BY","2016/08/12 20:29:17","新北市汐止區中正路235號附近"
"220062","305-R5","2016/08/12 20:29:28","新北市土城區自由街4號附近"
