"lineid","car","time","location"
"236022","401-BY","2016/08/12 20:17:19","新北市土城區延吉街111巷1弄8號附近"
"220083","286-VK","2016/08/12 20:17:23","新北市板橋區僑中二街90巷31號附近"
"236063","915-UM","2016/08/12 20:17:18","新北市土城區金城路三段33巷16號附近"
"220081","287-VK","2016/08/12 20:17:07","新北市板橋區僑中一街102巷5弄3-1號附近"
"220089","487-VK","2016/08/12 20:17:15","新北市板橋區陽明街166號附近"
"236072","105-UM","2016/08/12 20:17:07","新北市土城區大安路140號附近"
"237006","5529-G3","2016/08/12 20:17:09","新北市三峽區中園街86巷22號附近"
"221025","623-UM","2016/08/12 19:06:11","新北市汐止區康寧街901號附近"
"221008","129-UY","2016/08/12 20:17:12","新北市汐止區康寧街165號附近"
"221038","297-VK","2016/08/12 20:17:22","新北市汐止區大同路三段66-3號附近"
"221031","353-TW","2016/08/12 20:17:08","新北市汐止區中興路150巷25號附近"
"221023","279-VK","2016/08/12 20:17:14","新北市汐止區康寧街901號附近"
"221021","299-VK","2016/08/12 20:17:10","新北市汐止區莊敬街84-1號附近"
"221012","278-VK","2016/08/12 20:15:54","新北市汐止區汐平路一段172-1號附近"
"237005","AKY-6261","2016/08/12 20:17:23","新北市三峽區中山路459巷137號附近"
"221036","130-UY","2016/08/12 20:17:17","新北市汐止區仁愛路152巷31號附近"
"221015","131-UY","2016/08/12 20:17:09","新北市汐止區建成路59巷1號附近"
"221035","622-UM","2016/08/12 20:17:19","新北市汐止區長江街79巷13號附近"
"220069","258-TC","2016/08/12 20:17:05","新北市板橋區大明街20巷21號附近"
"236050","913-UM","2016/08/12 20:17:22","新北市土城區清水路87號附近"
"236031","253-BX","2016/08/12 20:17:19","新北市土城區中央路一段45巷2弄3號附近"
"236039","271-VK","2016/08/12 20:17:19","新北市土城區延吉街373巷10號附近"
"236015","270-VK","2016/08/12 20:17:05","新北市土城區廣明街65號附近"
"220061","293-UM","2016/08/12 20:17:18","新北市板橋區四川路一段274巷2-1號附近"
"236043","107-UM","2016/08/12 20:17:11","新北市土城區學享街60號附近"
"220074","895-R6","2016/08/12 20:17:07","新北市板橋區明德街22號附近"
"236027","269-VK","2016/08/12 20:15:11","新北市土城區裕生路83巷22號附近"
"236079","166-UM","2016/08/12 20:17:20","新北市土城區金安街39號附近"
"236059","912-UM","2016/08/12 20:17:16","新北市土城區中央路二段276號附近"
"220054","741-BX","2016/08/12 20:17:07","新北市板橋區忠孝路201巷76號附近"
"221018","753-BX","2016/08/12 20:15:17","新北市汐止區茄安路43號附近"
"221025","567-BX","2016/08/12 20:17:15","新北市汐止區水源路二段32號附近"
"220103","561-BX","2016/08/12 20:17:10","新北市板橋區英士路58巷7號附近"
"220097","AAC-210","2016/08/12 20:17:20","新北市板橋區光正街45巷6弄1號附近"
"221032","280-BY","2016/08/12 20:17:19","新北市汐止區弘道街53巷2號附近"
"221010","269-BY","2016/08/12 20:17:19","新北市汐止區八連路二段228巷1-1號附近"
"220070","AAC-253","2016/08/12 20:17:20","新北市板橋區四川路一段467號附近"
"221027","281-BY","2016/08/12 20:17:06","新北市汐止區中正路99巷20號附近"
"220062","305-R5","2016/08/12 20:17:13","新北市板橋區溪頭街163巷15號附近"
