00:00,449.6,619.2,93.5,170.2,447.6,68.6,134.7,8.1,111.5,39.8,0.0,38.3,-1.8
00:10,449.8,617.6,92.7,170.3,445.1,65.9,134.6,8.1,113.0,38.6,0.0,19.5,-24.0
00:20,449.1,617.2,89.6,170.7,440.1,65.9,134.7,8.1,112.5,38.8,0.0,22.9,-24.1
00:30,449.7,617.7,90.9,170.5,439.5,66.1,134.4,8.1,110.9,38.9,0.0,0.0,-24.0
00:40,450.2,621.1,84.3,170.4,420.4,65.9,133.4,8.1,100.2,40.5,0.0,0.0,-24.2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
