SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,47,,良好,4.4,0.23,2.1,54,18,14,1.7,178,3,19.54,5.91,2016-06-24 00:00
三重,新北市,52,懸浮微粒,普通,1,1.43,,48,15,32,,,2,63.84,31.5,2016-06-24 00:00
三義,苗栗縣,16,,良好,1.7,0.06,19,10,0,1.7,2.8,185,1,2.41,.68,2016-06-24 00:00
土城,新北市,31,,良好,4.4,0.63,3.6,34,19,25,1,260,2,36.91,12.35,2016-06-24 00:00
士林,臺北市,42,,良好,6.6,0.58,5.6,42,16,27,0.8,103,2,28.94,1.77,2016-06-24 00:00
大同,臺北市,52,懸浮微粒,普通,3.7,2.21,,50,17,31,,,2,84.99,53.62,2016-06-24 00:00
大里,臺中市,38,,良好,1.1,0.25,9.5,48,6,11,1.3,217,1,12.37,1.69,2016-06-24 00:00
大園,桃園市,29,,良好,3.5,0.25,13,39,9,15,2.1,184,1,16.25,1.6,2016-06-24 00:00
大寮,高雄市,23,,良好,16,0.34,7.8,30,7,15,1.1,249,1,16.19,1.24,2016-06-24 00:00
小港,高雄市,22,,良好,2.4,0.36,11,13,9,15,1.4,61,1,16.84,1.48,2016-06-24 00:00
中山,臺北市,45,,良好,1.9,0.49,13,41,13,20,2.6,161,2,22.06,1.7,2016-06-24 00:00
中壢,桃園市,44,,良好,3.4,0.76,6.8,39,14,20,1.4,193,1,29.57,10.04,2016-06-24 00:00
仁武,高雄市,36,,良好,5.6,0.21,16,31,12,12,0.9,121,1,12.63,.76,2016-06-24 00:00
斗六,雲林縣,26,,良好,2.6,0.13,13,22,13,4.7,1.4,127,1,6.86,2.2,2016-06-24 00:00
冬山,宜蘭縣,23,,良好,1.4,0.21,8.5,18,7,9.9,0.9,233,1,10.65,.79,2016-06-24 00:00
古亭,臺北市,29,,良好,2,0.39,17,28,14,12,1.9,197,2,15.57,3.79,2016-06-24 00:00
左營,高雄市,28,,良好,7.8,0.47,5.2,36,12,26,1.1,35,1,27.99,2.15,2016-06-24 00:00
平鎮,桃園市,40,,良好,8.3,0.33,5.8,43,13,20,2,169,2,24.88,4.78,2016-06-24 00:00
永和,新北市,29,,良好,1.9,0.36,19,25,9,11,1.8,156,2,12.5,1.78,2016-06-24 00:00
安南,臺南市,27,,良好,1.5,0.34,11,30,5,13,2.2,111,1,14.38,1.34,2016-06-24 00:00
朴子,嘉義縣,38,,良好,3.8,0.21,6.1,48,11,13,1.5,185,1,14.04,1.4,2016-06-24 00:00
汐止,新北市,36,,良好,2.4,0.4,9.8,38,15,18,1.3,260,2,20.94,2.71,2016-06-24 00:00
竹山,南投縣,27,,良好,1.6,0.18,5.8,28,3,4.9,0.6,189,1,8.37,3.5,2016-06-24 00:00
竹東,新竹縣,27,,良好,3.8,0.2,7.1,27,23,7.1,1.8,128,2,7.71,.62,2016-06-24 00:00
西屯,臺中市,57,懸浮微粒,普通,2.6,0.23,9.4,25,6,14,2.6,178,1,15.55,1.73,2016-06-24 00:00
沙鹿,臺中市,22,,良好,2,0.23,12,20,0,11,2.4,170,1,11.83,.85,2016-06-24 00:00
宜蘭,宜蘭縣,25,,良好,1.4,0.2,14,27,9,6,1.3,303,1,7.17,1.2,2016-06-24 00:00
忠明,臺中市,23,,良好,1.6,0.32,9.7,22,4,12,1.9,188,1,13.7,1.43,2016-06-24 00:00
松山,臺北市,38,,良好,2.4,0.62,12,33,13,23,0.9,238,3,31.73,9.21,2016-06-24 00:00
板橋,新北市,35,,良好,6.1,0.51,6.1,29,19,24,1.4,247,2,24.95,1.45,2016-06-24 00:00
林口,新北市,36,,良好,5.5,0.37,9.4,35,14,22,1.7,229,2,24.7,2.88,2016-06-24 00:00
林園,高雄市,17,,良好,1.7,0.22,11,27,10,8.7,1.6,38,1,10.4,1.7,2016-06-24 00:00
花蓮,花蓮縣,18,,良好,1.4,0.15,10,17,6,4.7,2.1,219,1,5.79,1.08,2016-06-24 00:00
金門,金門縣,18,,良好,4.6,0.07,22,18,1,10,3.3,228,1,11.04,.86,2016-06-24 00:00
前金,高雄市,29,,良好,10,0.36,5.3,34,12,18,1,53,1,22.79,5.12,2016-06-24 00:00
前鎮,高雄市,10,,良好,4.9,0.47,6.5,4,5,16,0.6,92,1,19.96,4.11,2016-06-24 00:00
南投,南投縣,26,,良好,2.8,0.18,8.2,25,11,5,1.6,149,2,7.1,2.08,2016-06-24 00:00
屏東,屏東縣,39,,良好,2,0.23,12,36,23,6.7,1.9,319,2,7.51,.86,2016-06-24 00:00
恆春,屏東縣,16,,良好,1.1,0.05,13,19,3,1.8,1.8,68,1,2.93,1.09,2016-06-24 00:00
美濃,高雄市,22,,良好,2.2,0.16,8.4,24,5,3.3,0.5,87,1,5.44,2.1,2016-06-24 00:00
