00,53.4,847.1,760.4,1033.6
00:10,54.0,867.8,762.3,1021.8
00:20,53.1,848.2,739.9,1005.4
00:30,52.3,839.9,740.6,990.5
00:40,51.9,840.0,731.7,982.8
00:50,51.2,822.2,723.3,975.1
01,51.3,819.3,730.3,963.1
01:10,51.0,823.4,705.0,953.0
01:20,50.7,821.3,707.4,943.8
01:30,50.6,801.4,693.9,935.9
01:40,50.3,798.4,716.9,928.5
01:50,49.7,796.0,697.5,923.3
02,49.3,786.0,689.6,908.6
02:10,49.6,801.5,683.6,913.2
02:20,48.8,783.5,702.3,900.9
02:30,48.8,782.3,695.6,897.4
02:40,48.5,780.5,687.7,886.5
02:50,48.4,779.3,687.7,875.5
03,48.7,776.6,680.0,870.9
03:10,48.2,768.6,681.7,868.5
03:20,47.8,766.7,676.6,864.9
03:30,47.7,769.8,669.6,854.9
03:40,48.8,772.1,664.3,857.6
03:50,47.9,766.7,674.4,851.1
04,47.3,770.0,657.1,849.9
04:10,47.0,755.4,663.9,845.5
04:20,46.7,755.4,664.0,837.2
04:30,46.0,760.5,663.3,845.6
04:40,45.8,756.9,673.3,828.2
04:50,45.9,755.6,663.1,830.8
05,46.3,749.3,666.1,834.4
05:10,46.0,748.5,655.1,828.9
05:20,44.5,740.1,655.2,823.7
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
