"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","24800679","大陸商廈門火炬集團有限公司","臺北市信義區基隆路1段333號19樓","陳曉新","0","1041103"
"2","24801001","大陸商東莞市鴻瀚電子材料有限公司","臺北市北投區溫泉路83號","林鵬","0","1041102"
"3","24801059","日商駿河精機股份有限公司","臺北市松山區南京東路4段126號9樓之1","吳堂榮","1250000","1041102"
"4","24801071","香港商數字家庭香港有限公司","臺北市大安區信義路3段192-1號9樓之1","Wong  Kon  Sing","0","1041102"
"5","24801092","香港商迦泰國際貿易有限公司","臺中市西區美村路1段39之10號10樓","伊泰","0","1041102"
"6","24801109","荷蘭商紳博控股有限公司","臺北市信義區基隆路1段200號4樓","薄瑞鼐","0","1041102"
"7","24801121","香港商安雨國際有限公司","臺北市中山區復興北路150號13樓之5、之6、之7","拜倫 貝爾卡","2000000","1041104"
"8","24801136","香港商長新樹脂有限公司","臺北市大安區復興南路1段380號6樓","張志平","500000","1041105"
"9","24801142","潤澤生物科技有限公司","金門縣金寧鄉湖埔村下埔下323號1樓","許燕宗","2000000","1041104"
"10","24801179","貝里斯商環巨管理顧問有限公司","臺中市潭子區大豐里潭富路2段161巷1弄8號1樓","劉芳滄","500000","1041104"
"11","24801184","英屬維京群島商漢旗股份有限公司","新北市汐止區祥雲街1號","葉松翰","3000000","1041103"
"12","24801229","三泰旅行社有限公司","金門縣金湖鎮新市里復興路28號1樓","許玉雯","6000000","1041104"
"13","24801234","法商艾德諾股份有限公司","臺北市松山區復興北路57號14樓之3","巴爾強","0","1041104"
"14","24801282","美商沸點飲食集團股份有限公司","新北市板橋區文化路2段125巷66號3樓","陳柏全","0","1041105"
"15","24801305","香港商云米資訊科技有限公司","臺北市中山區松江路122號11樓","楊佳蓉","100000","1041105"
"16","24801327","大陸商昆山德朋電子科技有限公司","桃園市楊梅區高上里幼三路6號","盛棟","0","1041110"
"17","24801332","新加坡商迦赫私人有限公司","南投縣中寮鄉永嘉新村23巷2弄33號1樓","吳明哲","0","1041106"
"18","24801348","薩摩亞商弘源技術有限公司","臺北市內湖區堤頂大道2段295號10樓","雲大江","1000000","1041105"
"19","24801369","安圭拉商恩斯傑股份有限公司","臺中市北屯區東山路1段246號1樓","呂彥漢","0","1041106"
"20","24801380","大河國際股份有限公司","金門縣金城鎮中興路173巷14弄14號","吳伯揚","1000000","1041106"
"21","24801419","英屬開曼群島商凱勝國際實業股份有限公司","臺南市歸仁區歸仁里文化街1段97號1樓","鄭夙媜","1000000","1041105"
"22","24801425","英屬維京群島商松德里奧國際有限公司","新北市新店區中興路2段233號1樓","黃國煌","0","1041105"
"23","24801430","加拿大商萊弗貝股份有限公司","臺中市南屯區文山里精科六路13號1樓","李欣怡","0","1041106"
"24","24801451","乙大有限公司","金門縣金城鎮民權路236號6樓","蔡志浩","1000000","1041106"
"25","24801488","英屬開曼群島商雷提行動有限公司","臺北市大同區南京西路163號2樓之6","梁俊文","0","1041109"
"26","24801494","英屬維京群島商因信有限公司","桃園市蘆竹區中正路35號12樓","賴傑仁","16000000","1041109"
"27","24801543","日商愛思科股份有限公司","臺北市大安區敦化南路2段59號7樓","張書良","0","1041110"
"28","24801558","香港商賓科香港有限公司","臺北市松山區民權東路3段144號7樓之6","譚明德","0","1041111"
"29","24801564","金門景緻綠能源股份有限公司","金門縣金城鎮金門城128-6號","洪煒翔","20000000","1041110"
"30","24801570","日商兼松開吉開股份有限公司","臺北市中山區中山北路2段61號11樓","田村欣也","0","1041110"
