"lineid","car","time","location"
"221025","623-UM","2016/08/22 20:27:06","新北市汐止區水源路二段86號附近"
"221008","129-UY","2016/08/22 20:29:15","新北市汐止區康寧街520-1號附近"
"221031","277-VK","2016/08/22 20:28:45","新北市汐止區中興路110巷9弄2號附近"
"221038","297-VK","2016/08/22 20:29:04","新北市汐止區忠孝東路462巷24號附近"
"221023","279-VK","2016/08/22 20:29:12","新北市汐止區湖東街5巷24號附近"
"221021","299-VK","2016/08/22 20:29:11","新北市汐止區水源路一段284號附近"
"221012","278-VK","2016/08/22 20:29:02","新北市汐止區保新街19號附近"
"237005","AKY-6261","2016/08/22 20:29:10","新北市三峽區三樹路98巷74弄91號附近"
"221036","130-UY","2016/08/22 20:29:02","新北市汐止區新台五路二段120巷3號附近"
"221015","131-UY","2016/08/22 20:29:02","新北市汐止區建成路142巷21號附近"
"221035","622-UM","2016/08/22 20:29:02","新北市汐止區長江街101-5號附近"
"221018","753-BX","2016/08/22 20:29:01","新北市汐止區茄苳路225巷11弄8號附近"
"221032","280-BY","2016/08/22 20:29:02","新北市汐止區弘道街53巷12號附近"
"221010","269-BY","2016/08/22 20:25:16","新北市汐止區八連路二段312號附近"
"221027","281-BY","2016/08/22 20:29:06","新北市汐止區中正路297號附近"
