"lineid","car","time","location"
"235067","255-BX","2016/08/22 18:28:58","新北市中和區連城路469巷5號附近"
"221025","623-UM","2016/08/22 18:29:04","新北市汐止區仁愛路32號附近"
"221038","297-VK","2016/08/22 18:29:12","新北市汐止區忠孝東路258巷11弄11號附近"
"221031","353-TW","2016/08/22 18:29:08","新北市汐止區中興路82號附近"
"221023","279-VK","2016/08/22 18:29:08","新北市汐止區康寧街399號附近"
"221021","299-VK","2016/08/22 18:29:08","新北市汐止區新台五路一段116號附近"
"221012","278-VK","2016/08/22 18:29:12","新北市汐止區保長路35巷12號附近"
"237005","AKY-6261","2016/08/22 18:29:14","新北市三峽區秀川街59號附近"
"221029","298-VK","2016/08/22 18:28:59","新北市汐止區樟樹二路352號附近"
"221036","130-UY","2016/08/22 18:28:59","新北市汐止區長興街一段50號附近"
"221015","131-UY","2016/08/22 18:29:13","新北市汐止區鄉長路二段23巷18號附近"
"221035","622-UM","2016/08/22 18:29:09","新北市汐止區大同路二段103巷2號附近"
"221018","753-BX","2016/08/22 18:29:00","新北市汐止區茄苳路212號附近"
"220069","295-UM","2016/08/22 18:29:15","新北市中和區永和路171巷16號附近(基地台定位)"
"221032","280-BY","2016/08/22 18:29:09","新北市汐止區福山街62巷11號附近"
"221010","269-BY","2016/08/22 18:29:02","新北市汐止區汐萬路三段74巷2號附近"
"221027","281-BY","2016/08/22 18:29:06","新北市汐止區和平街46巷6號附近"
