SiteName,MonitorDate,Concentration,ItemUnit
三義,2013-07-03,7,μg/m3
三義,2013-07-06,7,μg/m3
三義,2013-07-09,8,μg/m3
三義,2013-07-12,12,μg/m3
三義,2013-07-15,6,μg/m3
三義,2013-07-18,17,μg/m3
三義,2013-07-21,24,μg/m3
三義,2013-07-24,18,μg/m3
三義,2013-07-27,13,μg/m3
三義,2013-07-30,14,μg/m3
三義,2013-08-02,12,μg/m3
三義,2013-08-05,18,μg/m3
三義,2013-08-08,11,μg/m3
三義,2013-08-11,13,μg/m3
三義,2013-08-14,19,μg/m3
三義,2013-08-17,17,μg/m3
三義,2013-08-20,10,μg/m3
三義,2013-08-23,5,μg/m3
三義,2013-08-26,12,μg/m3
三義,2013-08-29,4,μg/m3
三義,2013-09-01,10,μg/m3
三義,2013-09-04,17,μg/m3
三義,2013-09-07,29,μg/m3
三義,2013-09-10,42,μg/m3
三義,2013-09-13,27,μg/m3
三義,2013-09-16,20,μg/m3
三義,2013-09-19,13,μg/m3
三義,2013-09-22,8,μg/m3
三義,2013-09-25,22,μg/m3
三義,2013-09-28,22,μg/m3
三義,2013-10-01,13,μg/m3
三義,2013-10-04,14,μg/m3
三義,2013-10-07,23,μg/m3
三義,2013-10-10,15,μg/m3
三義,2013-10-13,17,μg/m3
三義,2013-10-16,17,μg/m3
三義,2013-10-19,10,μg/m3
三義,2013-10-22,34,μg/m3
三義,2013-10-25,33,μg/m3
三義,2013-10-28,23,μg/m3
三義,2013-10-31,22,μg/m3
三義,2013-11-03,13,μg/m3
三義,2013-11-06,27,μg/m3
三義,2013-11-09,53,μg/m3
三義,2013-11-12,16,μg/m3
三義,2013-11-15,23,μg/m3
三義,2013-11-18,33,μg/m3
三義,2013-11-21,34,μg/m3
三義,2013-11-24,64,μg/m3
三義,2013-11-27,37,μg/m3
三義,2013-11-30,31,μg/m3
三義,2013-12-03,36,μg/m3
三義,2013-12-06,25,μg/m3
三義,2013-12-09,47,μg/m3
三義,2013-12-12,38,μg/m3
三義,2013-12-15,14,μg/m3
三義,2013-12-18,9,μg/m3
三義,2013-12-21,23,μg/m3
三義,2013-12-24,9,μg/m3
三義,2013-12-27,86,μg/m3
三義,2013-12-30,35,μg/m3
三義,2014-01-02,30,μg/m3
三義,2014-01-05,74,μg/m3
三義,2014-01-08,32,μg/m3
三義,2014-01-11,29,μg/m3
三義,2014-01-14,16,μg/m3
三義,2014-01-17,19,μg/m3
三義,2014-01-20,47,μg/m3
三義,2014-01-23,19,μg/m3
三義,2014-01-26,,μg/m3
三義,2014-01-29,37,μg/m3
三義,2014-02-01,37,μg/m3
三義,2014-02-04,17,μg/m3
三義,2014-02-07,16,μg/m3
三義,2014-02-10,8,μg/m3
三義,2014-02-13,7,μg/m3
三義,2014-02-16,29,μg/m3
三義,2014-02-19,7,μg/m3
三義,2014-02-22,24,μg/m3
三義,2014-02-25,31,μg/m3
三義,2014-02-28,27,μg/m3
三義,2014-03-03,15,μg/m3
三義,2014-03-06,14,μg/m3
三義,2014-03-09,11,μg/m3
三義,2014-03-12,,μg/m3
三義,2014-03-15,64,μg/m3
三義,2014-03-18,38,μg/m3
三義,2014-03-21,19,μg/m3
三義,2014-03-24,50,μg/m3
三義,2014-03-27,37,μg/m3
三義,2014-03-30,,μg/m3
三義,2014-04-02,,μg/m3
三義,2014-04-05,39,μg/m3
三義,2014-04-08,,μg/m3
三義,2014-04-11,,μg/m3
三義,2014-04-14,,μg/m3
三義,2014-04-17,25,μg/m3
三義,2014-04-20,32,μg/m3
三義,2014-04-23,25,μg/m3
三義,2014-04-26,25,μg/m3
三義,2014-04-29,31,μg/m3
三義,2014-05-02,19,μg/m3
三義,2014-05-05,11,μg/m3
三義,2014-05-08,13,μg/m3
三義,2014-05-11,10,μg/m3
三義,2014-05-14,7,μg/m3
三義,2014-05-17,13,μg/m3
三義,2014-05-20,5,μg/m3
三義,2014-05-23,15,μg/m3
三義,2014-05-26,15,μg/m3
三義,2014-05-29,24,μg/m3
三義,2014-06-01,19,μg/m3
三義,2014-06-04,21,μg/m3
三義,2014-06-07,7,μg/m3
三義,2014-06-10,7,μg/m3
三義,2014-06-13,25,μg/m3
三義,2014-06-16,13,μg/m3
三義,2014-06-19,12,μg/m3
三義,2014-06-22,10,μg/m3
三義,2014-06-25,11,μg/m3
三義,2014-06-28,21,μg/m3
三義,2014-07-01,14,μg/m3
三義,2014-07-04,23,μg/m3
三義,2014-07-07,14,μg/m3
三義,2014-07-10,15,μg/m3
三義,2014-07-13,12,μg/m3
三義,2014-07-16,16,μg/m3
三義,2014-07-19,14,μg/m3
三義,2014-07-22,20,μg/m3
三義,2014-07-25,,μg/m3
三義,2014-07-28,,μg/m3
三義,2014-07-31,17,μg/m3
三義,2014-08-03,15,μg/m3
三義,2014-08-06,17,μg/m3
三義,2014-08-09,,μg/m3
三義,2014-08-12,8,μg/m3
三義,2014-08-15,15,μg/m3
三義,2014-08-18,10,μg/m3
三義,2014-08-21,9,μg/m3
三義,2014-08-24,16,μg/m3
三義,2014-08-27,21,μg/m3
三義,2014-08-30,16,μg/m3
三義,2014-09-02,17,μg/m3
三義,2014-09-05,19,μg/m3
三義,2014-09-08,,μg/m3
三義,2014-09-11,20,μg/m3
三義,2014-09-14,16,μg/m3
三義,2014-09-17,24,μg/m3
三義,2014-09-20,21,μg/m3
三義,2014-09-23,22,μg/m3
三義,2014-09-26,26,μg/m3
三義,2014-09-29,39,μg/m3
三義,2014-10-02,17,μg/m3
三義,2014-10-05,18,μg/m3
三義,2014-10-08,14,μg/m3
三義,2014-10-11,17,μg/m3
三義,2014-10-14,34,μg/m3
三義,2014-10-17,26,μg/m3
三義,2014-10-20,40,μg/m3
三義,2014-10-23,11,μg/m3
三義,2014-10-26,32,μg/m3
三義,2014-10-29,35,μg/m3
三義,2014-11-01,54,μg/m3
三義,2014-11-04,,μg/m3
三義,2014-11-07,,μg/m3
三義,2014-11-10,10,μg/m3
三義,2014-11-13,,μg/m3
三義,2014-11-16,11,μg/m3
三義,2014-11-19,14,μg/m3
三義,2014-11-22,27,μg/m3
三義,2014-11-25,49,μg/m3
三義,2014-11-28,29,μg/m3
三義,2014-12-01,,μg/m3
三義,2014-12-04,16,μg/m3
三義,2014-12-07,,μg/m3
三義,2014-12-10,18,μg/m3
三義,2014-12-13,31,μg/m3
三義,2014-12-16,36,μg/m3
三義,2014-12-19,26,μg/m3
三義,2014-12-22,33,μg/m3
三義,2014-12-25,35,μg/m3
三義,2014-12-28,12,μg/m3
三義,2014-12-31,20,μg/m3
三義,2015-01-03,53,μg/m3
三義,2015-01-06,32,μg/m3
三義,2015-01-09,23,μg/m3
三義,2015-01-12,21,μg/m3
三義,2015-01-15,13,μg/m3
三義,2015-01-18,30,μg/m3
三義,2015-01-21,34,μg/m3
三義,2015-01-24,,μg/m3
三義,2015-01-27,25,μg/m3
三義,2015-01-30,8,μg/m3
三義,2015-02-02,26,μg/m3
三義,2015-02-05,65,μg/m3
三義,2015-02-08,36,μg/m3
三義,2015-02-11,24,μg/m3
三義,2015-02-14,44,μg/m3
三義,2015-02-17,31,μg/m3
三義,2015-02-20,38,μg/m3
三義,2015-02-23,27,μg/m3
三義,2015-02-26,34,μg/m3
三義,2015-03-01,9,μg/m3
三義,2015-03-04,20,μg/m3
三義,2015-03-07,23,μg/m3
三義,2015-03-10,17,μg/m3
三義,2015-03-13,27,μg/m3
三義,2015-03-16,50,μg/m3
三義,2015-03-19,26,μg/m3
三義,2015-03-22,33,μg/m3
三義,2015-03-25,9,μg/m3
三義,2015-03-28,16,μg/m3
三義,2015-03-31,29,μg/m3
三義,2015-04-03,19,μg/m3
三義,2015-04-06,18,μg/m3
三義,2015-04-09,14,μg/m3
三義,2015-04-12,9,μg/m3
三義,2015-04-15,29,μg/m3
三義,2015-04-18,23,μg/m3
三義,2015-04-21,,μg/m3
三義,2015-04-24,26,μg/m3
三義,2015-04-27,29,μg/m3
三義,2015-04-30,34,μg/m3
