"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"1","00031209","大德建設股份有限公司","臺北市中正區忠孝東路1段85號12樓之3","顏甘霖","15000000","1041103"
"2","00048308","中美公證行有限公司","新北市中和區莒光路84巷24號3樓","蕭國鏞","5000000","1041124"
"3","00261601","基水食品股份有限公司","新北市三重區六張街132之1號","謝進旺","20000000","1041130"
"4","00451525","龍宇企業有限公司","臺北市信義區信義路6段76巷2弄68號3樓","劉振雄","1200000","1041118"
"5","00660488","隆順報關運輸股份有限公司","基隆市仁愛區孝三路65巷15之1號2樓","張文亮","1000000","1041112"
"6","00661563","永然船務代理業股份有限公司","基隆市中正區中正路12之4號3樓","鄭凱鴻","9000000","1041104"
"7","00694852","九重機械工業股份有限公司","基隆市安樂區武訓街57號","黃明仁","12000000","1041104"
"8","00699836","源隆貿易有限公司","臺北市大安區復興南路1段126巷1號7樓之3","柯毓麒","5000000","1041111"
"9","00705703","台灣紐朗股份有限公司","臺北市中山區松江路82號9樓","近藤清吉","70000000","1041111"
"10","00709692","穩泰交通有限公司","基隆市仁愛區南榮路14號","謝憲道","3000000","1041112"
"11","00711466","玉坤機械工程有限公司","基隆市仁愛區書院里華六街21號8樓","黃坤培","5000000","1041126"
"12","00711705","總合溶劑股份有限公司","臺北市中山區南京東路2段124號7樓","何信仁","12000000","1041102"
"13","00807103","永合報關股份有限公司","基隆市仁愛區仁五路12號4樓之3","江永華","5000000","1041130"
"14","00838942","隆一貿易有限公司","臺北市大安區復興南路1段126巷1號7樓之3","柯毓麒","5000000","1041112"
"15","00850109","新中旅通運股份有限公司","基隆市中正區義一路18號13樓（A）棟　","陳建宏","100000000","1041117"
"16","00861295","展興報關股份有限公司","基隆市仁愛區文昌里忠一路26號5樓之5","劉家和","5000000","1041130"
"17","00864645","宏昌機械工程有限公司","基隆市安樂區崇德路135號","陳江和","5000000","1041130"
"18","01073830","麗慶工業股份有限公司","臺北市大安區敦化南路2段34號8樓","都燕萍","10000000","1041109"
"19","01127441","彰南交通器材股份有限公司","臺北市大同區重慶北路3段120巷35號","林淑民","1000000","1041124"
"20","01186638","利倫科技股份有限公司","臺北市中山區南京東路2段62號6樓","張金仲","3000000","1041120"
"21","01188170","皓宇企業有限公司","臺北市南港區南港路3段50巷1號4樓","侯俊仲","10000000","1041116"
"22","01191549","晁霆股份有限公司","臺北市信義區基隆路2段48號6樓","黃俊凱","20000000","1041112"
"23","01191576","立乾企業股份有限公司","苗栗縣竹南鎮正南里中正路80號","雲明敏","28350000","1041117"
"24","01193151","喜燁實業股份有限公司","臺北市松山區南京東路5段66巷2弄1之2號2樓","張元章","5000000","1041116"
"25","01507385","多立實業股份有限公司","臺北市士林區重慶北路4段81號4樓之10","林智盛","5000000","1041109"
"26","01520351","展禾有限公司","新北市汐止區民族五街58號1樓","王素珠","2000000","1041125"
"27","01631624","馬達交通工程器材有限公司","臺北市南港區南港路2段320號","馬偉","15000000","1041126"
"28","01862716","健維實業股份有限公司","新北市樹林區佳園路2段15巷8號","龎清勳","30000000","1041106"
"29","01865777","金鑽工業針股份有限公司","新北市樹林區中山路3段183號","陳黃美貴","6000000","1041102"
"30","01871118","神寶貿易有限公司","新北市新莊區中港路591巷25號1樓","胡嘉麟","7000000","1041109"
"31","01989720","國寬企業有限公司","新北市三重區五福街23號3樓","鄭慶祥","1000000","1041103"
"32","02121418","鈞豐機械有限公司","新北市新莊區建安街7號","簡阿標","12000000","1041130"
"33","02486633","泳剛企業股份有限公司","桃園市新屋區望間里十五間13之2號","呂坤煌","16000000","1041123"
"34","02627134","佑崧交通股份有限公司","桃園市蘆竹區大興路335號2樓","林志銘","25000000","1041106"
"35","02634682","超秦企業股份有限公司","桃園市桃園區永安路1063號","卓元裕","162200000","1041116"
"36","02684423","亦銘工業股份有限公司","桃園市中壢區忠義里南園路2之9號1、2樓","吳界諸","25000000","1041104"
"37","02895911","昆富工業股份有限公司","臺中市外埔區大同里甲后路332號1樓","張秀瑞","136000000","1041109"
"38","02948585","旭華光學股份有限公司","臺中市神岡區豐洲里豐工中路48號","陳立賢","50000000","1041119"
"39","03060608","太平煤氣股份有限公司","花蓮縣吉安鄉仁安村南海三街108號","范綱展","2007000","1041104"
"40","03089801","中國鑄管廠股份有限公司","臺北市大安區敦化南路2段2號10樓","陳國榮","32000000","1041110"
"41","03128500","永成藥品原料有限公司","臺北市萬華區漢口街2段53巷11號","曾泳隆","5000000","1041118"
"42","03132808","正和股份有限公司","臺北市中山區松江路266號7樓","李文琳","110000000","1041116"
"43","03136207","正洋貿易有限公司","臺北市萬華區漢口街2段53巷11號1樓","曾泳隆","10000000","1041117"
"44","03161704","光生行股份有限公司","臺北市中正區羅斯福路1段119巷16號","許弘卿","20000000","1041126"
"45","03195514","宏立有限公司","臺北市內湖區瑞光路192號9樓","劉鐘興","5000000","1041109"
"46","03195818","成大打字印刷有限公司","臺北市中正區襄陽路13之5號5樓","許美蕊","1000000","1041124"
"47","03218713","亞中鞋業股份有限公司","嘉義縣民雄鄉建國路二段112號","陳韋孝","8000000","1041103"
"48","03243608","昇茂股份有限公司","臺北市大安區仁愛路4段25之2號8樓","牛惠臨","6000000","1041118"
"49","03244705","萬洲化學股份有限公司","臺北市內湖區行善路397號6樓","林佑昇","4246658270","1041120"
"50","03299709","建美貿易有限公司","臺北市中正區忠孝西路1段29巷2號","鄭燕宗","6800000","1041103"
"51","03417207","鄉野旅行社股份有限公司","臺北市中山區松江路66號10樓","林淑華","12000000","1041104"
"52","03462011","凡控科技有限公司","臺北市大安區東豐街21號2樓","陳順陽","1000000","1041130"
"53","03489200","裕隆汽車製造股份有限公司","苗栗縣三義鄉西湖村伯公坑39號之1","嚴凱泰","15729199090","1041125"
